title,url,stage,day,time,mbid,lfm_url,orig_name
Brian V,,NOWHERE,SATURDAY,21:00 - 22:00,,3da0c6f4-53a6-4316-87d2-8b046cc165ca,https://www.last.fm/music/Brian+V,BRIAN V
Bruce,,THE WOW,FRIDAY,18:00 - 18:50,Postmodern rhythmic drama at the burning intersection of UK dance music!,8394c144-bd1d-4fd5-9408-3edec712b7e0,https://www.last.fm/music/Bruce,BRUCE
Bunny,https://freneticengineering.co.uk/,OUTSIDE CIRCUS STAGE,FRIDAY,12:05 - 12:35,,e22583e7-4f91-4a54-ab3d-046ece18903b,https://www.last.fm/music/Bunny,BUNNY
Bushbby,https://www.facebook.com/people/bushbby/100063534603925/,TRUTH STAGE,SATURDAY,03:30 - 04:00,,,https://www.last.fm/music/Bushbby,BUSHBBY
Bustawidemove,https://www.widedubz.co.uk/,BLIND TIGER,SUNDAY,23:00 - 00:00,,,https://www.last.fm/music/Bustawidemove,BUSTAWIDEMOVE
Cable Street Collective,http://cablestreetcollective.co.uk,AVALON STAGE,SATURDAY,11:30 - 12:20,Merging upbeat rhythms and Congolese-influenced guitar with soulful female vocals and socially conscious lyrics.,,https://www.last.fm/music/Cable+Street+Collective,CABLE STREET COLLECTIVE
Cakes Da Killa,https://www.cakesdakilla.com/,IICON,FRIDAY,22:50 - 23:30,,5b9f4aeb-48eb-45b4-b231-c5e2a5bd77d5,https://www.last.fm/music/Cakes+Da+Killa,CAKES DA KILLA
Cal Jader,https://linktr.ee/caljader,TRUTH STAGE,THURSDAY,15:45 - 16:15,,,https://www.last.fm/music/Cal+Jader,CAL JADER
Call Super,https://ra.co/dj/callsuper,NYC DOWNLOW,THURSDAY,20:00 - 21:15,,c5d98aa8-5f6b-4910-b4a0-dfcca6694e52,https://www.last.fm/music/Call+Super,CALL SUPER
Callum Easter,,STRUMMERVILLE,SATURDAY,22:00 - 22:30,,,https://www.last.fm/music/Callum+Easter,CALLUM EASTER
Cam Cole,,SMALL WORLD STAGE,THURSDAY,20:00 - 21:00,,,https://www.last.fm/music/Cam+Cole,CAM COLE
CamelPhat,,THE LEVELS,FRIDAY,21:00 - 22:30,"Grammy-nominated DJs and producers fresh from their residency at Pacha, Ibiza.",61314ff2-7b52-4296-a0b8-af61dc08bdd1,https://www.last.fm/music/CamelPhat,CAMELPHAT
Candi Staton,https://www.candi-staton.com/,WEST HOLTS STAGE,SUNDAY,20:00 - 21:00,The enduring icon who moved from gospel and R&B to soul and disco with tracks like ‘Young Hearts Run Free’ and ‘You’ve Got the Love’.,6afcc957-d742-41c6-ad0b-31b2f1967353,https://www.last.fm/music/Candi+Staton,CANDI STATON
Candi's Dog,https://candisdog.com,CROISSANT NEUF BANDSTAND,THURSDAY,15:00 - 16:00,,,https://www.last.fm/music/Candi%27s+Dog,CANDI'S DOG
Cara Dillon,https://www.caradillon.co.uk,AVALON STAGE,SUNDAY,13:55 - 14:50,Extraordinary Irish folk singer:,86cb3243-62c1-4b0c-aeb9-bc8502bba200,https://www.last.fm/music/Cara+Dillon,CARA DILLON
Origins,https://www.instagram.com/cardinalsound/,BABYLON UPRISING,FRIDAY,15:00 - 16:00,,555fe4d4-fb35-4a6f-a2b6-8bbdbc85ac14,https://www.last.fm/music/Origins,ORIGINS
Carl Cox,https://carlcox.com,GLADE,FRIDAY,23:00 - 00:30,"Musical ambassador, veteran of Acid house, champion of techno, dance music pioneer, label owner and King of Ibiza bringing his Hybrid Live show for the first time.",8f614665-3418-4ca8-aa6a-737b4636b995,https://www.last.fm/music/Carl+Cox,CARL COX
Carly Rae Jepsen,https://www.carlyraemusic.com/,OTHER STAGE,FRIDAY,15:45 - 16:45,"Canadian pop rock folkie whose ‘Loneliest Time’ hit inspired 200,000 Tik Tok versions in less than six months.",09887aa7-226e-4ecc-9a0c-02d2ae5777e1,https://www.last.fm/music/Carly+Rae+Jepsen,CARLY RAE JEPSEN
Carly Wilford,https://carlywilford.com,GLADE DOME,THURSDAY,21:15 - 22:25,,,https://www.last.fm/music/Carly+Wilford,CARLY WILFORD
Carnival,,GLASTO LATINO,THURSDAY,21:00 - 21:30,,9e3f32c4-278a-425f-922d-630314d19700,https://www.last.fm/music/Carnival,CARNIVAL
Casey Spillman,https://www.instagram.com/caseyspillman/?hl=en,GLADE DOME,SATURDAY,23:20 - 00:30,,,https://www.last.fm/music/Casey+Spillman,CASEY SPILLMAN
Cash Cows,,SMALL WORLD STAGE,SATURDAY,17:45 - 18:45,,,https://www.last.fm/music/Cash+Cows,CASH COWS
Footsie,https://www.instagram.com/caspaofficial/       https://www.instagram.com/sirspyro/     https://www.instagram.com/joker_kapsize/    https://www.instagram.com/itsfootsieagain/,NOWHERE,SATURDAY,02:30 - 04:00,,54ec1a54-81de-4589-aee4-d25c1fc93a76,https://www.last.fm/music/Footsie,FOOTSIE
Caspa,https://www.instagram.com/caspaofficial/       https://www.instagram.com/sirspyro/     https://www.instagram.com/joker_kapsize/    https://www.instagram.com/itsfootsieagain/,NOWHERE,SATURDAY,02:30 - 04:00,,dc9b8085-fe1e-4b83-8d41-6dd8d295513c,https://www.last.fm/music/Caspa,CASPA
Joker,https://www.instagram.com/caspaofficial/       https://www.instagram.com/sirspyro/     https://www.instagram.com/joker_kapsize/    https://www.instagram.com/itsfootsieagain/,NOWHERE,SATURDAY,02:30 - 04:00,,cee048bc-c311-410e-b553-fd0511386d18,https://www.last.fm/music/Joker,JOKER
Sir Spyro ft Footsie,https://www.instagram.com/caspaofficial/       https://www.instagram.com/sirspyro/     https://www.instagram.com/joker_kapsize/    https://www.instagram.com/itsfootsieagain/,NOWHERE,SATURDAY,02:30 - 04:00,,,https://www.last.fm/music/Sir+Spyro+ft+Footsie,SIR SPYRO FT FOOTSIE
Sir Spyro,https://www.instagram.com/caspaofficial/       https://www.instagram.com/sirspyro/     https://www.instagram.com/joker_kapsize/    https://www.instagram.com/itsfootsieagain/,NOWHERE,SATURDAY,02:30 - 04:00,,d1dd57dd-3584-4894-b81c-960b9cbb2790,https://www.last.fm/music/Sir+Spyro,SIR SPYRO
Cassetteboy vs DJ Rubbish,https://www.facebook.com/boycassette,GLADE,SUNDAY,13:00 - 13:45,"Satirical duo renowned for digital mash-ups that subvert figures in the public eye, live ‘comedy disco’ opting for a studentish broad-brush approach.",,https://www.last.fm/music/Cassetteboy+vs+DJ+Rubbish,CASSETTEBOY VS DJ RUBBISH
Cassyette,https://www.cassyette.co.uk/,BBC MUSIC INTRODUCING,SUNDAY,20:00 - 20:30,"Nu metal pop provocateur and Kerrang!-friendly hardcore singer, songwriter and producer.",,https://www.last.fm/music/Cassyette,CASSYETTE
Cavetown,https://uk.cave.town/,LEFT FIELD,SUNDAY,21:00 - 22:00,Multi-streamed bedroom indie pop that’s taken the States by storm and introduced millions to Robin Skinner’s intimate songs and unique delivery.,,https://www.last.fm/music/Cavetown,CAVETOWN
Celeste Lovick,,SMALL WORLD STAGE,SUNDAY,12:00 - 13:00,,,https://www.last.fm/music/Celeste+Lovick,CELESTE LOVICK
Central Cee,https://www.instagram.com/centralcee/?hl=en,OTHER STAGE,SATURDAY,20:45 - 21:45,"UK drill, trap and hip hop star with a mere one billion Spotify streams in a year, with super huge tracks ‘Day In the Life’ and ‘Loading’ and the chart topping mixtape ‘23’.",,https://www.last.fm/music/Central+Cee,CENTRAL CEE
cerian,https://www.cerianmusic.com,TOAD HALL,THURSDAY,14:40 - 15:25,,,https://www.last.fm/music/cerian,CERIAN
ChainSka Brassika,,SMALL WORLD STAGE,FRIDAY,12:00 - 01:15,,,https://www.last.fm/music/ChainSka+Brassika,CHAINSKA BRASSIKA
Channel One Soundsystem,https://channelonesoundsystem.com,GLADE,SATURDAY,12:30 - 14:00,"The world’s best known and most loved reggae soundsystem, hot off the streets of Notting HIll Carnival playing roots reggae and conscious steppas.",,https://www.last.fm/music/Channel+One+Soundsystem,CHANNEL ONE SOUNDSYSTEM
Charisse C,https://www.instagram.com/charisseec/,THE RUM SHACK,FRIDAY,03:00 - 04:00,,,https://www.last.fm/music/Charisse+C,CHARISSE C
Big Spender,https://www.charliebicknell.com/,OUTSIDE CIRCUS STAGE,FRIDAY,18:22 - 18:35,,,https://www.last.fm/music/Big+Spender,BIG SPENDER
Charlie Bicknell,https://www.charliebicknell.com/,OUTSIDE CIRCUS STAGE,SUNDAY,13:30 - 13:45,,,https://www.last.fm/music/Charlie+Bicknell,CHARLIE BICKNELL
Charlie Tee,https://www.charlietee.com/,GLADE DOME,THURSDAY,15:00 - 16:00,,,https://www.last.fm/music/Charlie+Tee,CHARLIE TEE
Charlotte Adigery & Bolis Pupul,https://charlotteandbolis.com/,THE PARK STAGE,SUNDAY,14:00 - 14:45,A distinctive blend of R&B and electropop gliding through heavy topics including racism and misogyny with some stark observations and a flash of techno.,,https://www.last.fm/music/Charlotte+Adigery+&+Bolis+Pupul,CHARLOTTE ADIGERY & BOLIS PUPUL
Che Lingo,https://www.instagram.com/che_lingo/,THE RUM SHACK,THURSDAY,22:00 - 23:00,,,https://www.last.fm/music/Che+Lingo,CHE LINGO
CHEWY SHE,,HMS SWEET CHARITY,FRIDAY,01:30 - 02:30,,,https://www.last.fm/music/CHEWY+SHE,CHEWY SHE
Chezney,,BLIND TIGER,SUNDAY,17:00 - 18:00,,,https://www.last.fm/music/Chezney,CHEZNEY
Chloe Robinson,https://www.instagram.com/chloerobinsondj,ARCADIA,SATURDAY,22:00 - 23:00,,,https://www.last.fm/music/Chloe+Robinson,CHLOE ROBINSON
Plastician,https://www.instagram.com/chloerobinsondj,ARCADIA,SATURDAY,22:00 - 23:00,,93fffcaa-8b52-4b49-9859-5e95d9261d92,https://www.last.fm/music/Plastician,PLASTICIAN
Chloé Caillet,https://www.instagram.com/chloecaillet/?hl=en-gb,SAN REMO,SATURDAY,22:00 - 23:30,,,https://www.last.fm/music/Chlo%C3%A9+Caillet,CHLOÉ CAILLET
Chris Cruse,https://ra.co/dj/chriscruse,NYC DOWNLOW,SATURDAY,22:00 - 23:20,,,https://www.last.fm/music/Chris+Cruse,CHRIS CRUSE
Chris Holt,,DELUXE DINER,SUNDAY,02:00 - 05:00,,,https://www.last.fm/music/Chris+Holt,CHRIS HOLT
CHVRCHES,https://chvrch.es/,OTHER STAGE,FRIDAY,18:45 - 19:45,Electro indie synth pop pioneers with a super clean sound behind Lauren Mayberry’s sweet vocals.,6a93afbb-257f-4166-b389-9f2a1e5c5df8,https://www.last.fm/music/CHVRCHES,CHVRCHES
Cinthie,https://ra.co/dj/cinthie,NYC DOWNLOW,FRIDAY,23:30 - 00:55,,c3b29421-df16-4ed4-8122-5fafbb055af5,https://www.last.fm/music/Cinthie,CINTHIE
Sparkles,,MANDALA STAGE,SATURDAY,11:00 - 12:00,,b16cdc34-6dd7-487a-b1c7-3a747cdc5c71,https://www.last.fm/music/Sparkles,SPARKLES
Clare Sands,https://claresands.com,ACOUSTIC STAGE,SATURDAY,11:30 - 12:00,"A unique force in Irish music weaving traditional roots with contemporary sounds and influences honed for the young and the old, brave and the bold.",,https://www.last.fm/music/Clare+Sands,CLARE SANDS
Close,,SENSATION SEEKERS STAGE,FRIDAY,18:00 - 22:15,,a062e476-3ba4-4289-85ab-ae13dd9fda39,https://www.last.fm/music/Close,CLOSE
Closed,,OUTSIDE CIRCUS STAGE,FRIDAY,21:04 - 23:32,,36e8fd9c-2688-42ee-b46d-71ef5380cbc8,https://www.last.fm/music/Closed,CLOSED
Coach Party,https://coachparty.ochre.store/,BBC MUSIC INTRODUCING,SUNDAY,15:00 - 15:30,"Supremely catchy pop punk unravelling teen tales of being weird, unloved and oppressed, like early Porridge Radio on happy pills.",,https://www.last.fm/music/Coach+Party,COACH PARTY
COLECTIVA,https://www.globallocal.co.uk/colectiva,TRUTH STAGE,THURSDAY,16:15 - 17:00,,,https://www.last.fm/music/COLECTIVA,COLECTIVA
Cordelia Gartside,https://cordeliagartside.bandcamp.com/,THE BANDSTAND,SUNDAY,15:00 - 16:40,,,https://www.last.fm/music/Cordelia+Gartside,CORDELIA GARTSIDE
Cornhead,,SMALL WORLD STAGE,FRIDAY,22:30 - 23:30,,,https://www.last.fm/music/Cornhead,CORNHEAD
Craig Charles,https://www.craig-charles.co.uk/,TRUTH STAGE,FRIDAY,14:30 - 17:30,,,https://www.last.fm/music/Craig+Charles,CRAIG CHARLES
Craig Richards,,THE WOW,FRIDAY,23:30 - 01:30,Expect unknown gems and non-stop digger's delight from Houghton’s very own Craig along with Francesco's unique sounds.,85873c02-8093-4a5a-91bc-513722b3fbc0,https://www.last.fm/music/Craig+Richards,CRAIG RICHARDS
Francesco Del Garda,,THE WOW,FRIDAY,23:30 - 01:30,Expect unknown gems and non-stop digger's delight from Houghton’s very own Craig along with Francesco's unique sounds.,,https://www.last.fm/music/Francesco+Del+Garda,FRANCESCO DEL GARDA
Crawlers,https://www.crawlersband.com/,LEFT FIELD,SATURDAY,18:15 - 19:00,Anthemic Scousers whose Tik Tok smouldered ‘Come Over’ and its glorious hooks only hint at their grunge punk attitude.,,https://www.last.fm/music/Crawlers,CRAWLERS
Crossy,https://instagram.com/crossydnb?igshid=ymmymta2m2y=,THE SALON CAROUSEL,FRIDAY,03:45 - 04:30,,,https://www.last.fm/music/Crossy,CROSSY
Dado,https://www.dadoshow.com,GLEBELAND,WEDNESDAY,15:30 - 16:00,,cb6a8f3a-18c1-4a1d-9cbd-0a477628523c,https://www.last.fm/music/Dado,DADO
Daisy Chute,https://www.daisychute.com,TOAD HALL,SATURDAY,17:20 - 18:00,,4d378bb4-ccf5-42d5-acc0-d1a1b1ce810a,https://www.last.fm/music/Daisy+Chute,DAISY CHUTE
Dana Immanuel & the Stolen Band,http://www.danaimmanuel.com,THE BANDSTAND,FRIDAY,17:05 - 17:50,,,https://www.last.fm/music/Dana+Immanuel+&+the+Stolen+Band,DANA IMMANUEL & THE STOLEN BAND
Reggaeton,https://www.facebook.com/nigel.may.773/,GLASTO LATINO,FRIDAY,18:00 - 19:00,,,https://www.last.fm/music/Reggaeton,REGGAETON
Salsa,https://www.piloxercise.co.uk,GLASTO LATINO,WEDNESDAY,17:00 - 18:00,,,https://www.last.fm/music/Salsa,SALSA
Tango,https://www.tangoalchemy.co.uk,GLASTO LATINO,WEDNESDAY,16:00 - 17:00,,c65e9f00-d804-4ed6-87d2-d252c3adc81c,https://www.last.fm/music/Tango,TANGO
Dance System,https://ra.co/dj/l-vis1990,GENOSYS SOUND SYSTEM,SUNDAY,19:30 - 21:00,,,https://www.last.fm/music/Dance+System,DANCE SYSTEM
Daniel Avery,https://www.instagram.com/danielmarkavery/,GLADE,THURSDAY,00:35 - 02:25,"Two heavyweights on the electronic music scene, come together for a one-off festival B2B set of deep techno.",3e7aa4a4-5b7e-46a3-a7ff-c57044fa1b64,https://www.last.fm/music/Daniel+Avery,DANIEL AVERY
Richard Fearless,https://www.instagram.com/danielmarkavery/,GLADE,THURSDAY,00:35 - 02:25,"Two heavyweights on the electronic music scene, come together for a one-off festival B2B set of deep techno.",,https://www.last.fm/music/Richard+Fearless,RICHARD FEARLESS
Danny Howard,https://www.facebook.com/dannyhowarddj,GLADE,FRIDAY,01:45 - 02:55,"Broadcaster, DJ, label head and producer with a decade long tenure at BBC Radio One making him a tastemaker for a generation.",bdd313b9-50c1-4957-8ca5-bb2a09f580f2,https://www.last.fm/music/Danny+Howard,DANNY HOWARD
Daphni,,THE LEVELS,SUNDAY,01:00 - 02:30,"The DJ persona of Dan Snaith of Caribou and Manitoba fame, expect an impromptu and wuite eclectic mix.",8ceab977-804a-4ff6-968a-2c0437abb15d,https://www.last.fm/music/Daphni,DAPHNI
Darcey Hope,https://darceyhope.com,CROISSANT NEUF BANDSTAND,THURSDAY,13:30 - 13:50,,,https://www.last.fm/music/Darcey+Hope,DARCEY HOPE
Darius Akashic,https://www.mixcloud.com/dariusakashic/,IICON,FRIDAY,20:00 - 21:30,,,https://www.last.fm/music/Darius+Akashic,DARIUS AKASHIC
Dark Mavis,https://babylonuprising.com/,BABYLON UPRISING,SATURDAY,02:00 - 02:45,,,https://www.last.fm/music/Dark+Mavis,DARK MAVIS
Dark Moon,https://www.thisdarkmoon.com/,STRUMMERVILLE,THURSDAY,22:00 - 22:45,,97cd27a8-0d00-4c97-b6d3-ed9008f2d238,https://www.last.fm/music/Dark+Moon,DARK MOON
Das Brass,https://dasbrass.co.uk,TOAD HALL,FRIDAY,16:00 - 16:45,,,https://www.last.fm/music/Das+Brass,DAS BRASS
Dave Gamble,https://www.mixcloud.com/davevgamble/,TOLPUDDLE,THURSDAY,15:30 - 17:30,,,https://www.last.fm/music/Dave+Gamble,DAVE GAMBLE
Dave Harvey,https://ra.co/dj/daveharvey,THE MEAT RACK,SATURDAY,01:30 - 03:00,,,https://www.last.fm/music/Dave+Harvey,DAVE HARVEY
Dave Seaman,https://djdaveseaman.com/,GLADE DOME,SUNDAY,20:05 - 21:15,,dbc997aa-da05-4dd3-a36d-a07af8f862d7,https://www.last.fm/music/Dave+Seaman,DAVE SEAMAN
David Celia,https://davidceliazuffalo.bandcamp.com/track/waiting-on-love,THE LIZARD STAGE,WEDNESDAY,18:30 - 19:30,,,https://www.last.fm/music/David+Celia,DAVID CELIA
Zuffalo,https://davidceliazuffalo.bandcamp.com/track/waiting-on-love,THE LIZARD STAGE,WEDNESDAY,18:30 - 19:30,,,https://www.last.fm/music/Zuffalo,ZUFFALO
Freshta,https://www.instagram.com/daytimers_uk/,BABYLON UPRISING,SATURDAY,20:00 - 22:00,,,https://www.last.fm/music/Freshta,FRESHTA
G33,https://www.instagram.com/daytimers_uk/,BABYLON UPRISING,SATURDAY,20:00 - 22:00,,,https://www.last.fm/music/G33,G33
Suchi,https://www.instagram.com/daytimers_uk/,BABYLON UPRISING,SATURDAY,20:00 - 22:00,,,https://www.last.fm/music/Suchi,SUCHI
Dead Horse Bay,,SMALL WORLD STAGE,THURSDAY,17:15 - 18:15,,,https://www.last.fm/music/Dead+Horse+Bay,DEAD HORSE BAY
Deadletter,https://www.facebook.com/deadlettertheband,LEFT FIELD,FRIDAY,17:00 - 17:45,Angsty South London-via-Yorkshire post-punk.,,https://www.last.fm/music/Deadletter,DEADLETTER
Woman,,LEFT FIELD,FRIDAY,12:00 - 13:00,,38aea14c-eb09-4112-b83a-42d032d0e1cd,https://www.last.fm/music/Woman,WOMAN
Life,,LEFT FIELD,FRIDAY,12:00 - 13:00,,f3a38b01-1893-411e-bdf8-d4672f85a65b,https://www.last.fm/music/Life,LIFE
Shappi Khorsandi,,LEFT FIELD,FRIDAY,12:00 - 13:00,,c992eec3-8aa9-417f-b40d-67f7134ae8b6,https://www.last.fm/music/Shappi+Khorsandi,SHAPPI KHORSANDI
We Own It,,LEFT FIELD,SATURDAY,13:30 - 14:30,,,https://www.last.fm/music/We+Own+It,WE OWN IT
John Harris,,LEFT FIELD,SATURDAY,12:00 - 13:00,,95a264ba-b68c-43a9-9264-3c7f59b5950d,https://www.last.fm/music/John+Harris,JOHN HARRIS
Pat Cullen,,LEFT FIELD,SUNDAY,12:00 - 13:00,,,https://www.last.fm/music/Pat+Cullen,PAT CULLEN
Right to Roam,,LEFT FIELD,FRIDAY,13:30 - 14:30,,,https://www.last.fm/music/Right+to+Roam,RIGHT TO ROAM
Surfers Against Sewage,,LEFT FIELD,FRIDAY,13:30 - 14:30,,,https://www.last.fm/music/Surfers+Against+Sewage,SURFERS AGAINST SEWAGE
Truth,,LEFT FIELD,SUNDAY,13:30 - 14:30,,fe4ab898-1d7b-4c3a-a440-49dae60b4ede,https://www.last.fm/music/Truth,TRUTH
Justice,,LEFT FIELD,SUNDAY,13:30 - 14:30,,f9c1cc73-36ba-4f8d-ba12-7d2490608886,https://www.last.fm/music/Justice,JUSTICE
Debbie,https://www.debbieofficial.com/,BBC MUSIC INTRODUCING,SUNDAY,16:00 - 16:30,London-based sweet soul and smooth R&B from this Gospel-tinged songwriter with a simply breathtaking voice.,974b41aa-2267-47b9-8d2d-510ecd7556ff,https://www.last.fm/music/Debbie,DEBBIE
Deena Abdelwahed,https://ra.co/dj/deenaabdelwahed,IICON,SUNDAY,03:30 - 05:00,,,https://www.last.fm/music/Deena+Abdelwahed,DEENA ABDELWAHED
Dele Sosimi Afrobeat Orchestra,http://www.delesosimi.org/,GLADE,SUNDAY,14:25 - 15:55,"One of the most active musicians currently on the Afrobeat scene, a blend of complex but highly danceable funk grooves, Nigerian traditional music and African percussion.",,https://www.last.fm/music/Dele+Sosimi+Afrobeat+Orchestra,DELE SOSIMI AFROBEAT ORCHESTRA
Dele Sosomi,https://www.instagram.com/medlar_/,GLADE DOME,SATURDAY,17:20 - 18:35,,,https://www.last.fm/music/Dele+Sosomi,DELE SOSOMI
Medlar,https://www.instagram.com/medlar_/,GLADE DOME,SATURDAY,17:20 - 18:35,,f7ed2003-f262-4123-b547-a5809130fdbf,https://www.last.fm/music/Medlar,MEDLAR
Delilah Bon,https://www.delilahbon.co.uk/about,LEFT FIELD,SATURDAY,17:00 - 17:45,Rapping and screaming like a prince-less princess with her own brand of well-crafted Brat Punk.,,https://www.last.fm/music/Delilah+Bon,DELILAH BON
Denis Sulta,https://www.instagram.com/denissulta/,GLADE,THURSDAY,23:05 - 00:30,"Vivacious, melodic house with underground sensibilities from renowned producer and DJ.",,https://www.last.fm/music/Denis+Sulta,DENIS SULTA
Dennis Ferrer,https://www.facebook.com/dennisferrerobj/,GLADE,FRIDAY,20:00 - 21:30,"The link between the roots of the dance music scene and a vision of where it will go next, from this label head, producer and DJ.",a163dbd2-4ec1-416b-af45-64f9ce31351f,https://www.last.fm/music/Dennis+Ferrer,DENNIS FERRER
Deptford Northern Soul Club,https://deptfordnorthernsoulclub.co.uk/,THE MEAT RACK,THURSDAY,20:00 - 21:30,,,https://www.last.fm/music/Deptford+Northern+Soul+Club,DEPTFORD NORTHERN SOUL CLUB
Dermot Kennedy,https://www.dermotkennedy.com/,OTHER STAGE,SUNDAY,16:30 - 17:30,"Irish folk that’s blossomed into a hip hop-powered new pop sound from a singer songwriter with a distinctive vocal – like Ed Sheeran but darker, quipped one interviewer.",,https://www.last.fm/music/Dermot+Kennedy,DERMOT KENNEDY
Dexter Selboy,https://dexterandtheshonk.bandcamp.com/,THE BANDSTAND,THURSDAY,18:20 - 19:00,,,https://www.last.fm/music/Dexter+Selboy,DEXTER SELBOY
DFS,https://soundcloud.com/dancefloorsmashers,THE SALON CAROUSEL,SATURDAY,05:00 - 06:00,,524b4b9a-8e54-486f-8c19-8a188faa6d28,https://www.last.fm/music/DFS,DFS
Dharma,https://soundcloud.com/dharma_tunes,THE RABBIT HOLE,WEDNESDAY,02:00 - 03:00,,d9345933-4a27-4162-969d-5765d09e04b7,https://www.last.fm/music/Dharma,DHARMA
Diana Drill,https://www.instagram.com/dianadrill,BBC MUSIC INTRODUCING,FRIDAY,14:00 - 14:30,Gas mask-toting Nottingham rapper whose angelic voice rides the beat in some style.,,https://www.last.fm/music/Diana+Drill,DIANA DRILL
Diddy Sweg,https://www.facebook.com/diddysweg/,THE BANDSTAND,THURSDAY,21:20 - 22:10,,,https://www.last.fm/music/Diddy+Sweg,DIDDY SWEG
Digital Mystikz,,THE LEVELS,SATURDAY,16:30 - 18:00,"Dubstep production duo consisting of Mala, and Coki, half of ASBO.",2c1583ab-3bfa-41b9-b849-4d4b5d891339,https://www.last.fm/music/Digital+Mystikz,DIGITAL MYSTIKZ
