title,url,stage,day,time,mbid,lfm_url,orig_name
Cobrah,,THE TEMPLE,SUNDAY,02:00 - 03:30,,https://www.last.fm/music/Cobrah,COBRAH
Coco Em,,STONEBRIDGE BAR,FRIDAY,18:30 - 20:00,,https://www.last.fm/music/Coco+Em,COCO EM
CocoLoCo,http://www.cocoloco.co.uk,MAVERICKS,SATURDAY,01:04 - 01:14,11c84928-9537-4886-bc5c-ef7e51fae3fd,https://www.last.fm/music/CocoLoCo,COCOLOCO
Cody Frost,,BBC MUSIC INTRODUCING,SUNDAY,17:00 - 17:25,,https://www.last.fm/music/Cody+Frost,CODY FROST
Coletrickle,https://soundcloud.com/coletrickle,RABBIT HOLE'S FUNKINGHAM PALACE,THURSDAY,21:00 - 22:30,,https://www.last.fm/music/Coletrickle,COLETRICKLE
Colonel,,VILLAGE INN,THURSDAY,17:00 - 19:00,,https://www.last.fm/music/Colonel,COLONEL
Confidence Man,https://www.confidenceman.com.au/,THE PARK STAGE,FRIDAY,15:15 - 16:15,,https://www.last.fm/music/Confidence+Man,CONFIDENCE MAN
Tobin Lochrie,http://coolbeansproductions.co.uk/audio/,VILLAGE INN,THURSDAY,21:00 - 23:00,,https://www.last.fm/music/Tobin+Lochrie,TOBIN LOCHRIE
Jimmy The Gent,http://coolbeansproductions.co.uk/audio/,VILLAGE INN,THURSDAY,21:00 - 23:00,,https://www.last.fm/music/Jimmy+The+Gent,JIMMY THE GENT
Copper Viper,,THE LIZARD STAGE,SUNDAY,19:00 - 20:00,,https://www.last.fm/music/Copper+Viper,COPPER VIPER
Courtney Barnett,https://courtneybarnett.com.au/,THE PARK STAGE,SUNDAY,21:15 - 22:30,55111838-f001-494a-a1b5-9d818db85810,https://www.last.fm/music/Courtney+Barnett,COURTNEY BARNETT
Craig Charles,https://mcdrs.bandcamp.com/,TRUTH STAGE,FRIDAY,14:00 - 17:30,,https://www.last.fm/music/Craig+Charles,CRAIG CHARLES
Friends,https://mcdrs.bandcamp.com/,TRUTH STAGE,FRIDAY,14:00 - 17:30,e09438a5-fb5c-4a6e-ab7a-a0856322e53f,https://www.last.fm/music/Friends,FRIENDS
Craig Richards,,WOW,FRIDAY,01:30 - 03:00,85873c02-8093-4a5a-91bc-513722b3fbc0,https://www.last.fm/music/Craig+Richards,CRAIG RICHARDS
Creatures of Habit,,BLIND TIGER,FRIDAY,18:15 - 19:15,3930f84d-2f11-4462-a3de-b7978e2d9b7d,https://www.last.fm/music/Creatures+of+Habit,CREATURES OF HABIT
Leaf Dog,,BLIND TIGER,FRIDAY,18:15 - 19:15,,https://www.last.fm/music/Leaf+Dog,LEAF DOG
Eric The Red,,BLIND TIGER,FRIDAY,18:15 - 19:15,,https://www.last.fm/music/Eric+The+Red,ERIC THE RED
Sean Peng,,BLIND TIGER,FRIDAY,18:15 - 19:15,,https://www.last.fm/music/Sean+Peng,SEAN PENG
Illinformed,,BLIND TIGER,FRIDAY,18:15 - 19:15,,https://www.last.fm/music/Illinformed,ILLINFORMED
Crispy,https://ra.co/labels/11416,BABYLON UPRISING,FRIDAY,23:00 - 00:00,00b3e5d6-06a4-4ff5-9746-44177c33d79c,https://www.last.fm/music/Crispy,CRISPY
Charli Brix,,SONIC,SUNDAY,20:00 - 22:00,,https://www.last.fm/music/Charli+Brix,CHARLI BRIX
Enei,,SONIC,SUNDAY,20:00 - 22:00,3995eb3a-afe0-488d-be61-cc83cdb31754,https://www.last.fm/music/Enei,ENEI
Critical,,SONIC,SUNDAY,20:00 - 22:00,04164112-e919-44bf-a0f3-a987453d0ffd,https://www.last.fm/music/Critical,CRITICAL
Kasra,,SONIC,SUNDAY,20:00 - 22:00,7b0b0643-1c98-4b81-a988-206a11c0ad99,https://www.last.fm/music/Kasra,KASRA
Crowded House,https://www.crowdedhouse.com/,PYRAMID STAGE,FRIDAY,15:15 - 16:15,9854d99f-d954-4c0f-9ae5-58a0cdd885f5,https://www.last.fm/music/Crowded+House,CROWDED HOUSE
Cuban Carnival,,GLASTO LATINO,THURSDAY,21:00 - 21:30,,https://www.last.fm/music/Cuban+Carnival,CUBAN CARNIVAL
cuppy,https://www.instagram.com/cuppymusic,GREENPEACE,FRIDAY,19:45 - 20:45,,https://www.last.fm/music/cuppy,CUPPY
Cut Capers,http://www.cutcapers.com,CROISSANT NEUF,SATURDAY,01:00 - 02:00,,https://www.last.fm/music/Cut+Capers,CUT CAPERS
CW Jones,,STRUMMERVILLE,SUNDAY,20:30 - 21:00,,https://www.last.fm/music/CW+Jones,CW JONES
Euphonique,,SONIC,SUNDAY,13:00 - 15:00,2b1cdd3d-4cd7-4bd2-a873-af41c175457c,https://www.last.fm/music/Euphonique,EUPHONIQUE
D-Low,,THE RUM SHACK,SUNDAY,02:00 - 03:00,,https://www.last.fm/music/D-Low,D-LOW
Daddy G,,GLADE,FRIDAY,16:35 - 18:05,57070ee8-e44c-48c7-9519-6c985adfe6b2,https://www.last.fm/music/Daddy+G,DADDY G
Nick Warren,,GLADE,FRIDAY,16:35 - 18:05,a433a331-d643-468e-a0aa-afc7386a678c,https://www.last.fm/music/Nick+Warren,NICK WARREN
Daisy Chapman,http://www.daisychapman.com/,THE BANDSTAND,FRIDAY,14:00 - 14:40,3fb4d96d-6c2d-4096-9b04-54effd9c249a,https://www.last.fm/music/Daisy+Chapman,DAISY CHAPMAN
daisy moon,,SONIC,FRIDAY,12:00 - 13:00,,https://www.last.fm/music/daisy+moon,DAISY MOON
DakhaBrakha,https://www.dakhabrakha.com.ua/,PYRAMID STAGE,SUNDAY,12:45 - 13:30,208334a1-abf0-4791-9705-b45838244b29,https://www.last.fm/music/DakhaBrakha,DAKHABRAKHA
Damien Dempsey,https://damiendempsey.com/,ACOUSTIC STAGE,SUNDAY,15:30 - 16:15,f9ceb1fb-5e7b-4d3f-8025-b9b340ccf4ba,https://www.last.fm/music/Damien+Dempsey,DAMIEN DEMPSEY
Dan Shake,,STONEBRIDGE BAR,SATURDAY,18:00 - 19:30,,https://www.last.fm/music/Dan+Shake,DAN SHAKE
Dana Immanuel & the Stolen Band,http://www.danaimmanuel.com/,THE BANDSTAND,THURSDAY,16:20 - 17:00,,https://www.last.fm/music/Dana+Immanuel+&+the+Stolen+Band,DANA IMMANUEL & THE STOLEN BAND
Dance Class,http://latempesta.co.uk,GLASTO LATINO,FRIDAY,18:00 - 19:00,,https://www.last.fm/music/Dance+Class,DANCE CLASS
Reggaeton,http://latempesta.co.uk,GLASTO LATINO,FRIDAY,18:00 - 19:00,,https://www.last.fm/music/Reggaeton,REGGAETON
Salsa,https://www.piloxercise.co.uk,GLASTO LATINO,THURSDAY,17:00 - 18:00,,https://www.last.fm/music/Salsa,SALSA
Tango,https://www.tangoalchemy.co.uk,GLASTO LATINO,THURSDAY,16:00 - 17:00,c65e9f00-d804-4ed6-87d2-d252c3adc81c,https://www.last.fm/music/Tango,TANGO
Daniel Avery,https://www.danielavery.co.uk/,ARCADIA,SUNDAY,23:30 - 00:30,3e7aa4a4-5b7e-46a3-a7ff-c57044fa1b64,https://www.last.fm/music/Daniel+Avery,DANIEL AVERY
VTSS,https://www.danielavery.co.uk/,ARCADIA,SUNDAY,23:30 - 00:30,,https://www.last.fm/music/VTSS,VTSS
Danielle,,WOW,THURSDAY,23:30 - 01:00,8b42be41-94d4-4e6d-a525-7dd0ca1f635f,https://www.last.fm/music/Danielle,DANIELLE
Hodge,,WOW,THURSDAY,23:30 - 01:00,8630a7d5-1cd5-44a8-9942-97a4be9f5176,https://www.last.fm/music/Hodge,HODGE
Dar Disku,,WOW,SUNDAY,19:30 - 21:00,,https://www.last.fm/music/Dar+Disku,DAR DISKU
Dark Angels,,THE SUMMER HOUSE,FRIDAY,16:40 - 16:48,fd56e3f3-2ea0-4736-993e-3f4b5e39189c,https://www.last.fm/music/Dark+Angels,DARK ANGELS
Darwin,,WOW,SUNDAY,00:00 - 01:30,9e5c769e-34f7-47c0-9964-91d774226c7b,https://www.last.fm/music/Darwin,DARWIN
Das Brass,,TOAD HALL,FRIDAY,16:00 - 16:45,,https://www.last.fm/music/Das+Brass,DAS BRASS
DATKID,https://www.high-focus.com/home/artists/datkid/,THE SALON CAROUSEL,FRIDAY,23:00 - 00:00,,https://www.last.fm/music/DATKID,DATKID
Dave Beer,,FLYING BUS,THURSDAY,22:30 - 00:00,,https://www.last.fm/music/Dave+Beer,DAVE BEER
Dave ID,,MAVERICKS,FRIDAY,00:00 - 03:00,,https://www.last.fm/music/Dave+ID,DAVE ID
David Eriksson,,OUTSIDE CIRCUS STAGE,FRIDAY,14:25 - 14:55,,https://www.last.fm/music/David+Eriksson,DAVID ERIKSSON
Dead Horse Bay,,SMALL WORLD STAGE,SATURDAY,13:15 - 14:15,,https://www.last.fm/music/Dead+Horse+Bay,DEAD HORSE BAY
Dead Pony,,BBC MUSIC INTRODUCING,FRIDAY,14:35 - 15:00,,https://www.last.fm/music/Dead+Pony,DEAD PONY
Black Lives Matter,,LEFT FIELD,SUNDAY,13:30 - 14:30,,https://www.last.fm/music/Black+Lives+Matter,BLACK LIVES MATTER
Reni Eddo-Lodge,,LEFT FIELD,SUNDAY,13:30 - 14:30,,https://www.last.fm/music/Reni+Eddo-Lodge,RENI EDDO-LODGE
Jack Monroe,,LEFT FIELD,SUNDAY,12:00 - 13:00,,https://www.last.fm/music/Jack+Monroe,JACK MONROE
Zarah Sultana MP,,LEFT FIELD,SUNDAY,12:00 - 13:00,,https://www.last.fm/music/Zarah+Sultana+MP,ZARAH SULTANA MP
Chris Packham,,LEFT FIELD,FRIDAY,13:30 - 14:30,,https://www.last.fm/music/Chris+Packham,CHRIS PACKHAM
John Harris,,LEFT FIELD,FRIDAY,13:30 - 14:30,95a264ba-b68c-43a9-9264-3c7f59b5950d,https://www.last.fm/music/John+Harris,JOHN HARRIS
Neurodiversity,,LEFT FIELD,FRIDAY,13:30 - 14:30,,https://www.last.fm/music/Neurodiversity,NEURODIVERSITY
Tom Burgis,,LEFT FIELD,FRIDAY,12:00 - 13:00,,https://www.last.fm/music/Tom+Burgis,TOM BURGIS
Declan Mckenna,https://www.declanmckenna.net/,OTHER STAGE,SUNDAY,15:00 - 16:00,,https://www.last.fm/music/Declan+Mckenna,DECLAN MCKENNA
Deena Abdelwahed,https://ra.co/dj/deenaabdelwahed,IICON,THURSDAY,21:25 - 23:25,,https://www.last.fm/music/Deena+Abdelwahed,DEENA ABDELWAHED
Deep Throat Choir,https://amorphoussounds.club/artists/deep-throat-choir,THE PARK STAGE,SUNDAY,11:30 - 12:15,,https://www.last.fm/music/Deep+Throat+Choir,DEEP THROAT CHOIR
Denis Sulta,,SONIC,FRIDAY,18:00 - 19:30,,https://www.last.fm/music/Denis+Sulta,DENIS SULTA
Denise Chaila,,BBC MUSIC INTRODUCING,FRIDAY,16:15 - 16:40,,https://www.last.fm/music/Denise+Chaila,DENISE CHAILA
Dennis Just Dennis,,STRUMMERVILLE,THURSDAY,15:00 - 15:40,,https://www.last.fm/music/Dennis+Just+Dennis,DENNIS JUST DENNIS
Deptford Northern Soul Club,https://deptfordnorthernsoulclub.co.uk/,WILLIAM'S GREEN,SATURDAY,23:30 - 01:00,,https://www.last.fm/music/Deptford+Northern+Soul+Club,DEPTFORD NORTHERN SOUL CLUB
Dexter Selboy & The Shonky Trio,https://dexterandtheshonk.bandcamp.com/,THE BANDSTAND,FRIDAY,13:15 - 13:45,,https://www.last.fm/music/Dexter+Selboy+&+The+Shonky+Trio,DEXTER SELBOY & THE SHONKY TRIO
Diana Ross,https://www.dianaross.com/,PYRAMID STAGE,SUNDAY,16:00 - 17:15,60d41417-feda-4734-bbbf-7dcc30e08a83,https://www.last.fm/music/Diana+Ross,DIANA ROSS
Dirty Dike,https://www.high-focus.com/home/artists/dirty-dike/,THE SALON CAROUSEL,FRIDAY,00:00 - 01:00,,https://www.last.fm/music/Dirty+Dike,DIRTY DIKE
Disco Freaks,http://discofreaks.co.uk,VILLAGE INN,FRIDAY,23:45 - 03:00,ed947703-783e-43e6-ae2c-95a4e79a6379,https://www.last.fm/music/Disco+Freaks,DISCO FREAKS
DJ Andy P,,DELUXE DINER,SUNDAY,02:00 - 05:00,,https://www.last.fm/music/DJ+Andy+P,DJ ANDY P
Dj Bollocks,https://www.mixcloud.com/djbollocks/,TRUTH STAGE,SATURDAY,03:35 - 04:00,,https://www.last.fm/music/Dj+Bollocks,DJ BOLLOCKS
DJ Chris Tofu,https://continentaldrifts.co.uk/artist/chris-tofu/,TRUTH STAGE,SUNDAY,03:45 - 05:00,,https://www.last.fm/music/DJ+Chris+Tofu,DJ CHRIS TOFU
New York Brass Band,https://continentaldrifts.co.uk/artist/chris-tofu/,TRUTH STAGE,SUNDAY,03:45 - 05:00,,https://www.last.fm/music/New+York+Brass+Band,NEW YORK BRASS BAND
DJ Coda,,THE RABBIT HOLE,FRIDAY,18:00 - 19:00,a874bf2c-8697-417e-b9e3-2f93c7ca9000,https://www.last.fm/music/DJ+Coda,DJ CODA
Dj Couscous,,THE RABBIT HOLE,SUNDAY,20:00 - 21:00,,https://www.last.fm/music/Dj+Couscous,DJ COUSCOUS
DJ Deeds,,THE RABBIT HOLE,FRIDAY,14:30 - 15:00,,https://www.last.fm/music/DJ+Deeds,DJ DEEDS
DJ Dick,,GREENPEACE,FRIDAY,16:15 - 17:15,9f141ffc-d725-4eef-ac05-0d322f77625a,https://www.last.fm/music/DJ+Dick,DJ DICK
DJ Dutchie,https://soundcloud.com/dutchiebristol,TRUTH STAGE,FRIDAY,22:10 - 23:40,,https://www.last.fm/music/DJ+Dutchie,DJ DUTCHIE
DJ EZ,https://www.djez.com/,ARCADIA,SATURDAY,22:15 - 23:15,47938449-e4ee-4e6c-bf5e-967f774862ea,https://www.last.fm/music/DJ+EZ,DJ EZ
dj fat tony,,STONEBRIDGE BAR,THURSDAY,19:00 - 20:30,,https://www.last.fm/music/dj+fat+tony,DJ FAT TONY
DJ Fizzy Gillespie,,THE LIZARD STAGE,FRIDAY,00:00 - 01:30,,https://www.last.fm/music/DJ+Fizzy+Gillespie,DJ FIZZY GILLESPIE
DJ Greg Wilson,https://gregwilson.co.uk/,THE RABBIT HOLE,THURSDAY,21:00 - 22:00,,https://www.last.fm/music/DJ+Greg+Wilson,DJ GREG WILSON
DJ Hiphoppapotamus,https://soundcloud.com/hiphoppapotamus,TRUTH STAGE,THURSDAY,23:30 - 23:50,,https://www.last.fm/music/DJ+Hiphoppapotamus,DJ HIPHOPPAPOTAMUS
Dj kaBz,,STRUMMERVILLE,SATURDAY,20:30 - 22:00,,https://www.last.fm/music/Dj+kaBz,DJ KABZ
DJ Katy,,TOLPUDDLE,THURSDAY,16:00 - 18:00,,https://www.last.fm/music/DJ+Katy,DJ KATY
DJ Mattcatt,,TOAD HALL,FRIDAY,21:30 - 22:00,,https://www.last.fm/music/DJ+Mattcatt,DJ MATTCATT
DJ Paulette,http://djpaulette.co.uk/,NYC DOWNLOW,SUNDAY,00:30 - 01:50,03eda55e-5915-42ab-b4fb-41f86845941d,https://www.last.fm/music/DJ+Paulette,DJ PAULETTE
Dj Polly,,BIMBLE INN,SUNDAY,23:15 - 00:45,,https://www.last.fm/music/Dj+Polly,DJ POLLY
DJ Symptom,,BLIND TIGER,THURSDAY,18:30 - 20:00,,https://www.last.fm/music/DJ+Symptom,DJ SYMPTOM
DJ TBA,,THE RABBIT HOLE,FRIDAY,22:00 - 23:00,,https://www.last.fm/music/DJ+TBA,DJ TBA
DJ Zonzo,,HMS SWEET CHARITY,FRIDAY,02:00 - 04:00,,https://www.last.fm/music/DJ+Zonzo,DJ ZONZO
Djrum,https://ra.co/dj/djrum,IICON,SATURDAY,22:30 - 00:30,ed19b934-f1a8-4b04-aa74-6f9033caed26,https://www.last.fm/music/Djrum,DJRUM
DNR,,BLIND TIGER,SATURDAY,14:00 - 15:30,7d435941-e94d-4a30-9734-5c45ecb11456,https://www.last.fm/music/DNR,DNR
Dogs,https://nickkellymusic.bandcamp.com/,BREAD AND ROSES,FRIDAY,11:45 - 12:30,d80f6568-9927-4fcd-9d67-ce14b6bf9df7,https://www.last.fm/music/Dogs,DOGS
Dolores Forever,,THE RABBIT HOLE,SATURDAY,21:00 - 21:30,,https://www.last.fm/music/Dolores+Forever,DOLORES FOREVER
Don Letts,https://www.donletts.com,GREENPEACE,SATURDAY,16:00 - 17:00,,https://www.last.fm/music/Don+Letts,DON LETTS
Gaudi,https://www.donletts.com,GREENPEACE,SATURDAY,16:00 - 17:00,ecbe7008-86ad-4eb2-a75d-25e9c91c750d,https://www.last.fm/music/Gaudi,GAUDI
Dr Banana,,WOW,FRIDAY,18:00 - 20:00,,https://www.last.fm/music/Dr+Banana,DR BANANA
Lukas Wigflex,,WOW,FRIDAY,18:00 - 20:00,,https://www.last.fm/music/Lukas+Wigflex,LUKAS WIGFLEX
Sue Ryder,,HMS SWEET CHARITY,THURSDAY,21:00 - 22:30,,https://www.last.fm/music/Sue+Ryder,SUE RYDER
Dr Meaker,https://soundcloud.com/dr-meaker,TRUTH STAGE,SUNDAY,03:00 - 03:45,c79a2879-32b3-420a-947a-da199e99a1b4,https://www.last.fm/music/Dr+Meaker,DR MEAKER
Dr. John Cooper Clarke,https://johncooperclarke.com/,AVALON STAGE,SATURDAY,18:25 - 19:40,,https://www.last.fm/music/Dr.+John+Cooper+Clarke,DR. JOHN COOPER CLARKE
DREAM NAILS,https://dreamnails.bandcamp.com,GREENPEACE,FRIDAY,17:15 - 18:00,,https://www.last.fm/music/DREAM+NAILS,DREAM NAILS
Dresden,,WOW,SATURDAY,22:00 - 23:30,da671f6d-4a66-4720-9efb-451140ce4a43,https://www.last.fm/music/Dresden,DRESDEN
Drifty,,TRUTH STAGE,SUNDAY,01:00 - 01:30,,https://www.last.fm/music/Drifty,DRIFTY
drone-in-the-woods,,MANDALA STAGE,SUNDAY,16:00 - 17:00,,https://www.last.fm/music/drone-in-the-woods,DRONE-IN-THE-WOODS
DRS,,TRUTH STAGE,FRIDAY,23:40 - 00:40,a0e97b42-3b76-4553-8ca1-8daca346e4ce,https://www.last.fm/music/DRS,DRS
Dogger,,BLIND TIGER,FRIDAY,03:00 - 04:00,,https://www.last.fm/music/Dogger,DOGGER
Dry Cleaning,https://drycleaningband.com/,THE PARK STAGE,FRIDAY,16:45 - 17:45,,https://www.last.fm/music/Dry+Cleaning,DRY CLEANING
Dub Boy,https://www.mixcloud.com/the_super_soca_show/stream/,BABYLON UPRISING,THURSDAY,20:00 - 21:00,,https://www.last.fm/music/Dub+Boy,DUB BOY
Dub Pistols,https://dubpistolsmusic.co.uk/,GLADE,FRIDAY,18:35 - 19:45,5483e1c0-14ca-4ec4-9b03-c4e987420e4e,https://www.last.fm/music/Dub+Pistols,DUB PISTOLS
Dub War,https://losdedos.bandcamp.com/,TRUTH STAGE,FRIDAY,22:10 - 23:40,c648740f-f636-48c9-91a9-26e50bf49b78,https://www.last.fm/music/Dub+War,DUB WAR
Dubbal,,MANDALA STAGE,THURSDAY,19:00 - 20:00,,https://www.last.fm/music/Dubbal,DUBBAL
The Scallywags,,THE BANDSTAND,FRIDAY,17:05 - 17:50,e69cc01b-a749-4d71-a08e-422b1bea629e,https://www.last.fm/music/The+Scallywags,THE SCALLYWAGS
Duncan Disorderly & The Scallywags,,SMALL WORLD STAGE,THURSDAY,23:00 - 00:00,,https://www.last.fm/music/Duncan+Disorderly+&+The+Scallywags,DUNCAN DISORDERLY & THE SCALLYWAGS
Dungeon Meat,https://dungeonmeat.com/about/,THE MEAT RACK,SATURDAY,04:30 - 06:00,9c3cdb02-35e9-42b8-81c2-afb6e77add3a,https://www.last.fm/music/Dungeon+Meat,DUNGEON MEAT
Dylan John Thomas,https://www.dylanjohnthomas.com/,LEFT FIELD,FRIDAY,18:15 - 19:00,,https://www.last.fm/music/Dylan+John+Thomas,DYLAN JOHN THOMAS
E-Coli,,THE SALON CAROUSEL,SATURDAY,05:00 - 06:00,,https://www.last.fm/music/E-Coli,E-COLI
Earl Raff,https://soundcloud.com/earlraff,TOLPUDDLE,SUNDAY,23:00 - 02:00,,https://www.last.fm/music/Earl+Raff,EARL RAFF
Easy Life,https://www.easylifemusic.com/,PYRAMID STAGE,SATURDAY,14:30 - 15:30,,https://www.last.fm/music/Easy+Life,EASY LIFE
The Pink Panther,,STONEBRIDGE BAR,THURSDAY,01:30 - 03:00,,https://www.last.fm/music/The+Pink+Panther,THE PINK PANTHER
Eats Everything,,STONEBRIDGE BAR,THURSDAY,01:30 - 03:00,dd64ccdc-8087-47ab-8774-a40a4c37a3d9,https://www.last.fm/music/Eats+Everything,EATS EVERYTHING
History of Rave,,STONEBRIDGE BAR,THURSDAY,13:00 - 14:00,,https://www.last.fm/music/History+of+Rave,HISTORY OF RAVE
Eclair Fifi,,SONIC,FRIDAY,14:00 - 15:00,,https://www.last.fm/music/Eclair+Fifi,ECLAIR FIFI
Ed Solo & Deekline,https://edsolo.com/,THE TEMPLE,THURSDAY,20:00 - 21:00,,https://www.last.fm/music/Ed+Solo+&+Deekline,ED SOLO & DEEKLINE
Eddie Piller,,WILLIAM'S GREEN,SATURDAY,01:00 - 03:00,,https://www.last.fm/music/Eddie+Piller,EDDIE PILLER
Edwin Sanz,https://www.omarpuente.com/,GLASTO LATINO,SATURDAY,00:00 - 01:30,,https://www.last.fm/music/Edwin+Sanz,EDWIN SANZ
Alex Wilson,https://www.omarpuente.com/,GLASTO LATINO,SATURDAY,00:00 - 01:30,d2dce7ea-1603-4ba0-b9c7-9e944acaa098,https://www.last.fm/music/Alex+Wilson,ALEX WILSON
Omar Puente,https://www.omarpuente.com/,GLASTO LATINO,SATURDAY,00:00 - 01:30,12c29b58-908a-498b-97d8-d276c988f7f5,https://www.last.fm/music/Omar+Puente,OMAR PUENTE
Efé,https://www.breakingtunes.com/efe,GLADE,FRIDAY,15:35 - 16:20,,https://www.last.fm/music/Ef%C3%A9,EFÉ
Egg,http://georgeegg.com,MAVERICKS,FRIDAY,00:41 - 00:46,43a5974d-6b79-49d1-a3ac-d79b7b1ca2bc,https://www.last.fm/music/Egg,EGG
Egyptian Blue,,BBC MUSIC INTRODUCING,SATURDAY,14:50 - 15:15,,https://www.last.fm/music/Egyptian+Blue,EGYPTIAN BLUE
Elbow,https://elbow.co.uk/,PYRAMID STAGE,SUNDAY,17:45 - 18:45,3cb3928a-526c-4a3d-93c5-53315fa9bde0,https://www.last.fm/music/Elbow,ELBOW
Elkka,,SONIC,SATURDAY,16:45 - 18:15,,https://www.last.fm/music/Elkka,ELKKA
Elle & The Pocketbelles,http://www.pocketbelles.com/,THE BANDSTAND,SUNDAY,16:00 - 16:40,,https://www.last.fm/music/Elle+&+The+Pocketbelles,ELLE & THE POCKETBELLES
Elli Acula,,THE TEMPLE,FRIDAY,22:00 - 23:15,,https://www.last.fm/music/Elli+Acula,ELLI ACULA
Estella Boersma,,THE TEMPLE,FRIDAY,22:00 - 23:15,,https://www.last.fm/music/Estella+Boersma,ESTELLA BOERSMA
Ellie Prohan,,THE RUM SHACK,THURSDAY,01:00 - 02:00,,https://www.last.fm/music/Ellie+Prohan,ELLIE PROHAN
Ellie Stokes,,WOW,THURSDAY,18:00 - 19:30,,https://www.last.fm/music/Ellie+Stokes,ELLIE STOKES
Chez de Milo,,WOW,THURSDAY,18:00 - 19:30,,https://www.last.fm/music/Chez+de+Milo,CHEZ DE MILO
Elvana,https://www.elvana.co.uk/,WILLIAM'S GREEN,THURSDAY,21:10 - 22:10,,https://www.last.fm/music/Elvana,ELVANA
Emerald,https://www.instagram.com/emeraldroselewis | https://www.instagram.com/djhutch/,BABYLON UPRISING,SATURDAY,00:00 - 01:00,dbace79f-5f06-40c2-a595-542a306dbbc0,https://www.last.fm/music/Emerald,EMERALD
Hutch,https://www.instagram.com/emeraldroselewis | https://www.instagram.com/djhutch/,BABYLON UPRISING,SATURDAY,00:00 - 01:00,edc57259-cac7-4399-a148-7be6d14cb625,https://www.last.fm/music/Hutch,HUTCH
Emily Dust,https://ra.co/dj/emilydust/biography,BABYLON UPRISING,THURSDAY,00:00 - 01:00,,https://www.last.fm/music/Emily+Dust,EMILY DUST
Emma-Jean Thackray,https://emmajeanthackray.com/,WEST HOLTS STAGE,SUNDAY,12:30 - 13:30,,https://www.last.fm/music/Emma-Jean+Thackray,EMMA-JEAN THACKRAY
Emmanuel Jal & Nyaruach,https://www.emmanueljal.com,GREENPEACE,SUNDAY,12:30 - 13:20,,https://www.last.fm/music/Emmanuel+Jal+&+Nyaruach,EMMANUEL JAL & NYARUACH
Emmanuel Jal,http://www.emmaneiljal.com,CROISSANT NEUF,FRIDAY,23:30 - 00:30,0ca5108c-fd3b-4de7-93a0-da7666a39c3e,https://www.last.fm/music/Emmanuel+Jal,EMMANUEL JAL
English Disco Lovers,,GLADE,SATURDAY,00:50 - 01:50,,https://www.last.fm/music/English+Disco+Lovers,ENGLISH DISCO LOVERS
English Teacher,,JOHN PEEL STAGE,FRIDAY,11:30 - 12:15,,https://www.last.fm/music/English+Teacher,ENGLISH TEACHER
Enny,,THE RUM SHACK,THURSDAY,21:30 - 22:15,,https://www.last.fm/music/Enny,ENNY
Errol Linton,http://errollinton.com/,ACOUSTIC STAGE,SUNDAY,14:30 - 15:10,,https://www.last.fm/music/Errol+Linton,ERROL LINTON
Escalation,https://www.mixcloud.com/escalationldn/,VILLAGE INN,THURSDAY,19:00 - 21:00,,https://www.last.fm/music/Escalation,ESCALATION
Esme Banks,,BLIND TIGER,FRIDAY,14:00 - 15:30,,https://www.last.fm/music/Esme+Banks,ESME BANKS
eva lazarus,,THE RUM SHACK,SATURDAY,01:15 - 02:00,,https://www.last.fm/music/eva+lazarus,EVA LAZARUS
Ewan McVicar,,STONEBRIDGE BAR,THURSDAY,20:30 - 21:30,,https://www.last.fm/music/Ewan+McVicar,EWAN MCVICAR
External Combustion,http://www.externalcombustion.com,GLEBELAND,FRIDAY,22:00 - 03:00,,https://www.last.fm/music/External+Combustion,EXTERNAL COMBUSTION
Fantastic Man,,WOW,THURSDAY,19:30 - 21:00,3872b793-9abe-4278-b1d1-5c8f8aded2e3,https://www.last.fm/music/Fantastic+Man,FANTASTIC MAN
Fatboy Slim,,SONIC,FRIDAY,21:00 - 23:00,ba81eb4a-0c89-489f-9982-0154b8083a28,https://www.last.fm/music/Fatboy+Slim,FATBOY SLIM
Faux Real,https://isthisfauxreal.com/,STRUMMERVILLE,SATURDAY,16:45 - 17:15,,https://www.last.fm/music/Faux+Real,FAUX REAL
Felt Sound,,BABYLON UPRISING,SUNDAY,14:00 - 15:00,,https://www.last.fm/music/Felt+Sound,FELT SOUND
Ferris & Sylvester,https://www.ferrisandsylvester.com/,AVALON STAGE,SUNDAY,12:35 - 13:30,,https://www.last.fm/music/Ferris+&+Sylvester,FERRIS & SYLVESTER
Fierce,http://www.friskyonline.co.uk,SENSATION SEEKERS STAGE,THURSDAY,23:00 - 23:45,cf06127c-db8d-467e-94f1-d8c2efc5f0c3,https://www.last.fm/music/Fierce,FIERCE
First Aid Kit,https://www.firstaidkitband.com/,OTHER STAGE,FRIDAY,15:45 - 16:45,e4466078-fb0f-4899-98a2-7c7dfeb14714,https://www.last.fm/music/First+Aid+Kit,FIRST AID KIT
Fisherman's Friends,https://www.thefishermansfriends.com,ACOUSTIC STAGE,SUNDAY,17:30 - 18:15,71b0a203-6a7a-4d32-9600-e76ef50f298b,https://www.last.fm/music/Fisherman%27s+Friends,FISHERMAN'S FRIENDS
Fizzy Gillespie,https://aaabadboy.wordpress.com/about/,TRUTH STAGE,FRIDAY,03:40 - 04:10,,https://www.last.fm/music/Fizzy+Gillespie,FIZZY GILLESPIE
