title,url,stage,day,time,mbid,lfm_url,orig_name
Amyl and the Sniffers,https://www.amylandthesniffers.com/,JOHN PEEL STAGE,SUNDAY,17:00 - 18:00,,https://www.last.fm/music/Amyl+and+the+Sniffers,AMYL AND THE SNIFFERS
Andrew Maxwell Morris,,TOAD HALL,SUNDAY,14:45 - 15:30,,https://www.last.fm/music/Andrew+Maxwell+Morris,ANDREW MAXWELL MORRIS
Andrew Morris,,SMALL WORLD STAGE,FRIDAY,19:30 - 20:30,feb53222-bd53-4879-90de-8f0c64bd1d5d,https://www.last.fm/music/Andrew+Morris,ANDREW MORRIS
Andy Barker,,FLYING BUS,SATURDAY,23:00 - 23:05,,https://www.last.fm/music/Andy+Barker,ANDY BARKER
Andy Bell,,STRUMMERVILLE,FRIDAY,01:30 - 03:00,83f2601a-81f9-432b-bbd9-8e01168ae3f4,https://www.last.fm/music/Andy+Bell,ANDY BELL
Andy C,https://andyc.cc/,GLADE,SATURDAY,23:10 - 00:40,ec853694-30a1-4c7e-84e6-4ca87ee3c314,https://www.last.fm/music/Andy+C,ANDY C
Andy Carroll,https://www.facebook.com/djandycarroll,GREENPEACE,SUNDAY,22:30 - 00:00,,https://www.last.fm/music/Andy+Carroll,ANDY CARROLL
Angelique Kidjo,http://www.kidjo.com/,WEST HOLTS STAGE,SUNDAY,20:00 - 21:00,,https://www.last.fm/music/Angelique+Kidjo,ANGELIQUE KIDJO
Animal Crossing Djs,,FLYING BUS,SUNDAY,22:00 - 00:00,,https://www.last.fm/music/Animal+Crossing+Djs,ANIMAL CROSSING DJS
Annie Mac,,GLADE,FRIDAY,21:15 - 22:30,573f2d10-82c2-43f0-8726-d560c82eb430,https://www.last.fm/music/Annie+Mac,ANNIE MAC
Antimatador,http://antimatador.com/,THE BANDSTAND,FRIDAY,00:00 - 01:00,,https://www.last.fm/music/Antimatador,ANTIMATADOR
ANZ,,SONIC,FRIDAY,19:30 - 21:00,,https://www.last.fm/music/ANZ,ANZ
Archie Hamilton,,FLYING BUS,FRIDAY,00:00 - 02:00,,https://www.last.fm/music/Archie+Hamilton,ARCHIE HAMILTON
Arielle Free,,STONEBRIDGE BAR,THURSDAY,16:30 - 17:30,,https://www.last.fm/music/Arielle+Free,ARIELLE FREE
Arlo Parks,https://www.arloparksofficial.com/,THE PARK STAGE,FRIDAY,18:15 - 19:15,,https://www.last.fm/music/Arlo+Parks,ARLO PARKS
Arooj Aftab,https://www.aroojaftabmusic.com/,WEST HOLTS STAGE,FRIDAY,13:00 - 14:00,12d0b276-b102-4779-ac35-6939c584d9da,https://www.last.fm/music/Arooj+Aftab,AROOJ AFTAB
Artwork,https://www.instagram.com/artwork_is_up_to_something/,RABBIT HOLE'S FUNKINGHAM PALACE,FRIDAY,03:00 - 04:00,ae101944-f854-4e59-b5e8-04bf4e351b8e,https://www.last.fm/music/Artwork,ARTWORK
Asha Gold,,BBC MUSIC INTRODUCING,FRIDAY,12:55 - 13:20,,https://www.last.fm/music/Asha+Gold,ASHA GOLD
Asylums,https://linktr.ee/asylumsband,LEFT FIELD,SATURDAY,17:00 - 17:45,,https://www.last.fm/music/Asylums,ASYLUMS
Daniel McKee,https://www.glastonburyfestivals.co.uk/areas/theatre-circus/,BELLA'S FIELD,SATURDAY,11:00 - 04:00,,https://www.last.fm/music/Daniel+McKee,DANIEL MCKEE
Watch the Birdie,https://www.glastonburyfestivals.co.uk/areas/theatre-circus/,BELLA'S FIELD,SATURDAY,11:00 - 04:00,,https://www.last.fm/music/Watch+the+Birdie,WATCH THE BIRDIE
Scott Walker,https://www.glastonburyfestivals.co.uk/areas/theatre-circus/,BELLA'S FIELD,SATURDAY,11:00 - 04:00,99524243-dc2e-4bf3-82c0-72395391d21f,https://www.last.fm/music/Scott+Walker,SCOTT WALKER
Avalon Emerson,,WOW,SATURDAY,01:00 - 03:00,f91ec397-c4be-4672-8faa-2d2983682b1c,https://www.last.fm/music/Avalon+Emerson,AVALON EMERSON
Back Before Breakfast,,THE BANDSTAND,SATURDAY,12:30 - 13:00,,https://www.last.fm/music/Back+Before+Breakfast,BACK BEFORE BREAKFAST
Bad Boy Chiller Crew,https://www.bad-boy-chiller-crew.com/,THE RABBIT HOLE,THURSDAY,22:00 - 23:00,,https://www.last.fm/music/Bad+Boy+Chiller+Crew,BAD BOY CHILLER CREW
Bambi Bains,,BBC MUSIC INTRODUCING,SUNDAY,12:00 - 12:25,,https://www.last.fm/music/Bambi+Bains,BAMBI BAINS
Baskery,http://www.baskeryband.com,CROISSANT NEUF,SATURDAY,16:30 - 17:30,99073b85-0177-477a-bbd6-45e6c89c7ceb,https://www.last.fm/music/Baskery,BASKERY
Batu,,WOW,THURSDAY,01:00 - 03:00,e81f7d8e-7302-4cea-9c76-0f462272dda6,https://www.last.fm/music/Batu,BATU
Juice Menace,https://open.spotify.com/artist/0txy5zpaiys1hse5k7w8ol,TRUTH STAGE,SATURDAY,00:00 - 00:50,,https://www.last.fm/music/Juice+Menace,JUICE MENACE
Footsie,https://open.spotify.com/artist/0txy5zpaiys1hse5k7w8ol,TRUTH STAGE,SATURDAY,00:00 - 00:50,54ec1a54-81de-4589-aee4-d25c1fc93a76,https://www.last.fm/music/Footsie,FOOTSIE
beabadoobee,https://www.beabadoobee.com/,JOHN PEEL STAGE,SATURDAY,16:30 - 17:30,,https://www.last.fm/music/beabadoobee,BEABADOOBEE
Beans On Toast,https://beansontoastmusic.com,GREENPEACE,SUNDAY,15:00 - 15:45,d60583e5-3bb9-4b00-acd6-26e7a6066f3a,https://www.last.fm/music/Beans+On+Toast,BEANS ON TOAST
Beatfox,,STRUMMERVILLE,SUNDAY,20:15 - 20:30,,https://www.last.fm/music/Beatfox,BEATFOX
Ben Pest,,WOW,SUNDAY,01:30 - 02:30,,https://www.last.fm/music/Ben+Pest,BEN PEST
Ben Pound,,FLYING BUS,FRIDAY,22:00 - 23:00,9294c299-9d07-482d-b40a-36ddaeeb3b8a,https://www.last.fm/music/Ben+Pound,BEN POUND
Beth Porter,https://www.bethporter.co.uk/,THE BANDSTAND,SATURDAY,14:00 - 14:40,,https://www.last.fm/music/Beth+Porter,BETH PORTER
Bicep,https://www.bicepmusic.com/,WEST HOLTS STAGE,SUNDAY,21:45 - 23:15,10e8f0df-90f9-4957-aedd-c4e0d187e3a8,https://www.last.fm/music/Bicep,BICEP
Big Joanie,https://bigjoanie.com,GREENPEACE,SATURDAY,17:00 - 17:45,6764d1b3-2d27-41d6-960d-d3d2866b605d,https://www.last.fm/music/Big+Joanie,BIG JOANIE
Big Sky,,TOAD HALL,FRIDAY,01:30 - 02:30,e87cebe7-45b3-473a-bc97-5b8790e21d05,https://www.last.fm/music/Big+Sky,BIG SKY
Big Thief,https://bigthief.net/,THE PARK STAGE,SATURDAY,18:15 - 19:15,,https://www.last.fm/music/Big+Thief,BIG THIEF
Billie Eilish,https://www.billieeilish.com/,PYRAMID STAGE,FRIDAY,22:15 - 23:45,,https://www.last.fm/music/Billie+Eilish,BILLIE EILISH
Billy Bragg,https://www.billybragg.co.uk,LEFT FIELD,FRIDAY,21:00 - 22:00,7cec4a03-0a83-4308-856a-afb8aa5db0fc,https://www.last.fm/music/Billy+Bragg,BILLY BRAGG
Billy Nomates,https://www.iambillynomates.com/,LEFT FIELD,SATURDAY,19:30 - 20:30,,https://www.last.fm/music/Billy+Nomates,BILLY NOMATES
Black Dyke Band,https://www.blackdykeband.co.uk/,PYRAMID STAGE,SUNDAY,11:30 - 12:15,307bf9ce-018c-457d-aa33-f1c11b67858b,https://www.last.fm/music/Black+Dyke+Band,BLACK DYKE BAND
Black Kat Boppers,https://blackkatboppers.com/,THE ROCKET LOUNGE,FRIDAY,01:00 - 02:00,,https://www.last.fm/music/Black+Kat+Boppers,BLACK KAT BOPPERS
BLACK MIDI,https://bmblackmidi.com/,WEST HOLTS STAGE,SATURDAY,14:30 - 15:30,,https://www.last.fm/music/BLACK+MIDI,BLACK MIDI
Blawan,https://ra.co/dj/blawan,THE TEMPLE,FRIDAY,00:15 - 01:30,c27d4389-390e-497c-9a41-dd446ace742c,https://www.last.fm/music/Blawan,BLAWAN
Blossoms,https://www.blossomsband.co.uk/,OTHER STAGE,FRIDAY,14:15 - 15:15,bdc343bd-1c45-4a5d-b956-c4429f3dbba5,https://www.last.fm/music/Blossoms,BLOSSOMS
Blue Violet,http://blueviolet.uk,STRUMMERVILLE,THURSDAY,16:00 - 16:40,2c42c2c8-ecf4-442f-9440-4a9ac758f28f,https://www.last.fm/music/Blue+Violet,BLUE VIOLET
Boa Kusasa,https://www.instagram.com/boa_kusasa/,BABYLON UPRISING,THURSDAY,22:00 - 23:00,,https://www.last.fm/music/Boa+Kusasa,BOA KUSASA
Bob Doyle,,STRUMMERVILLE,FRIDAY,18:00 - 18:40,,https://www.last.fm/music/Bob+Doyle,BOB DOYLE
Bob Vylan,https://bobvylan.bandcamp.com/album/bob-vylan-presents-the-price-of-life,TRUTH STAGE,SATURDAY,02:50 - 03:35,,https://www.last.fm/music/Bob+Vylan,BOB VYLAN
Body Water,https://www.instagram.com/wearebodywater/,BREAD AND ROSES,THURSDAY,13:45 - 14:45,,https://www.last.fm/music/Body+Water,BODY WATER
Bonobo,https://bonobomusic.com/,WEST HOLTS STAGE,FRIDAY,20:30 - 21:30,9a709693-b4f8-4da9-8cc1-038c911a61be,https://www.last.fm/music/Bonobo,BONOBO
Boom Boom Racoon,,SMALL WORLD STAGE,SATURDAY,22:30 - 23:30,,https://www.last.fm/music/Boom+Boom+Racoon,BOOM BOOM RACOON
Bored at My Grandma's House,,BBC MUSIC INTRODUCING,FRIDAY,17:05 - 17:30,,https://www.last.fm/music/Bored+at+My+Grandma%27s+House,BORED AT MY GRANDMA'S HOUSE
Born On Road,https://bornonroad.com/,THE TEMPLE,THURSDAY,21:00 - 23:00,,https://www.last.fm/music/Born+On+Road,BORN ON ROAD
Bou Ft Haribo,https://boudnb.com/,THE TEMPLE,SATURDAY,04:00 - 05:00,,https://www.last.fm/music/Bou+Ft+Haribo,BOU FT HARIBO
Brackles,https://ra.co/dj/brackles,BABYLON UPRISING,FRIDAY,18:00 - 19:00,d760bed3-193e-4df5-86ae-0e1543905f53,https://www.last.fm/music/Brackles,BRACKLES
Brass Against,https://brassagainst.com/,TRUTH STAGE,SATURDAY,01:20 - 02:20,,https://www.last.fm/music/Brass+Against,BRASS AGAINST
Brass Funkeys,https://www.brassfunkeys.com/,THE RABBIT HOLE,SATURDAY,01:00 - 02:00,,https://www.last.fm/music/Brass+Funkeys,BRASS FUNKEYS
Bread,https://breadandrosespub.co.uk/,BREAD AND ROSES,SUNDAY,23:30 - 01:15,e3bcf587-a354-4723-a2d3-1c679d6571ea,https://www.last.fm/music/Bread,BREAD
Daisy Chute,https://www.daisychute.com,BREAD AND ROSES,FRIDAY,17:30 - 18:30,4d378bb4-ccf5-42d5-acc0-d1a1b1ce810a,https://www.last.fm/music/Daisy+Chute,DAISY CHUTE
Brian Kennedy,https://www.briankennedy.co.uk,ACOUSTIC STAGE,FRIDAY,17:25 - 18:10,50b95bb6-dcdc-4424-ba3b-e48692d954bf,https://www.last.fm/music/Brian+Kennedy,BRIAN KENNEDY
Brian Madigan,https://www.thinkofasong.com/think-of-a-trilogy/brian-madigan/,THE BANDSTAND,SATURDAY,11:45 - 12:15,,https://www.last.fm/music/Brian+Madigan,BRIAN MADIGAN
Brian Summers,https://instagram.com/feelingsldn/,TOLPUDDLE,THURSDAY,18:00 - 20:00,,https://www.last.fm/music/Brian+Summers,BRIAN SUMMERS
Bite Club,,MAVERICKS,FRIDAY,02:29 - 02:39,,https://www.last.fm/music/Bite+Club,BITE CLUB
Brooke Combe,https://instagram.com/brookecombe,LEFT FIELD,FRIDAY,17:00 - 17:45,,https://www.last.fm/music/Brooke+Combe,BROOKE COMBE
Brother Nebula,,THE MEAT RACK,FRIDAY,03:00 - 04:30,,https://www.last.fm/music/Brother+Nebula,BROTHER NEBULA
Bunny,,OUTSIDE CIRCUS STAGE,FRIDAY,13:30 - 14:00,e22583e7-4f91-4a54-ab3d-046ece18903b,https://www.last.fm/music/Bunny,BUNNY
Burna Boy,https://www.onaspaceship.com/lovedamini,OTHER STAGE,SATURDAY,20:30 - 21:30,,https://www.last.fm/music/Burna+Boy,BURNA BOY
Burning Glass,,MANDALA STAGE,SATURDAY,16:00 - 17:00,,https://www.last.fm/music/Burning+Glass,BURNING GLASS
Burnz,,THE LIZARD STAGE,THURSDAY,21:00 - 22:00,,https://www.last.fm/music/Burnz,BURNZ
Bustawidemove,https://www.facebook.com/bustawidemove,BIMBLE INN,FRIDAY,02:30 - 04:00,,https://www.last.fm/music/Bustawidemove,BUSTAWIDEMOVE
Toby,,WOW,FRIDAY,12:00 - 18:00,117529fe-04f7-42ca-b81f-a2f409cebcc4,https://www.last.fm/music/Toby,TOBY
The Ghost,,WOW,FRIDAY,12:00 - 18:00,e8ddf6fa-544e-43a1-8a98-df4e71bd03da,https://www.last.fm/music/The+Ghost,THE GHOST
Sugar Free,,WOW,FRIDAY,12:00 - 18:00,088a3247-4fa8-4212-b894-9963732d82f1,https://www.last.fm/music/Sugar+Free,SUGAR FREE
Hamish,,WOW,FRIDAY,12:00 - 18:00,cd020c0f-b578-4907-8c54-c14eb800a14f,https://www.last.fm/music/Hamish,HAMISH
BXKS,,BBC MUSIC INTRODUCING,SATURDAY,15:40 - 16:05,,https://www.last.fm/music/BXKS,BXKS
C.C. Adcock,,STRUMMERVILLE,SUNDAY,16:00 - 16:40,22474393-579b-414c-aa24-d74598f193f7,https://www.last.fm/music/C.C.+Adcock,C.C. ADCOCK
Cable Street Collective,,SMALL WORLD STAGE,SATURDAY,01:45 - 03:00,,https://www.last.fm/music/Cable+Street+Collective,CABLE STREET COLLECTIVE
Cal Jader,https://soundcloud.com/cal-jader,TRUTH STAGE,THURSDAY,01:50 - 02:10,,https://www.last.fm/music/Cal+Jader,CAL JADER
Call Super,,WOW,FRIDAY,22:00 - 00:00,c5d98aa8-5f6b-4910-b4a0-dfcca6694e52,https://www.last.fm/music/Call+Super,CALL SUPER
Parris,,WOW,FRIDAY,22:00 - 00:00,,https://www.last.fm/music/Parris,PARRIS
Calvin Harris,http://calvinharris.com/,ARCADIA,SATURDAY,01:00 - 02:00,8dd98bdc-80ec-4e93-8509-2f46bafc09a7,https://www.last.fm/music/Calvin+Harris,CALVIN HARRIS
CamelPhat,,ARCADIA,SATURDAY,02:00 - 03:00,61314ff2-7b52-4296-a0b8-af61dc08bdd1,https://www.last.fm/music/CamelPhat,CAMELPHAT
Patrick Topping,,ARCADIA,SATURDAY,02:00 - 03:00,19b9237d-1b80-4135-825e-241fa547b0e1,https://www.last.fm/music/Patrick+Topping,PATRICK TOPPING
Cantaloop,https://www.reeferboy.com/cantaloop/about.htm,THE BANDSTAND,SUNDAY,23:30 - 00:30,7ee948bf-9b1e-45bc-aaa6-8be1bbc51c48,https://www.last.fm/music/Cantaloop,CANTALOOP
Caoilfhionn Rose,,SMALL WORLD STAGE,SUNDAY,14:30 - 15:30,,https://www.last.fm/music/Caoilfhionn+Rose,CAOILFHIONN ROSE
Capitol 1212,https://capitol1212.bandcamp.com/,THE TEMPLE,SATURDAY,22:00 - 23:00,,https://www.last.fm/music/Capitol+1212,CAPITOL 1212
Caravan Of Lost Souls,http://www.area51.co,A LITTLE MORE SENSATION,THURSDAY,21:30 - 23:30,,https://www.last.fm/music/Caravan+Of+Lost+Souls,CARAVAN OF LOST SOULS
Cardinal Sound,https://ra.co/dj/cardinalsound,BABYLON UPRISING,FRIDAY,16:00 - 17:00,,https://www.last.fm/music/Cardinal+Sound,CARDINAL SOUND
Caribou,https://www.caribou.fm/,WEST HOLTS STAGE,SATURDAY,20:30 - 21:30,735e3514-a8ae-401f-af3b-6300df1b8d2c,https://www.last.fm/music/Caribou,CARIBOU
Incognito,https://carlandericsmobiledisco.com/,GLADE,SATURDAY,14:00 - 18:00,68fb131b-858d-4b7f-93b8-5b1924908421,https://www.last.fm/music/Incognito,INCOGNITO
Carl Cox,https://carlandericsmobiledisco.com/,GLADE,SATURDAY,14:00 - 18:00,8f614665-3418-4ca8-aa6a-737b4636b995,https://www.last.fm/music/Carl+Cox,CARL COX
Chase and Status,https://carlcox.com/      https://chaseandstatus.co.uk/,ARCADIA,FRIDAY,01:00 - 03:00,82e454e2-38ee-4e69-89a6-cc65167753d1,https://www.last.fm/music/Chase+and+Status,CHASE AND STATUS
Status,https://carlcox.com/      https://chaseandstatus.co.uk/,ARCADIA,FRIDAY,01:00 - 03:00,3a355175-5fcf-4f94-9a85-0a172e350573,https://www.last.fm/music/Status,STATUS
Chase,https://carlcox.com/      https://chaseandstatus.co.uk/,ARCADIA,FRIDAY,01:00 - 03:00,fb9b4a46-ffbb-4688-b178-f6f7f07676c3,https://www.last.fm/music/Chase,CHASE
Caroline Polachek,https://www.carolinepolachek.com/,THE PARK STAGE,SUNDAY,16:30 - 17:30,,https://www.last.fm/music/Caroline+Polachek,CAROLINE POLACHEK
Caroline,https://www.caroline.band/,WILLIAM'S GREEN,SUNDAY,16:30 - 17:10,cbedc000-8cb0-44c2-ab3e-c5bf3ed34b80,https://www.last.fm/music/Caroline,CAROLINE
Cash Cows,,SMALL WORLD STAGE,SATURDAY,14:45 - 15:45,,https://www.last.fm/music/Cash+Cows,CASH COWS
Cassetteboy vs DJ Rubbish,,GLADE,SUNDAY,14:00 - 14:50,,https://www.last.fm/music/Cassetteboy+vs+DJ+Rubbish,CASSETTEBOY VS DJ RUBBISH
Cate le Bon,http://www.catelebon.com/,THE PARK STAGE,SUNDAY,15:15 - 16:00,f2393e49-b791-46da-a6d7-1e9e60743405,https://www.last.fm/music/Cate+le+Bon,CATE LE BON
Celeste Lovick,,SMALL WORLD STAGE,SUNDAY,12:00 - 13:00,,https://www.last.fm/music/Celeste+Lovick,CELESTE LOVICK
Celeste,https://www.celesteofficial.com/,WEST HOLTS STAGE,SATURDAY,17:30 - 18:30,de3b08c5-e942-481d-828f-673ac76e63c3,https://www.last.fm/music/Celeste,CELESTE
cerian,,TOAD HALL,THURSDAY,20:20 - 20:50,,https://www.last.fm/music/cerian,CERIAN
ChainSka Brassika,,SMALL WORLD STAGE,FRIDAY,00:00 - 01:15,,https://www.last.fm/music/ChainSka+Brassika,CHAINSKA BRASSIKA
Chaos in the CBD,,WOW,SUNDAY,16:00 - 18:00,ae534b5f-95e5-40d9-9ce0-75e4b777cad1,https://www.last.fm/music/Chaos+in+the+CBD,CHAOS IN THE CBD
Charli XCX,https://charlixcx.co.uk/,JOHN PEEL STAGE,SUNDAY,21:30 - 22:45,260b6184-8828-48eb-945c-bc4cb6fc34ca,https://www.last.fm/music/Charli+XCX,CHARLI XCX
Charlie Bicknell,http://www.charliebicknell.com,MAVERICKS,FRIDAY,00:26 - 00:31,,https://www.last.fm/music/Charlie+Bicknell,CHARLIE BICKNELL
Big Spender,http://www.charliebicknell.com,MAVERICKS,FRIDAY,00:26 - 00:31,,https://www.last.fm/music/Big+Spender,BIG SPENDER
Hero,http://www.charliebicknell.com,MAVERICKS,FRIDAY,00:33 - 00:39,bc0e9f24-ba68-4747-9830-c99a4cf23a7c,https://www.last.fm/music/Hero,HERO
Charlie Tee,,BLIND TIGER,FRIDAY,04:00 - 05:00,,https://www.last.fm/music/Charlie+Tee,CHARLIE TEE
Charlotte Campbell,,TOAD HALL,SUNDAY,19:30 - 20:15,061926d3-1d6a-4919-8b29-7bcff327d928,https://www.last.fm/music/Charlotte+Campbell,CHARLOTTE CAMPBELL
CHERRY B,,HMS SWEET CHARITY,THURSDAY,01:00 - 03:00,,https://www.last.fm/music/CHERRY+B,CHERRY B
CHEWY SHE,,THE LIZARD STAGE,FRIDAY,20:00 - 21:00,,https://www.last.fm/music/CHEWY+SHE,CHEWY SHE
Chezney,,BLIND TIGER,SATURDAY,16:30 - 17:30,,https://www.last.fm/music/Chezney,CHEZNEY
Maxine,,BLIND TIGER,SATURDAY,16:30 - 17:30,e75ef536-8f07-44da-a191-f1dafb505ce0,https://www.last.fm/music/Maxine,MAXINE
China Bowls,,SMALL WORLD STAGE,SUNDAY,16:00 - 17:00,,https://www.last.fm/music/China+Bowls,CHINA BOWLS
CHLOE CAILLET,,THE TEMPLE,SUNDAY,22:00 - 23:15,,https://www.last.fm/music/CHLOE+CAILLET,CHLOE CAILLET
Chloe Foy,https://chloefoy.com/,ACOUSTIC STAGE,SUNDAY,13:40 - 14:20,,https://www.last.fm/music/Chloe+Foy,CHLOE FOY
Chris Cruse,https://ra.co/dj/chriscruse,NYC DOWNLOW,SATURDAY,22:00 - 23:20,,https://www.last.fm/music/Chris+Cruse,CHRIS CRUSE
Chris Difford,https://chrisdifford.com,ACOUSTIC STAGE,SATURDAY,16:30 - 17:15,2873a95b-75c7-4bb8-9add-beb41d41e57c,https://www.last.fm/music/Chris+Difford,CHRIS DIFFORD
Christian AB,https://soundcloud.com/christian_ab,FLYING BUS,SUNDAY,02:00 - 04:00,,https://www.last.fm/music/Christian+AB,CHRISTIAN AB
Quest,https://soundcloud.com/christian_ab,FLYING BUS,SUNDAY,02:00 - 04:00,d16ead44-2274-4b3a-a8eb-3d68a0432ecc,https://www.last.fm/music/Quest,QUEST
Cimafunk,https://cimafunk.com/,GLASTO LATINO,FRIDAY,00:00 - 01:30,,https://www.last.fm/music/Cimafunk,CIMAFUNK
Clairo,https://clairo.com/,JOHN PEEL STAGE,SUNDAY,15:30 - 16:30,,https://www.last.fm/music/Clairo,CLAIRO
club glow,https://www.instagram.com/clubglow_/,BABYLON UPRISING,FRIDAY,21:00 - 23:00,,https://www.last.fm/music/club+glow,CLUB GLOW
Mani Festo,https://www.instagram.com/clubglow_/,BABYLON UPRISING,FRIDAY,21:00 - 23:00,,https://www.last.fm/music/Mani+Festo,MANI FESTO
LMajor & Mani Festo,https://www.instagram.com/clubglow_/,BABYLON UPRISING,FRIDAY,21:00 - 23:00,,https://www.last.fm/music/LMajor+&+Mani+Festo,LMAJOR & MANI FESTO
Borai,https://www.instagram.com/clubglow_/,BABYLON UPRISING,FRIDAY,21:00 - 23:00,,https://www.last.fm/music/Borai,BORAI
LMajor,https://www.instagram.com/clubglow_/,BABYLON UPRISING,FRIDAY,21:00 - 23:00,,https://www.last.fm/music/LMajor,LMAJOR
