title,url,stage,day,time,mbid,lfm_url,orig_name
Amazing Grace,https://www.imdb.com/title/tt4935462/,WILLIAM'S GREEN,THURSDAY,13:30 - 15:15,8425ecb5-36fb-4dba-9c60-22c02a53b82d,https://www.last.fm/music/Amazing+Grace,AMAZING GRACE
Amelia,https://www.lascossasnostra.com/breaking-broken-dreams---eng,OUTSIDE CIRCUS STAGE,FRIDAY,17:40 - 18:10,f8416bd6-254a-4954-a502-600bd3423a6c,https://www.last.fm/music/Amelia,AMELIA
Amir,,BBC MUSIC INTRODUCING,SUNDAY,12:00 - 12:25,ccebd7a8-be98-4477-bf3b-56dddbae1956,https://www.last.fm/music/Amir,AMIR
Amp Fiddler,https://ampfiddler.bandcamp.com/,GREENPEACE STAGE,THURSDAY,21:30 - 22:30,852cc178-8678-4e98-a34b-6a319dc00c8c,https://www.last.fm/music/Amp+Fiddler,AMP FIDDLER
Amy Montgomery,https://www.amymontgomery.me,ACOUSTIC STAGE,SUNDAY,12:45 - 13:20,,https://www.last.fm/music/Amy+Montgomery,AMY MONTGOMERY
Amyl and the Sniffers,https://www.amylandthesniffers.com,WILLIAM'S GREEN,FRIDAY,15:00 - 15:40,,https://www.last.fm/music/Amyl+and+the+Sniffers,AMYL AND THE SNIFFERS
Andrew Maxwell Morris,http://www.andrewmaxwellmorris.com/,SMALL WORLD,Sunday,14:45 - 15:45,,https://www.last.fm/music/Andrew+Maxwell+Morris,ANDREW MAXWELL MORRIS
Andy Barker,https://twitter.com/state808,FLYING BUS,SUNDAY,02:00 - 03:00,,https://www.last.fm/music/Andy+Barker,ANDY BARKER
Friends,,THE BANDSTAND,SATURDAY,11:45 - 12:25,e09438a5-fb5c-4a6e-ab7a-a0856322e53f,https://www.last.fm/music/Friends,FRIENDS
Andy C,https://andyc.cc/,ARCADIA'S PANGEA,SUNDAY,01:00 - 02:00,ec853694-30a1-4c7e-84e6-4ca87ee3c314,https://www.last.fm/music/Andy+C,ANDY C
Tonn Piper,https://andyc.cc/,ARCADIA'S PANGEA,SUNDAY,01:00 - 02:00,,https://www.last.fm/music/Tonn+Piper,TONN PIPER
Andy Carroll,,GREENPEACE STAGE,SUNDAY,01:00 - 03:00,,https://www.last.fm/music/Andy+Carroll,ANDY CARROLL
Animal Crossing Djs,https://www.facebook.com/animalcrossing,FLYING BUS,SATURDAY,23:00 - 00:00,,https://www.last.fm/music/Animal+Crossing+Djs,ANIMAL CROSSING DJS
Anne-Marie,https://www.iamannemarie.com/,PYRAMID STAGE,SATURDAY,14:40 - 15:30,,https://www.last.fm/music/Anne-Marie,ANNE-MARIE
Annie Mac,https://twitter.com/anniemac,ARCADIA'S PANGEA,SATURDAY,02:00 - 03:00,573f2d10-82c2-43f0-8726-d560c82eb430,https://www.last.fm/music/Annie+Mac,ANNIE MAC
Anthony Parasole,https://www.facebook.com/anthonyparasole/,GENOSYS,SATURDAY,00:00 - 02:00,76dae9ad-e4b0-4765-a025-c8d0ffe3120e,https://www.last.fm/music/Anthony+Parasole,ANTHONY PARASOLE
Antimatador,,THE BANDSTAND,SUNDAY,23:20 - 00:30,,https://www.last.fm/music/Antimatador,ANTIMATADOR
Anton Spice,https://www.glastonburyfestivals.co.uk/areas/the-park/hms-sweet-charity/,HMS SWEET CHARITY,SATURDAY,23:30 - 01:00,,https://www.last.fm/music/Anton+Spice,ANTON SPICE
Aphrodite,,SAMULA,SUNDAY,00:00 - 01:00,f5a776be-e22a-4ed2-926f-c9eff2547075,https://www.last.fm/music/Aphrodite,APHRODITE
apre,https://twitter.com/apreband?lang=en,BBC MUSIC INTRODUCING,FRIDAY,15:00 - 15:25,,https://www.last.fm/music/apre,APRE
Aqua Rhythm,https://www.aquarhythm.co/,GLEBELAND,WEDNESDAY,08:00 - 08:00,,https://www.last.fm/music/Aqua+Rhythm,AQUA RHYTHM
Dr Syntax,,THE TEMPLE,THURSDAY,23:00 - 00:30,,https://www.last.fm/music/Dr+Syntax,DR SYNTAX
jubba,,THE TEMPLE,THURSDAY,23:00 - 00:30,,https://www.last.fm/music/jubba,JUBBA
Sharkman,,THE TEMPLE,THURSDAY,23:00 - 00:30,,https://www.last.fm/music/Sharkman,SHARKMAN
Archie Hamilton,,THE GAS TOWER,SATURDAY,00:00 - 01:00,,https://www.last.fm/music/Archie+Hamilton,ARCHIE HAMILTON
Aries,,SAMULA,SATURDAY,00:00 - 01:00,8570780a-c1f5-442b-8d88-d3907aaa2536,https://www.last.fm/music/Aries,ARIES
Navigator,,SAMULA,SATURDAY,00:00 - 01:00,d666de15-2e36-4ba3-94e4-b042198e973a,https://www.last.fm/music/Navigator,NAVIGATOR
Mushy,https://www.facebook.com/mushy-123461554508029/,FLYING BUS,SUNDAY,00:30 - 02:00,ec38551d-97a2-4d84-87fe-0aaf7019c9e7,https://www.last.fm/music/Mushy,MUSHY
Arlo,https://www.facebook.com/mushy-123461554508029/,FLYING BUS,SUNDAY,00:30 - 02:00,b3911325-ae55-4131-943f-cbd9027e0040,https://www.last.fm/music/Arlo,ARLO
Jack Berry,https://www.facebook.com/mushy-123461554508029/,FLYING BUS,SUNDAY,00:30 - 02:00,530c9aa8-a8ff-41e6-a386-43449085f0eb,https://www.last.fm/music/Jack+Berry,JACK BERRY
Arlo Parks,https://www.monsterflorence.com/,BBC MUSIC INTRODUCING,SATURDAY,17:10 - 17:35,,https://www.last.fm/music/Arlo+Parks,ARLO PARKS
Pony Montana,,THE GAS TOWER,SUNDAY,00:00 - 01:00,,https://www.last.fm/music/Pony+Montana,PONY MONTANA
Artwork,,SONIC,SATURDAY,18:30 - 20:00,ae101944-f854-4e59-b5e8-04bf4e351b8e,https://www.last.fm/music/Artwork,ARTWORK
Tom Spirals,https://www.facebook.com/asbodisco/,BLIND TIGER,SUNDAY,01:00 - 03:00,,https://www.last.fm/music/Tom+Spirals,TOM SPIRALS
ASBO DISCO,https://www.facebook.com/asbodisco/,BLIND TIGER,SUNDAY,01:00 - 03:00,,https://www.last.fm/music/ASBO+DISCO,ASBO DISCO
Sunday funday,https://www.facebook.com/asbodisco/,BLIND TIGER,SUNDAY,01:00 - 03:00,,https://www.last.fm/music/Sunday+funday,SUNDAY FUNDAY
Aszyk,,THE GAS TOWER,SATURDAY,22:00 - 23:00,,https://www.last.fm/music/Aszyk,ASZYK
Matt Hills,,TOLPUDDLE,FRIDAY,21:00 - 23:00,,https://www.last.fm/music/Matt+Hills,MATT HILLS
Atki 2,,BABYLON UPRISING,THURSDAY,15:00 - 17:00,,https://www.last.fm/music/Atki+2,ATKI 2
Auntie Flo,http://auntieflo.net/,PUSSY PARLURE,SUNDAY,19:00 - 20:00,390c3ad2-d9d0-4f2c-92f4-aa6c84d17b4c,https://www.last.fm/music/Auntie+Flo,AUNTIE FLO
Aurora,https://www.aurora-music.com/,JOHN PEEL STAGE,FRIDAY,19:30 - 20:30,,https://www.last.fm/music/Aurora,AURORA
Avalon Emerson,http://avalonemerson.com/,THE BEAT HOTEL,THURSDAY,00:00 - 01:30,f91ec397-c4be-4672-8faa-2d2983682b1c,https://www.last.fm/music/Avalon+Emerson,AVALON EMERSON
Avi Buffalo,http://www.avibuffalomusic.com,WILLIAM'S GREEN,SUNDAY,14:00 - 14:40,816e913e-78af-44d2-9c37-daff3d66a4cf,https://www.last.fm/music/Avi+Buffalo,AVI BUFFALO
Babylon Dead,https://en-gb.facebook.com/babylondead2000/,THE SALON CAROUSEL,SATURDAY,22:00 - 22:45,,https://www.last.fm/music/Babylon+Dead,BABYLON DEAD
BABYMETAL,http://www.babymetal.com/en/,OTHER STAGE,SUNDAY,14:35 - 15:15,27e2997f-f7a1-4353-bcc4-57b9274fa9a4,https://www.last.fm/music/BABYMETAL,BABYMETAL
Back Before Breakfast,,THE SPIKE,SATURDAY,13:00 - 14:00,,https://www.last.fm/music/Back+Before+Breakfast,BACK BEFORE BREAKFAST
Bad Child,http://www.badchildsound.com/,PUSSY PARLURE,SATURDAY,23:15 - 00:15,,https://www.last.fm/music/Bad+Child,BAD CHILD
Badcore Horns,http://badcorehorns.co.uk/,TRUTH STAGE,THURSDAY,02:20 - 03:00,,https://www.last.fm/music/Badcore+Horns,BADCORE HORNS
Badsista,https://www.instagram.com/djrosapistola,THE RUM SHACK,SATURDAY,02:00 - 03:00,,https://www.last.fm/music/Badsista,BADSISTA
BAMILY,https://open.spotify.com/artist/6omh7pgcbigfpdkkuhmjay?si=in8lj6matwkel0iazhy71w,VILLAGE INN,THURSDAY,23:00 - 01:00,,https://www.last.fm/music/BAMILY,BAMILY
Banana Hill,,BABYLON UPRISING,SATURDAY,16:30 - 17:30,,https://www.last.fm/music/Banana+Hill,BANANA HILL
Bananarama,http://www.bananarama.co.uk/,AVALON STAGE,SUNDAY,19:50 - 20:50,84d06499-0643-46b8-9e1f-45f743a53f5e,https://www.last.fm/music/Bananarama,BANANARAMA
Banco De Gaia,,AVALON CAFÉ STAGE,THURSDAY,01:00 - 02:00,70cc316b-37a3-4174-bdc0-f546b3b3d03c,https://www.last.fm/music/Banco+De+Gaia,BANCO DE GAIA
Barbarella's Bang Bang,https://twitter.com/barbarellasbb,FLYING BUS,SUNDAY,22:15 - 23:00,,https://www.last.fm/music/Barbarella%27s+Bang+Bang,BARBARELLA'S BANG BANG
Bare Jams,,SMALL WORLD,Friday,02:30 - 03:30,,https://www.last.fm/music/Bare+Jams,BARE JAMS
Barely Legal,,BABYLON UPRISING,SATURDAY,23:30 - 00:30,73697684-f56d-45be-8796-dd2cb52412cb,https://www.last.fm/music/Barely+Legal,BARELY LEGAL
Foreign Beggars,https://soundcloud.com/dj-barely-legal http://www.foreignbeggars.com,THE RUM SHACK,FRIDAY,03:00 - 04:00,34dd3adc-f118-4106-bfac-71820a804f4c,https://www.last.fm/music/Foreign+Beggars,FOREIGN BEGGARS
Barney Artist,http://barneyartistmusic.com,THE RUM SHACK,THURSDAY,22:30 - 23:30,c3765eb4-2510-4e6e-ba7e-31d7c35096b7,https://www.last.fm/music/Barney+Artist,BARNEY ARTIST
Bastille,https://www.bastillebastille.com/,PYRAMID STAGE,FRIDAY,16:15 - 17:15,fefe1208-5d8c-48a7-9b6c-2f5ffb62b063,https://www.last.fm/music/Bastille,BASTILLE
Batu,https://www.facebook.com/batumusic,IICON,THURSDAY,21:30 - 23:30,e81f7d8e-7302-4cea-9c76-0f462272dda6,https://www.last.fm/music/Batu,BATU
BBZ,https://bbzblkbk.com/,TRUTH STAGE,SATURDAY,02:20 - 02:50,,https://www.last.fm/music/BBZ,BBZ
BC Camplight,https://bellaunion.com/artists/bc-camplight/,WILLIAM'S GREEN,SUNDAY,19:00 - 19:40,,https://www.last.fm/music/BC+Camplight,BC CAMPLIGHT
BCUC,https://bcuc.bandcamp.com/,WEST HOLTS STAGE,FRIDAY,16:00 - 17:00,,https://www.last.fm/music/BCUC,BCUC
Beans On Toast,https://beansontoastmusic.com,GREENPEACE STAGE,THURSDAY,14:45 - 15:45,d60583e5-3bb9-4b00-acd6-26e7a6066f3a,https://www.last.fm/music/Beans+On+Toast,BEANS ON TOAST
Beaubowbelles,http://thebeaubowbelles.com/,CROISSANT NEUF BANDSTAND,WEDNESDAY,19:00 - 20:00,,https://www.last.fm/music/Beaubowbelles,BEAUBOWBELLES
Beautiful Thing,http://beautifulthingmusic.com,GREENPEACE STAGE,WEDNESDAY,01:00 - 01:30,,https://www.last.fm/music/Beautiful+Thing,BEAUTIFUL THING
Beg Friend,,TOAD HALL,WEDNESDAY,16:35 - 17:00,,https://www.last.fm/music/Beg+Friend,BEG FRIEND
The Magpies,,AVALON CAFÉ STAGE,FRIDAY,17:50 - 18:35,,https://www.last.fm/music/The+Magpies,THE MAGPIES
Bella,,AVALON CAFÉ STAGE,FRIDAY,17:50 - 18:35,cc162781-5d08-413f-870a-f19f1529e32a,https://www.last.fm/music/Bella,BELLA
Polly,,AVALON CAFÉ STAGE,FRIDAY,17:50 - 18:35,8cb60218-6361-4183-81c3-1a2a70a8c795,https://www.last.fm/music/Polly,POLLY
Bellatrix,https://www.bellatrixmusic.co.uk,THE RUM SHACK,SUNDAY,22:00 - 23:00,7fe9c065-9007-430a-8554-8aba8d257c4c,https://www.last.fm/music/Bellatrix,BELLATRIX
Ben Denny Mo,,SMALL WORLD,Wednesday,15:45 - 16:45,,https://www.last.fm/music/Ben+Denny+Mo,BEN DENNY MO
Ben Osborne,https://twitter.com/heavenlyjukebox?lang=en-gb,STONEBRIDGE,THURSDAY,14:00 - 15:00,,https://www.last.fm/music/Ben+Osborne,BEN OSBORNE
Heavenly Jukebox,https://twitter.com/heavenlyjukebox?lang=en-gb,STONEBRIDGE,THURSDAY,14:00 - 15:00,,https://www.last.fm/music/Heavenly+Jukebox,HEAVENLY JUKEBOX
Ben Rau,https://www.facebook.com/benraumusic,GENOSYS,FRIDAY,21:00 - 22:30,,https://www.last.fm/music/Ben+Rau,BEN RAU
Benjamin Francis Leftwich,http://www.benjaminfrancisleftwich.com/,CROISSANT NEUF,FRIDAY,18:00 - 19:00,b9e82c61-c1ec-4b42-9233-ca3567d2f2da,https://www.last.fm/music/Benjamin+Francis+Leftwich,BENJAMIN FRANCIS LEFTWICH
Benji B,https://twitter.com/therealbenjib,STONEBRIDGE,FRIDAY,13:00 - 14:30,628ad709-95c6-4edf-8cca-7e9c261ed675,https://www.last.fm/music/Benji+B,BENJI B
Beth Porter,,THE BANDSTAND,THURSDAY,16:20 - 17:00,,https://www.last.fm/music/Beth+Porter,BETH PORTER
Marshes,,THE BANDSTAND,THURSDAY,16:20 - 17:00,,https://www.last.fm/music/Marshes,MARSHES
Bethbethbeth,,NO AVERAGE GROOVE,SATURDAY,17:00 - 19:00,,https://www.last.fm/music/Bethbethbeth,BETHBETHBETH
Bethlehem Casuals,,AVALON CAFÉ STAGE,SUNDAY,20:20 - 21:20,,https://www.last.fm/music/Bethlehem+Casuals,BETHLEHEM CASUALS
Bicep,,THE GAS TOWER,SATURDAY,01:00 - 02:15,10e8f0df-90f9-4957-aedd-c4e0d187e3a8,https://www.last.fm/music/Bicep,BICEP
Big Ben Jorge,https://www.glastonburyfestivals.co.uk/areas/the-park/hms-sweet-charity/,HMS SWEET CHARITY,FRIDAY,02:00 - 03:00,,https://www.last.fm/music/Big+Ben+Jorge,BIG BEN JORGE
Mark XTC,http://www.bigfishlittlefishevents.co.uk,GREENPEACE STAGE,FRIDAY,11:00 - 12:30,be7b490d-6ea7-478a-9122-1e35e993c379,https://www.last.fm/music/Mark+XTC,MARK XTC
Biig Piig,,PUSSY PARLURE,SUNDAY,17:30 - 18:30,,https://www.last.fm/music/Biig+Piig,BIIG PIIG
Bill Ryder-Jones,https://billryderjones.co.uk,WILLIAM'S GREEN,FRIDAY,17:00 - 17:40,1d58d218-e1bb-469c-bfa6-91d85755c6de,https://www.last.fm/music/Bill+Ryder-Jones,BILL RYDER-JONES
Billie Eilish,https://site.billieeilish.com/,OTHER STAGE,SUNDAY,18:45 - 19:45,,https://www.last.fm/music/Billie+Eilish,BILLIE EILISH
Billy Bragg,https://www.billybragg.co.uk,LEFT FIELD,FRIDAY,21:00 - 22:00,7cec4a03-0a83-4308-856a-afb8aa5db0fc,https://www.last.fm/music/Billy+Bragg,BILLY BRAGG
Billy Lockett,https://www.billylockett.com/,BBC MUSIC INTRODUCING,FRIDAY,15:45 - 16:10,,https://www.last.fm/music/Billy+Lockett,BILLY LOCKETT
Binge Drinker,https://www.facebook.com/bingedrinkerband/,FLYING BUS,FRIDAY,21:15 - 22:00,,https://www.last.fm/music/Binge+Drinker,BINGE DRINKER
Bingo Bango Bongo,http://www.foolsparadise.co.uk/companies/jonesandbarnard/mattbarnard/,SENSATION SEEKERS STAGE,FRIDAY,14:35 - 15:05,,https://www.last.fm/music/Bingo+Bango+Bongo,BINGO BANGO BONGO
Bish,https://www.facebook.com/bish-1663694997261674/,BLIND TIGER,FRIDAY,03:00 - 04:00,,https://www.last.fm/music/Bish,BISH
Bitch,,GULLY BLUES,THURSDAY,18:00 - 21:00,fabd4157-eaf5-4965-9a71-782be4166950,https://www.last.fm/music/Bitch,BITCH
"Bitch, Please!",,GULLY BLUES,THURSDAY,18:00 - 21:00,,"https://www.last.fm/music/Bitch,+Please%21","BITCH, PLEASE!"
zenzero,,GULLY BLUES,THURSDAY,18:00 - 21:00,,https://www.last.fm/music/zenzero,ZENZERO
bitvert,,THE GAS TOWER,FRIDAY,23:00 - 00:00,,https://www.last.fm/music/bitvert,BITVERT
Bjorn Again,https://bjornagain.com/,PYRAMID STAGE,FRIDAY,11:45 - 12:45,3908a0ff-cc0c-4765-acf4-e33d52b16a6d,https://www.last.fm/music/Bjorn+Again,BJORN AGAIN
Black Futures,https://www.blackfutures.co.uk/,SCUM,SATURDAY,02:15 - 03:00,,https://www.last.fm/music/Black+Futures,BLACK FUTURES
Black Kat Boppers,https://blackkatboppers.com/,THE ROCKET LOUNGE,FRIDAY,02:00 - 03:00,,https://www.last.fm/music/Black+Kat+Boppers,BLACK KAT BOPPERS
BLACK MIDI,https://bmblackmidi.com,WILLIAM'S GREEN,FRIDAY,11:00 - 11:40,,https://www.last.fm/music/BLACK+MIDI,BLACK MIDI
Black Peaches,https://www.black-peaches.com/,THE PARK STAGE,SUNDAY,11:30 - 12:15,,https://www.last.fm/music/Black+Peaches,BLACK PEACHES
Blackberry Wood,https://www.blackberrywoodmusic.com/,THE ROCKET LOUNGE,SATURDAY,04:45 - 06:00,3302cc9a-afbd-4aee-9a45-ff5e1eb434b5,https://www.last.fm/music/Blackberry+Wood,BLACKBERRY WOOD
Blacksmith & Frenic,,BABYLON UPRISING,SUNDAY,17:00 - 18:00,,https://www.last.fm/music/Blacksmith+&+Frenic,BLACKSMITH & FRENIC
Blast DJ's,,NO AVERAGE GROOVE,SATURDAY,13:00 - 17:00,,https://www.last.fm/music/Blast+DJ%27s,BLAST DJ'S
Boa Kusasa,,BABYLON UPRISING,THURSDAY,22:00 - 23:00,,https://www.last.fm/music/Boa+Kusasa,BOA KUSASA
Boca 45,,STONEBRIDGE,THURSDAY,15:00 - 16:00,86f8c7e7-b99e-4405-a2aa-6f4830e1ffe3,https://www.last.fm/music/Boca+45,BOCA 45
Bonar Bradberry,https://soundcloud.com/bonar,RABBIT HOLE'S FUNKINGHAM PALACE,SUNDAY,22:00 - 23:00,82902f78-4f76-4086-951f-f399c9924be5,https://www.last.fm/music/Bonar+Bradberry,BONAR BRADBERRY
Boogie Cartel,https://www.facebook.com/theboogiecartel/,THE MEAT RACK,SUNDAY,22:00 - 23:30,,https://www.last.fm/music/Boogie+Cartel,BOOGIE CARTEL
eva lazarus,,CLASH,THURSDAY,20:00 - 03:00,,https://www.last.fm/music/eva+lazarus,EVA LAZARUS
Fat Stash,,CLASH,THURSDAY,20:00 - 03:00,,https://www.last.fm/music/Fat+Stash,FAT STASH
Gardna,,CLASH,THURSDAY,20:00 - 03:00,,https://www.last.fm/music/Gardna,GARDNA
Gentlemans Dub Club,,CLASH,THURSDAY,20:00 - 03:00,,https://www.last.fm/music/Gentlemans+Dub+Club,GENTLEMANS DUB CLUB
Hollie Cook,,CLASH,THURSDAY,20:00 - 03:00,806139a2-556b-45d8-bc5e-93e3d898e4ad,https://www.last.fm/music/Hollie+Cook,HOLLIE COOK
Jman,,CLASH,THURSDAY,20:00 - 03:00,,https://www.last.fm/music/Jman,JMAN
Kreed,,CLASH,THURSDAY,20:00 - 03:00,47308bb0-d2a5-4ea1-b89e-f4b97015def8,https://www.last.fm/music/Kreed,KREED
The Asbo Disco,,CLASH,THURSDAY,20:00 - 03:00,,https://www.last.fm/music/The+Asbo+Disco,THE ASBO DISCO
The Nextmen,,CLASH,THURSDAY,20:00 - 03:00,728c7868-2276-4763-80c9-0d30a246bdab,https://www.last.fm/music/The+Nextmen,THE NEXTMEN
Jinx In Dub,,CLASH,THURSDAY,20:00 - 03:00,aa47b1ff-0f64-4e04-9bc6-e8c13b953a92,https://www.last.fm/music/Jinx+In+Dub,JINX IN DUB
Aeries,,CLASH,FRIDAY,02:00 - 04:00,,https://www.last.fm/music/Aeries,AERIES
Kelvin 373,,CLASH,FRIDAY,02:00 - 04:00,,https://www.last.fm/music/Kelvin+373,KELVIN 373
Stivs,,CLASH,FRIDAY,02:00 - 04:00,24348d08-c802-4bbf-85ab-084223e1baed,https://www.last.fm/music/Stivs,STIVS
Selecta J-Man,,CLASH,FRIDAY,02:00 - 04:00,,https://www.last.fm/music/Selecta+J-Man,SELECTA J-MAN
Gold Dubs,,CLASH,FRIDAY,02:00 - 04:00,18afaa9d-7b29-4ce7-a424-91cb6f896163,https://www.last.fm/music/Gold+Dubs,GOLD DUBS
Inja,,CLASH,FRIDAY,02:00 - 04:00,c07a3143-9aae-4a82-9155-9eddc7c84191,https://www.last.fm/music/Inja,INJA
Bowjangles,https://www.bowjangles.org/home,CROISSANT NEUF,SATURDAY,13:30 - 14:30,,https://www.last.fm/music/Bowjangles,BOWJANGLES
