title,url,stage,day,time,mbid,lfm_url,orig_name
Ragz Originale,,LONELY HEARTS CLUB,SATURDAY,13:30 - 14:15,"Fusing rap, R&B, electronic, soul, and hip hop vibes, the producer turned performer has crafted an ever-evolving sound all his own.",,https://www.last.fm/music/Ragz+Originale,RAGZ ORIGINALE
Rainbow Girls,https://rainbowgirlsmusic.com,CROISSANT NEUF,SUNDAY,14:30 - 15:30,,dce47ac0-468f-4813-bc9b-f287632ed0e6,https://www.last.fm/music/Rainbow+Girls,RAINBOW GIRLS
Ralph McTell,https://www.facebook.com/officialralphmctell,ACOUSTIC STAGE,SATURDAY,20:00 - 21:00,"Legendary unassuming singer songwriter, a prolific touring and recording artist with a knack for illuminating the present with a shared, storied, past.",8bf5abde-89d0-4676-98ef-7e1a4eecd03d,https://www.last.fm/music/Ralph+McTell,RALPH MCTELL
Raw Silk,https://www.instagram.com/rawsilkdjs/?hl=en,SAN REMO,SUNDAY,12:00 - 13:30,,a8fc12ff-062f-41b2-b364-63d30f60f971,https://www.last.fm/music/Raw+Silk,RAW SILK
Raz & Afla,https://razandafla.weebly.com/,PEACE STAGE,THURSDAY,00:45 - 01:30,,,https://www.last.fm/music/Raz+&+Afla,RAZ & AFLA
Raz,https://razandafla.bandcamp.com,CROISSANT NEUF,SUNDAY,23:00 - 00:00,,f5a49563-21a6-4aee-aae7-3d84239901ad,https://www.last.fm/music/Raz,RAZ
Rebecca Vasmant,https://www.instagram.com/rebeccavasmant/,WEST HOLTS BAR,FRIDAY,00:45 - 01:10,,,https://www.last.fm/music/Rebecca+Vasmant,REBECCA VASMANT
Red Alert,,KINETIC,SUNDAY,01:00 - 02:30,,b2c81888-1c43-4253-bc98-1eb66d2a4976,https://www.last.fm/music/Red+Alert,RED ALERT
Red Carousel,https://sites.google.com/view/redcarouselquartet,THE BANDSTAND,FRIDAY,15:00 - 15:40,,,https://www.last.fm/music/Red+Carousel,RED CAROUSEL
Red Hot Chilli Pipers,https://www.facebook.com/redhotchillipipersofficial/,ACOUSTIC STAGE,FRIDAY,15:00 - 15:40,Raucous and rebel-rousing bagpipe interpretations of everything from Coldplay to Queen.,5d341431-7002-4dcf-9da8-1d25f5bd0ed7,https://www.last.fm/music/Red+Hot+Chilli+Pipers,RED HOT CHILLI PIPERS
Red Hot Riot,https://www.redhotriot.co.uk,10 ACES,SATURDAY,16:20 - 17:20,,,https://www.last.fm/music/Red+Hot+Riot,RED HOT RIOT
Reeko,https://www.instagram.com/reek0__/?hl=en,NOWHERE,SATURDAY,22:30 - 23:00,,8f0c4153-ae65-4821-ab54-96c9e0c31014,https://www.last.fm/music/Reeko,REEKO
Remi Wolf,http://www.remiwolf.com/,WOODSIES,FRIDAY,14:00 - 14:45,Good time super soulful singer songwriter with a great vocal range whether tackling moody ballads or uptempo cheeky pop tunes.,,https://www.last.fm/music/Remi+Wolf,REMI WOLF
Ren Harvieu,https://renharvieu.bandcamp.com/album/revel-in-the-drama,TOAD HALL,FRIDAY,16:00 - 16:40,,b4e23ed5-bdb5-4631-9114-9b4efd92a3b6,https://www.last.fm/music/Ren+Harvieu,REN HARVIEU
Replete,https://open.spotify.com/artist/4a18gyms0io1xi7m7hfzgs?si=9lhryzrdshk5j1fpbihrcg,MANDALA STAGE,SUNDAY,23:30 - 00:30,,,https://www.last.fm/music/Replete,REPLETE
retro cassetta,https://www.instagram.com/retro_cassetta/,PLATFORM 23,THURSDAY,00:00 - 01:00,,,https://www.last.fm/music/retro+cassetta,RETRO CASSETTA
Retromigration,https://ra.co/dj/retromigration,NYC DOWNLOW,SUNDAY,21:00 - 22:25,,,https://www.last.fm/music/Retromigration,RETROMIGRATION
Sammy Virji,,THE TEMPLE,FRIDAY,02:30 - 04:00,,,https://www.last.fm/music/Sammy+Virji,SAMMY VIRJI
Hamdi,https://www.instagram.com/hamdimusic/reel/cmpoa6gpzwn/,THE TEMPLE,FRIDAY,05:00 - 06:00,,,https://www.last.fm/music/Hamdi,HAMDI
Rio,"https://www.instagram.com/riotashan/
https://www.instagram.com/ranstar88/?hl=en",NOWHERE,SUNDAY,19:00 - 20:00,,bf25e739-5339-4199-9609-13f12e2e1984,https://www.last.fm/music/Rio,RIO
Rishi,https://www.instagram.com/rishi_o_o_/,PLATFORM 23,FRIDAY,21:00 - 23:30,,d05bf6c9-38d9-4f04-8bf0-ae0ad1184e55,https://www.last.fm/music/Rishi,RISHI
river roots,https://riverrootsband.com/,LUNCHED OUT LIZARDS,WEDNESDAY,20:00 - 21:00,,,https://www.last.fm/music/river+roots,RIVER ROOTS
Lesula,https://www.instagram.com/introspect____/,BABYLON UPRISING,FRIDAY,19:00 - 20:00,,,https://www.last.fm/music/Lesula,LESULA
Robin Ince,https://robinince.com/,FREE UNIVERSITY OF GLASTONBURY,SATURDAY,11:00 - 12:00,,,https://www.last.fm/music/Robin+Ince,ROBIN INCE
Rod Laver,,MAVERICKS,SATURDAY,01:50 - 01:58,,,https://www.last.fm/music/Rod+Laver,ROD LAVER
Rodney Branigan,https://rodneybranigan.com,TOAD HALL,SUNDAY,00:00 - 00:50,,4b842088-1f44-432a-8ef7-eaa0fbd1104f,https://www.last.fm/music/Rodney+Branigan,RODNEY BRANIGAN
Daddy Nature,https://rompasreggaeshack.com/,BLIND TIGER,THURSDAY,17:00 - 19:00,,,https://www.last.fm/music/Daddy+Nature,DADDY NATURE
Romy,,LEVELS,FRIDAY,16:30 - 18:00,"Musician, songwriter, DJ and part of the influential London group The xx, now a successful solo artist and DJ.",,https://www.last.fm/music/Romy,ROMY
Roni Size,https://ronisize.co.uk/,IICON,SUNDAY,23:15 - 02:00,"Roni Size, Bristol legend, transformed D’n’B, winning Mercury Prize for ‘New Forms’. Known for groundbreaking live performances.",2eeba1d4-f67d-45be-a22e-ab73e925aa43,https://www.last.fm/music/Roni+Size,RONI SIZE
Room Service,,SAN REMO,THURSDAY,10:00 - 12:00,,bcb4a46a-2740-4e89-8e32-53e2b789fc9b,https://www.last.fm/music/Room+Service,ROOM SERVICE
Room Two,https://www.instagram.com/roomtwodjs/,MEETING PLACE BAR,SUNDAY,20:00 - 22:00,,,https://www.last.fm/music/Room+Two,ROOM TWO
Ros Atkins,,STONEBRIDGE BAR,SATURDAY,15:30 - 17:00,,,https://www.last.fm/music/Ros+Atkins,ROS ATKINS
Rosa Pistola,https://www.instagram.com/djrosapistola/,PLATFORM 23,FRIDAY,03:00 - 04:00,,,https://www.last.fm/music/Rosa+Pistola,ROSA PISTOLA
Rosie Aldridge,,STRUMMERVILLE,THURSDAY,13:00 - 13:40,,,https://www.last.fm/music/Rosie+Aldridge,ROSIE ALDRIDGE
Ross From Friends,https://www.instagram.com/rossfromfriends/?hl=en,SAN REMO,FRIDAY,20:30 - 22:00,,,https://www.last.fm/music/Ross+From+Friends,ROSS FROM FRIENDS
Rossi.,,LONELY HEARTS CLUB,SUNDAY,22:00 - 23:15,One of the freshest DJs from the London club scene with his own unique spin on minimal house music.,,https://www.last.fm/music/Rossi.,ROSSI.
Route 500,https://www.instagram.com/routefivehundred/,THE HIVE,THURSDAY,12:45 - 13:25,,,https://www.last.fm/music/Route+500,ROUTE 500
Roxanne Roll,,DELUXE DINER,FRIDAY,03:00 - 04:30,,,https://www.last.fm/music/Roxanne+Roll,ROXANNE ROLL
Rrose,http://rrose.ro,TREE STAGE,SUNDAY,23:00 - 00:00,"Rrose - Please Touch. Acoustically-deceiving, mind-rearranging music from Rrose that moves beyond techno into something more tactile and unpredictable.",a305f963-b529-49f3-9101-dddec1c0aaf8,https://www.last.fm/music/Rrose,RROSE
RUBY CROSS,http://www.instagram.com/rubycrossmusic_,WEST HOLTS BAR,SUNDAY,18:00 - 18:30,,,https://www.last.fm/music/RUBY+CROSS,RUBY CROSS
Ruby Savage,https://www.instagram.com/rubysound/?hl=en,SAN REMO,THURSDAY,13:30 - 15:00,,,https://www.last.fm/music/Ruby+Savage,RUBY SAVAGE
Rudi,,THE SALON CAROUSEL,FRIDAY,23:00 - 00:00,,c33b74cc-3a12-418c-bd33-341ec13113bc,https://www.last.fm/music/Rudi,RUDI
Rudimental,,STONEBRIDGE BAR,SATURDAY,03:30 - 05:00,,b09ced80-aa65-43c1-9aa7-58b1e982eada,https://www.last.fm/music/Rudimental,RUDIMENTAL
Rukus,https://www.instagram.com/nico_rukus,BABYLON UPRISING,THURSDAY,00:00 - 01:00,,a2e90a8a-61ea-4a53-b96c-5ce25b8f56bc,https://www.last.fm/music/Rukus,RUKUS
Rumba de Bodas,https://rumbadebodas.com,THE BANDSTAND,FRIDAY,22:30 - 23:30,,cb02c52f-42f9-40d9-b4b9-57b79788a9fd,https://www.last.fm/music/Rumba+de+Bodas,RUMBA DE BODAS
Frenetic,https://www.instagram.com/rumble_insta_jungle_bristol/,THE HIVE,FRIDAY,16:00 - 17:00,,,https://www.last.fm/music/Frenetic,FRENETIC
Katalyst,https://www.instagram.com/rumble_insta_jungle_bristol/,THE HIVE,FRIDAY,16:00 - 17:00,,dec865b0-35e5-4291-b76d-020e5b524db3,https://www.last.fm/music/Katalyst,KATALYST
Haych,https://www.instagram.com/rumble_insta_jungle_bristol/,THE HIVE,FRIDAY,17:00 - 18:00,,,https://www.last.fm/music/Haych,HAYCH
Noisy Antics,https://www.instagram.com/rumble_insta_jungle_bristol/,THE HIVE,FRIDAY,19:00 - 20:00,,,https://www.last.fm/music/Noisy+Antics,NOISY ANTICS
Zimma,https://www.instagram.com/rumble_insta_jungle_bristol/,THE HIVE,FRIDAY,18:00 - 19:00,,,https://www.last.fm/music/Zimma,ZIMMA
Rush Davis,https://ra.co/dj/rushdavis,NYC DOWNLOW,FRIDAY,01:00 - 02:45,,,https://www.last.fm/music/Rush+Davis,RUSH DAVIS
Russ Ryan,https://www.instagram.com/mrrussryan/ https://www.instagram.com/djmofingaz/,WEST HOLTS BAR,THURSDAY,01:20 - 03:00,,,https://www.last.fm/music/Russ+Ryan,RUSS RYAN
Mo Fingaz,https://www.instagram.com/mrrussryan/ https://www.instagram.com/djmofingaz/,WEST HOLTS BAR,THURSDAY,01:20 - 03:00,,,https://www.last.fm/music/Mo+Fingaz,MO FINGAZ
Rusty,,KINETIC,FRIDAY,04:30 - 05:15,,f3fbf650-06af-46be-b3da-a0d874787fb6,https://www.last.fm/music/Rusty,RUSTY
Ryan Hope,https://www.instagram.com/_ryanhope/?hl=en,THE MEATRACK,SUNDAY,03:00 - 05:00,,,https://www.last.fm/music/Ryan+Hope,RYAN HOPE
Ryan McMullan,https://ryanmcmullan.os.fan/,ACOUSTIC STAGE,SATURDAY,12:10 - 12:40,Acclaimed Irish singer songwriter who has garnered widespread acclaim for his soulful sound and powerful lyrics.,,https://www.last.fm/music/Ryan+McMullan,RYAN MCMULLAN
S.P.Y Ft. LowQui,https://www.instagram.com/spydnb/,THE TEMPLE,SATURDAY,04:00 - 05:00,,,https://www.last.fm/music/S.P.Y+Ft.+LowQui,S.P.Y FT. LOWQUI
Sabiyha,,BBC MUSIC INTRODUCING,SUNDAY,15:30 - 16:00,Putting humanity to the forefront as they explore and expose the most vulnerable and empowering parts of themselves.,,https://www.last.fm/music/Sabiyha,SABIYHA
Sacred Geometry Band,https://www.youtube.com/@sacredgeometryband4015,MANDALA STAGE,SATURDAY,23:30 - 00:30,,,https://www.last.fm/music/Sacred+Geometry+Band,SACRED GEOMETRY BAND
Jamurai,https://www.instagram.com/misscoteque/,THE SISTXRHOOD,SUNDAY,02:00 - 04:00,,,https://www.last.fm/music/Jamurai,JAMURAI
Safiye,https://www.instagram.com/hellosafiye/,BABYLON UPRISING,SATURDAY,17:00 - 18:00,,,https://www.last.fm/music/Safiye,SAFIYE
Saint Ludo,https://www.instagram.com/saintludo/,THE RUM SHACK,SATURDAY,04:00 - 05:00,,,https://www.last.fm/music/Saint+Ludo,SAINT LUDO
SALIAH,,STONEBRIDGE BAR,SUNDAY,19:00 - 20:00,,,https://www.last.fm/music/SALIAH,SALIAH
Sally C,,ASSEMBLY,FRIDAY,14:30 - 16:00,"Irish born DJ traversing vintage house, hip house, acid house and break beat.",,https://www.last.fm/music/Sally+C,SALLY C
Sam Divine,"https://www.instagram.com/samdivinedj/
https://www.instagram.com/cashonlynocards/",NOWHERE,SUNDAY,03:00 - 04:00,,,https://www.last.fm/music/Sam+Divine,SAM DIVINE
CashOnly,"https://www.instagram.com/samdivinedj/
https://www.instagram.com/cashonlynocards/",NOWHERE,SUNDAY,03:00 - 04:00,,,https://www.last.fm/music/CashOnly,CASHONLY
Sam Evans,https://samevansmusic.co.uk/,BBC MUSIC INTRODUCING,THURSDAY,15:00 - 15:30,Somerset band who won the Pilton Stage talent competition beating off 1000 entrants.,0346e67c-481e-416a-86e9-e35d1ec7ed2a,https://www.last.fm/music/Sam+Evans,SAM EVANS
Sam Lee,http://samleesong.co.uk/,TREE STAGE,WEDNESDAY,22:30 - 23:30,The folk custodian of the native song of the British Isles,8ede7a07-1d5c-44ac-892b-71ea633b4770,https://www.last.fm/music/Sam+Lee,SAM LEE
Sam Scherdel,https://www.instagram.com/samscherdel/,TOAD HALL,FRIDAY,19:30 - 20:20,,,https://www.last.fm/music/Sam+Scherdel,SAM SCHERDEL
Samba Boys,,GLADE DOME,SUNDAY,22:00 - 23:30,Tommy holohan a Dublin native who has risen to the forefront of techno with a remarkable trajectory Joins felow Irish DJ and producer sensation Ketama for another of their blistering techno infused B2B set.,,https://www.last.fm/music/Samba+Boys,SAMBA BOYS
Samurai Breaks,https://www.instagram.com/samurai_breaks/,PLATFORM 23,SATURDAY,03:15 - 04:00,,,https://www.last.fm/music/Samurai+Breaks,SAMURAI BREAKS
Sandpiper,https://www.youtube.com/watch?v=yofefvtxhv8,10 ACES,FRIDAY,14:20 - 15:20,,,https://www.last.fm/music/Sandpiper,SANDPIPER
Savannah Gardner,https://savannahgardner.com/home,TOAD HALL,SATURDAY,17:20 - 18:00,,,https://www.last.fm/music/Savannah+Gardner,SAVANNAH GARDNER
Scarlett O'Malley,https://www.instagram.com/scarlett_omalley/?hl=en,SAN REMO,SUNDAY,15:00 - 16:30,,,https://www.last.fm/music/Scarlett+O%27Malley,SCARLETT O'MALLEY
Scarsdale Fats,https://www.instagram.com/scarsdalefats/,STRUMMERVILLE,SATURDAY,20:00 - 20:40,,,https://www.last.fm/music/Scarsdale+Fats,SCARSDALE FATS
Scott Doonican,https://www.thebarstewardsons.com/scottdoonican,BIMBLE INN,SUNDAY,14:30 - 15:15,,,https://www.last.fm/music/Scott+Doonican,SCOTT DOONICAN
Scouting for Girls,https://www.instagram.com/scoutingforgirls?igsh=djdnmzlxamfkd2vj,ACOUSTIC STAGE,FRIDAY,20:00 - 21:00,"Multi-award nominated, top ten single-producing, indie pop outfit with hooks aplenty.",854b0687-f9fc-4109-b59f-dbe84ebc5de6,https://www.last.fm/music/Scouting+for+Girls,SCOUTING FOR GIRLS
Sean Mccabe,https://ra.co/dj/seanmccabe,NYC DOWNLOW,SATURDAY,14:00 - 15:30,,f2e24c34-a88d-4b27-bc9c-11bbc90b908d,https://www.last.fm/music/Sean+Mccabe,SEAN MCCABE
Seasick Steve,http://www.seasicksteve.com/,PYRAMID STAGE,SUNDAY,12:30 - 13:15,"The 73-year-old, one string plucking bluesman returns on the back of a brand new album of boogie-fried pontification.",231ff972-4e8e-4157-95e2-12f963cb478c,https://www.last.fm/music/Seasick+Steve,SEASICK STEVE
Seb Lowe,https://www.seblowemusic.com/,LEFT FIELD,FRIDAY,18:40 - 19:20,Singer songwriter wrapping his impassioned messages up with kaleidoscopic sounds and soaring choruses.,,https://www.last.fm/music/Seb+Lowe,SEB LOWE
Seize The Day,https://seizetheday.org,TOAD HALL,THURSDAY,19:15 - 20:10,,d4b68d25-d71e-4917-babc-0b57e00fa93b,https://www.last.fm/music/Seize+The+Day,SEIZE THE DAY
Serkus,https://www.instagram.com/gaz_serkus/,BLIND TIGER,FRIDAY,02:00 - 03:00,,,https://www.last.fm/music/Serkus,SERKUS
Session Victim,https://sessionvictim.com,GLADE,SUNDAY,17:55 - 18:55,"One of Germanys most prolific and accomplished house music production duos with an impressive remix catalogue (Midnight Magic, Folamour, Khruangbin).",b1dcfaea-0cbd-481c-a949-cd3ccdaa2cfc,https://www.last.fm/music/Session+Victim,SESSION VICTIM
Seventeen,https://www.instagram.com/saythename_17/?hl=en,PYRAMID STAGE,FRIDAY,14:45 - 15:45,"13-strong K-pop phenomenon, known as the “K-Pop Performance Powerhouse” mixing EDM, synth pop, R&B and electronica.",7d35e85a-8f73-4481-9c2b-24e142ed2307,https://www.last.fm/music/Seventeen,SEVENTEEN
SHADE UK,https://www.instagram.com/shadeukofficial/,THE HIVE,SATURDAY,20:30 - 21:15,,,https://www.last.fm/music/SHADE+UK,SHADE UK
Shades On,,KINETIC,SATURDAY,03:30 - 06:00,,,https://www.last.fm/music/Shades+On,SHADES ON
Shania Twain,http://www.shaniatwain.com/,PYRAMID STAGE,SUNDAY,15:45 - 17:00,"Multi-million selling, Grammy-winning Canadian singer-songwriter whose adaptation of country into perfect pop has made her a global superstar.",faabb55d-3c9e-4c23-8779-732ac2ee2c0d,https://www.last.fm/music/Shania+Twain,SHANIA TWAIN
Shaun Keaveny,https://www.instagram.com/shaunkeaveny_/,FREE UNIVERSITY OF GLASTONBURY,FRIDAY,13:00 - 14:00,,,https://www.last.fm/music/Shaun+Keaveny,SHAUN KEAVENY
Shay Malt,https://www.instagram.com/shaymalt/?hl=en,THE MEATRACK,SUNDAY,01:30 - 03:00,,,https://www.last.fm/music/Shay+Malt,SHAY MALT
Shaznay Lewis,https://shaznaylewis.tmstor.es,AVALON STAGE,SATURDAY,20:10 - 21:10,"Ivor Novello and BRIT Awards winning singer songwriter, who previously powered multi-million selling girl band All Saints.",a9693ac9-0535-4b50-9fcb-011e391a8abc,https://www.last.fm/music/Shaznay+Lewis,SHAZNAY LEWIS
Sherelle,https://www.instagram.com/sherelle_,THE SISTXRHOOD,SATURDAY,00:00 - 02:00,,,https://www.last.fm/music/Sherelle,SHERELLE
Shosh,https://www.instagram.com/shosh_ukg,GREENPEACE,THURSDAY,17:55 - 18:55,,,https://www.last.fm/music/Shosh,SHOSH
ShowHawk Duo,https://www.facebook.com/showhawkduo/,THE BANDSTAND,THURSDAY,18:20 - 19:00,,,https://www.last.fm/music/ShowHawk+Duo,SHOWHAWK DUO
Shy FX,,LEVELS,SUNDAY,15:00 - 16:00,Veteran jungle/drum and bass DJ and producer straight from the soundsystem culture of his legendary grandad Count Shelly.,ee459bd7-9768-4cc2-9452-a09700c4aeaa,https://www.last.fm/music/Shy+FX,SHY FX
Shy One,,FIRMLY ROOTED,FRIDAY,14:00 - 16:00,Moving from hip hop and jazz to house and West London’s own broken beat movement.,783e8c45-088a-4c2e-943c-5baa8775f0a0,https://www.last.fm/music/Shy+One,SHY ONE
ShyGirl,https://shygirl.tv/,ARCADIA,SATURDAY,21:45 - 22:30,,,https://www.last.fm/music/ShyGirl,SHYGIRL
Silva Bumpa,https://www.instagram.com/silvabumpa/,BABYLON UPRISING,SATURDAY,23:00 - 00:00,,,https://www.last.fm/music/Silva+Bumpa,SILVA BUMPA
SIMULA,https://www.instagram.com/simulauk/?hl=en,NOWHERE,THURSDAY,02:00 - 03:00,,,https://www.last.fm/music/SIMULA,SIMULA
Sister Suzie,,THE ROCKET LOUNGE,THURSDAY,20:00 - 21:00,,,https://www.last.fm/music/Sister+Suzie,SISTER SUZIE
Sixsixsixties,https://ra.co/dj/sixsixsixties,GENOSYS,SATURDAY,18:00 - 19:30,,,https://www.last.fm/music/Sixsixsixties,SIXSIXSIXTIES
Skindred,https://skindred.net,AVALON STAGE,FRIDAY,23:05 - 00:20,"Outspoken ragga-metal legends who hit #2 in the Official Album Charts last year, fresh from their headline show at Wembley Arena.",36e371e9-e76b-4b66-b813-e1d1af6d7128,https://www.last.fm/music/Skindred,SKINDRED
Skitz,https://www.instagram.com/daddyskitz69?igsh=bxhqemo0ztjwazzr,THE SALON CAROUSEL,SUNDAY,01:00 - 02:00,,26c05b55-fbb3-4edf-8999-08bfda6992e2,https://www.last.fm/music/Skitz,SKITZ
Joe burn,https://www.instagram.com/daddyskitz69?igsh=bxhqemo0ztjwazzr,THE SALON CAROUSEL,SUNDAY,01:00 - 02:00,,,https://www.last.fm/music/Joe+burn,JOE BURN
Skream & Benga,,LONELY HEARTS CLUB,THURSDAY,18:00 - 19:30,Dubstep legends Skream And Benga reunited with SGT Pokes.,,https://www.last.fm/music/Skream+&+Benga,SKREAM & BENGA
Sleaford Mods,http://www.sleafordmods.com/,WOODSIES,SATURDAY,21:00 - 22:00,"With their trademark minimal electronics, incisive often surreal wordplay, the dynamic duo disassemble the wrongs of world with righteous anger.",09d8290b-6ada-422f-8ce3-19349fb1c15d,https://www.last.fm/music/Sleaford+Mods,SLEAFORD MODS
Sleaze,https://www.facebook.com/wearesleaze/?locale=en_gb,STRUMMERVILLE,THURSDAY,22:00 - 22:40,,1ec19305-451d-4dea-8f78-d9166691bc3e,https://www.last.fm/music/Sleaze,SLEAZE
Soccer Mommy,https://soccermommyband.com/,WOODSIES,SATURDAY,15:15 - 16:00,Insular thought provoking snapshots of elation and its after effects from the alternative indie singer songwriter.,,https://www.last.fm/music/Soccer+Mommy,SOCCER MOMMY
Sock Drawer,https://www.instagram.com/sockdrawerband,THE HIVE,THURSDAY,21:05 - 21:50,,,https://www.last.fm/music/Sock+Drawer,SOCK DRAWER
Sofia Kourtesis,https://sofiakourtesis.com,WEST HOLTS STAGE,FRIDAY,11:00 - 12:00,"The exuberance of the Peruvian producer’s live performance reflect the tropical vibrancy of the tunes culled from her much loved album, ‘Madras’.",,https://www.last.fm/music/Sofia+Kourtesis,SOFIA KOURTESIS
Soft Play,http://softplayband.com/,OTHER STAGE,SUNDAY,13:45 - 14:30,Topless tattooed punk rock with suitably abrasive hardcore edges from the band formerly known as Slaves.,,https://www.last.fm/music/Soft+Play,SOFT PLAY
songer,https://www.instagram.com/5onger/,GREENPEACE,SUNDAY,15:45 - 16:30,,,https://www.last.fm/music/songer,SONGER
Guy Chambers,https://www.chrisdifford.com,ACOUSTIC STAGE,SUNDAY,17:00 - 18:00,"Chris Difford presents songwriters in the round; with Beth Nielsen Chapman, Guy Chambers, Sid Griffin and Jessie Reid.",0becff08-d043-4a7d-a6af-08accd0d82f2,https://www.last.fm/music/Guy+Chambers,GUY CHAMBERS
Sid Griffin,https://www.chrisdifford.com,ACOUSTIC STAGE,SUNDAY,17:00 - 18:00,"Chris Difford presents songwriters in the round; with Beth Nielsen Chapman, Guy Chambers, Sid Griffin and Jessie Reid.",103aa45a-52f7-43f5-95c0-51a48f58abfa,https://www.last.fm/music/Sid+Griffin,SID GRIFFIN
Sonique,,LONELY HEARTS CLUB,THURSDAY,21:30 - 22:30,Former S'Express vocalist turned DJ.,e8b37da4-6cb2-4641-ab53-da42f02fbdfb,https://www.last.fm/music/Sonique,SONIQUE
Sonny Fodera,,LONELY HEARTS CLUB,FRIDAY,23:30 - 01:00,Australian-born DJ and producer who has created his own brand of groove driven and emotive house music.,bd804804-588f-423f-9f62-66ba93b4a5a4,https://www.last.fm/music/Sonny+Fodera,SONNY FODERA
Sonwah,,BLIND TIGER,FRIDAY,18:00 - 18:50,,,https://www.last.fm/music/Sonwah,SONWAH
Sophie McAlister,https://www.instagram.com/sophiemcalisterr/?hl=en-gb,SAN REMO,SATURDAY,13:00 - 14:30,,,https://www.last.fm/music/Sophie+McAlister,SOPHIE MCALISTER
Sounds of Space,,TOAD HALL,FRIDAY,13:15 - 14:00,,,https://www.last.fm/music/Sounds+of+Space,SOUNDS OF SPACE
Sprints,https://www.sprintsmusic.com/,LEFT FIELD,FRIDAY,19:50 - 20:30,"Brash Irish four-piece transforming pain into truth, passion into purpose and perseverance into strength with a punky edge and some polished melodies.",,https://www.last.fm/music/Sprints,SPRINTS
Squeeze,http://www.squeezeofficial.com/,PYRAMID STAGE,FRIDAY,12:00 - 12:45,The new wave institution celebrating 50 years of waxing lyrical about the lovelorn British condition.,0509a681-a362-4800-9075-656041dccdbd,https://www.last.fm/music/Squeeze,SQUEEZE
Squid,https://www.squidband.uk,WEST HOLTS STAGE,FRIDAY,14:00 - 15:00,"Joyfully unclassifiable, Squid’s music is all about control and release. Tightly coiled rhythms twist until they explode, the scattered shards reassembling into something else entirely.",a8fbe03b-a8b0-44cf-92aa-f29d5f70768e,https://www.last.fm/music/Squid,SQUID
Toby Ross,https://www.instagram.com/supersonicbootybangers/,BABYLON UPRISING,SATURDAY,22:00 - 23:00,,,https://www.last.fm/music/Toby+Ross,TOBY ROSS
Notting Hill Carnival,,FIRMLY ROOTED,SUNDAY,13:00 - 15:00,A Carnival soundclash as St pauls meets Notting Hill.,,https://www.last.fm/music/Notting+Hill+Carnival,NOTTING HILL CARNIVAL
Stacky,,VILLAGE INN,SATURDAY,23:45 - 02:00,,,https://www.last.fm/music/Stacky,STACKY
Stay Hungry,https://www.stay-hungry.co.uk,THE HIVE,SATURDAY,21:20 - 22:20,,,https://www.last.fm/music/Stay+Hungry,STAY HUNGRY
VSVN,https://www.instagram.com/steamybumplings/,WEST HOLTS BAR,SATURDAY,02:00 - 03:00,,27f5d006-526a-4541-9bc1-b7e8397d468f,https://www.last.fm/music/VSVN,VSVN
Steel Pulse,https://steelpulse.com,WEST HOLTS STAGE,SUNDAY,15:30 - 16:30,"Heavyweight roots rockers whose latest release, ‘Mass Manipulation’, drips with the same righteous indignation that fired such classics as ‘Handsworth Revolution’.",37367b2f-69e4-4df2-9e64-75ca6204764b,https://www.last.fm/music/Steel+Pulse,STEEL PULSE
Steve Faulkner,,MAVERICKS,SUNDAY,01:27 - 01:32,,,https://www.last.fm/music/Steve+Faulkner,STEVE FAULKNER
Steve Hillage,https://a-wave.bandcamp.com,TREE STAGE,THURSDAY,01:40 - 02:55,Steve Hillage and Miquette Giraudy perform their groundbreaking and seminal no-beats ambient work Rainbow Dome Musick on the new Woodsies Tree stage with its surround sound system. Not to be missed!,bb0ae0c0-16eb-43df-9f99-7f351c53354a,https://www.last.fm/music/Steve+Hillage,STEVE HILLAGE
Stone Cold Hustle,https://www.instagram.com/stonecoldhustle/,PEACE STAGE,FRIDAY,05:15 - 06:00,,,https://www.last.fm/music/Stone+Cold+Hustle,STONE COLD HUSTLE
Stone Jets,https://www.instagram.com/stonejets/,WEST HOLTS BAR,FRIDAY,18:15 - 18:45,,,https://www.last.fm/music/Stone+Jets,STONE JETS
Stornoway,https://www.instagram.com/stornowayband/,ACOUSTIC STAGE,FRIDAY,16:00 - 16:40,Atmospheric indie folk meets chamber pop from this revitalised and re-invigorated nature-celebrating band.,04073f0b-a1e5-4cef-9b36-c1978e5d7d23,https://www.last.fm/music/Stornoway,STORNOWAY
Subb-an,https://ra.co/dj/subb-an,THE MEATRACK,THURSDAY,21:30 - 23:00,,8d71f0c4-ef49-4c9f-9cd3-1e6cfd471e6c,https://www.last.fm/music/Subb-an,SUBB-AN
SubMotive,,FIRMLY ROOTED,SUNDAY,19:00 - 20:00,More 'Headz space with the renowned DJ and producer.,,https://www.last.fm/music/SubMotive,SUBMOTIVE
Sue Veneers,https://www.instagram.com/sue_veneers___/,GREENPEACE,THURSDAY,20:05 - 21:25,,,https://www.last.fm/music/Sue+Veneers,SUE VENEERS
Sugababes,https://sugababes.komi.io,WEST HOLTS STAGE,FRIDAY,16:55 - 17:55,Their 2022 roadblock performance on the Avalon Stage kickstarted a massive resurgence in the band’s fortunes leading them to play in front of their biggest audiences to date.,dfa715ac-b536-44df-af43-570d3ea3edec,https://www.last.fm/music/Sugababes,SUGABABES
