title,url,stage,day,time,mbid,lfm_url,orig_name
First Aid Kit,http://www.thisisfirstaidkit.com/,PYRAMID STAGE,FRIDAY,14:45 - 15:45,e4466078-fb0f-4899-98a2-7c7dfeb14714,https://www.last.fm/music/First+Aid+Kit,FIRST AID KIT
Flash in the Pan,,THE GATEWAY,FRIDAY,15:50 - 16:20,,https://www.last.fm/music/Flash+in+the+Pan,FLASH IN THE PAN
FLash MoB,,THE GATEWAY,THURSDAY,16:00 - 16:10,,https://www.last.fm/music/FLash+MoB,FLASH MOB
Flava D,http://www.gorgoncity.com/,THE TEMPLE,FRIDAY,01:30 - 02:30,0258934a-d273-4bc2-bd5d-f44a0b90f44a,https://www.last.fm/music/Flava+D,FLAVA D
Fleetmac Wood,,STONEBRIDGE BAR,SUNDAY,19:00 - 21:00,,https://www.last.fm/music/Fleetmac+Wood,FLEETMAC WOOD
Flipron,http://www.flipron.co.uk/,THE BANDSTAND,FRIDAY,12:00 - 12:40,dab6e64e-fefa-47f3-b2ef-5f9dfc76fba8,https://www.last.fm/music/Flipron,FLIPRON
Flohio,,PUSSY PARLURE,SATURDAY,13:30 - 14:30,,https://www.last.fm/music/Flohio,FLOHIO
God Colony,,THE RABBIT HOLE,FRIDAY,13:00 - 13:00,,https://www.last.fm/music/God+Colony,GOD COLONY
Flying Ibex,,GREENPEACE/ENGINE ROOM,THURSDAY,14:40 - 15:30,,https://www.last.fm/music/Flying+Ibex,FLYING IBEX
Folk Session,,THE BANDSTAND,WEDNESDAY,22:00 - 23:00,,https://www.last.fm/music/Folk+Session,FOLK SESSION
Foo Fighters,https://www.foofighters.com/,PYRAMID STAGE,SATURDAY,21:45 - 23:45,67f66c07-6e61-4026-ade5-7e782fad3a5d,https://www.last.fm/music/Foo+Fighters,FOO FIGHTERS
Forest Of Fools,,THE TRUTH STAGE,SUNDAY,19:00 - 20:00,,https://www.last.fm/music/Forest+Of+Fools,FOREST OF FOOLS
Forest Swords,http://www.forestswords.co.uk/,WOW!,SUNDAY,18:00 - 18:45,98400193-5390-4720-b29e-65593037256c,https://www.last.fm/music/Forest+Swords,FOREST SWORDS
Formidable Vegetable Sound System,http://formidablevegetable.com.au/,MANDALA STAGE,WEDNESDAY,19:00 - 20:00,a59e6108-bb2b-41a2-a0dc-f2bfd489c7b5,https://www.last.fm/music/Formidable+Vegetable+Sound+System,FORMIDABLE VEGETABLE SOUND SYSTEM
Fort Romeau,https://www.facebook.com/fortromeau/,THE BEAT HOTEL,SATURDAY,23:00 - 01:30,fb654a6e-8b88-44a3-86de-4068b834033d,https://www.last.fm/music/Fort+Romeau,FORT ROMEAU
Jennifer Cardini,https://www.facebook.com/fortromeau/,THE BEAT HOTEL,SATURDAY,23:00 - 01:30,34f6cf54-4a82-4931-89a0-b1d7deabe403,https://www.last.fm/music/Jennifer+Cardini,JENNIFER CARDINI
Frank Carter and the Rattlesnakes,https://www.andtherattlesnakes.com/,JOHN PEEL STAGE,SUNDAY,16:00 - 17:00,,https://www.last.fm/music/Frank+Carter+and+the+Rattlesnakes,FRANK CARTER AND THE RATTLESNAKES
Franklin,,SPACEPORT,SATURDAY,18:00 - 18:55,f55701d6-4c4a-4039-9406-af6eea792383,https://www.last.fm/music/Franklin,FRANKLIN
Freerange DJs,http://www.punksmusic.com,SPACEPORT,FRIDAY,19:00 - 20:00,fb3433e8-9c1e-42d7-bc34-fa8792a4d7c5,https://www.last.fm/music/Freerange+DJs,FREERANGE DJS
Friction,http://thisisfriction.com/,THE TEMPLE,SATURDAY,01:30 - 02:30,e82e71d3-c420-4be3-964f-585bf09b3038,https://www.last.fm/music/Friction,FRICTION
Frits Wentink,,GENOSYS,SUNDAY,21:00 - 23:00,3bf2e0f6-1937-4cf5-b3e3-7ffe6cb030ea,https://www.last.fm/music/Frits+Wentink,FRITS WENTINK
Fujiya & Miyagi,http://www.fujiya-miyagi.co.uk/,WILLIAM'S GREEN,FRIDAY,15:00 - 15:40,41a94033-8b12-4c60-a22c-38c78801e363,https://www.last.fm/music/Fujiya+&+Miyagi,FUJIYA & MIYAGI
funster,https://twitter.com/funstermixmag,THE BEAT HOTEL,THURSDAY,12:30 - 14:00,,https://www.last.fm/music/funster,FUNSTER
Future Islands,http://www.future-islands.com/,JOHN PEEL STAGE,FRIDAY,19:30 - 20:30,74963434-dcb6-4b14-98cc-99873b06db66,https://www.last.fm/music/Future+Islands,FUTURE ISLANDS
Futureboogie,,THE ROCKET LOUNGE,SATURDAY,04:00 - 06:00,,https://www.last.fm/music/Futureboogie,FUTUREBOOGIE
Christophe,,THE ROCKET LOUNGE,SATURDAY,04:00 - 06:00,5cef1748-13f1-4155-b9f6-71cd4212b960,https://www.last.fm/music/Christophe,CHRISTOPHE
Dave Harvey,,THE ROCKET LOUNGE,SATURDAY,04:00 - 06:00,,https://www.last.fm/music/Dave+Harvey,DAVE HARVEY
Kiwi,,THE ROCKET LOUNGE,SATURDAY,02:00 - 04:00,8fc2b4ad-7197-45f5-973c-ce9d89210b15,https://www.last.fm/music/Kiwi,KIWI
Moxie,,THE ROCKET LOUNGE,SATURDAY,00:00 - 02:00,9eb81369-dfda-493e-a059-8a747ba1bb44,https://www.last.fm/music/Moxie,MOXIE
TBA,,THE ROCKET LOUNGE,SATURDAY,22:00 - 00:00,cb33fc9c-439f-4375-bb46-452f281c1970,https://www.last.fm/music/TBA,TBA
FYI Chris,http://HTTPS://SOUNDCLOUD.COM/FYICHRIS,TOLPUDDLE,FRIDAY,23:00 - 01:00,3452c8c8-a523-4e81-9208-ed1625583066,https://www.last.fm/music/FYI+Chris,FYI CHRIS
Gabrielle Aplin,http://www.gabrielleaplin.co.uk/,OTHER STAGE,SATURDAY,11:00 - 11:45,4abebe04-1e85-427b-9950-563945850f2e,https://www.last.fm/music/Gabrielle+Aplin,GABRIELLE APLIN
Gaea Knight,http://www.tribalvoices.org.uk/gaea/,MANDALA STAGE,THURSDAY,20:00 - 21:00,,https://www.last.fm/music/Gaea+Knight,GAEA KNIGHT
Gary Gritness,http://www.garygritness.com/,NYC DOWNLOW,SUNDAY,01:50 - 02:00,,https://www.last.fm/music/Gary+Gritness,GARY GRITNESS
Gary Michaels,,THE GATEWAY,FRIDAY,12:10 - 12:40,,https://www.last.fm/music/Gary+Michaels,GARY MICHAELS
Gaudi,http://www.gaudimusic.com,GLADE LOUNGE,FRIDAY,01:00 - 03:00,ecbe7008-86ad-4eb2-a75d-25e9c91c750d,https://www.last.fm/music/Gaudi,GAUDI
Gecko,http://geckoofficial.com,AVALON CAFÉ STAGE,FRIDAY,15:30 - 16:15,dc6b1f78-0345-4140-8140-8fd02f5dc7af,https://www.last.fm/music/Gecko,GECKO
Gentleman George,https://soundcloud.com/thedirtygents,THE ROCKET LOUNGE,THURSDAY,23:00 - 00:00,,https://www.last.fm/music/Gentleman+George,GENTLEMAN GEORGE
The Dirty Gentlemen,https://soundcloud.com/thedirtygents,THE ROCKET LOUNGE,THURSDAY,23:00 - 00:00,c8828135-5a1c-44a9-a529-593609905dc4,https://www.last.fm/music/The+Dirty+Gentlemen,THE DIRTY GENTLEMEN
Gentleman's Dub Club,http://www.gentlemansdubclub.com,GLADE,SUNDAY,19:40 - 20:40,71333d03-2241-46ea-83c5-bd7a4cb2f913,https://www.last.fm/music/Gentleman%27s+Dub+Club,GENTLEMAN'S DUB CLUB
George Ezra,http://www.georgeezra.com/,OTHER STAGE,FRIDAY,19:05 - 20:05,2c5e2a98-d9ea-46b5-9618-d9bb4863a920,https://www.last.fm/music/George+Ezra,GEORGE EZRA
George Orange,,GLEBELAND,FRIDAY,17:20 - 17:50,,https://www.last.fm/music/George+Orange,GEORGE ORANGE
Georgia,http://georgiauk.com/feelit/,THE PARK STAGE,FRIDAY,11:00 - 11:45,8cf6bc9b-cd94-42e1-a11f-f08e92500fb6,https://www.last.fm/music/Georgia,GEORGIA
Ghetto Funk All Stars,http://ghettofunk.co.uk/,CLASH,SUNDAY,03:00 - 06:00,,https://www.last.fm/music/Ghetto+Funk+All+Stars,GHETTO FUNK ALL STARS
Slamboree Soundsystem,http://ghettofunk.co.uk/,CLASH,SUNDAY,03:00 - 06:00,,https://www.last.fm/music/Slamboree+Soundsystem,SLAMBOREE SOUNDSYSTEM
Gibber,,SPACEPORT,SUNDAY,14:00 - 15:00,,https://www.last.fm/music/Gibber,GIBBER
Gringo,,SPACEPORT,SUNDAY,14:00 - 15:00,a096de03-186f-44d5-8fdc-4a477b71b2c6,https://www.last.fm/music/Gringo,GRINGO
Girl Ray,,WILLIAM'S GREEN,SATURDAY,14:00 - 14:40,,https://www.last.fm/music/Girl+Ray,GIRL RAY
Gizelle Rebel Yelle,,THE CAVE,SATURDAY,22:00 - 23:00,,https://www.last.fm/music/Gizelle+Rebel+Yelle,GIZELLE REBEL YELLE
Glass Animals,http://www.glassanimals.eu/,OTHER STAGE,FRIDAY,16:20 - 17:10,20395131-fbde-43ce-b141-b700cfdae99c,https://www.last.fm/music/Glass+Animals,GLASS ANIMALS
Glen Matlock,http://www.glenmatlock.com/,EARACHE EXPRESS,THURSDAY,21:30 - 22:15,804088ed-13ef-45c5-994f-a811371b3f4a,https://www.last.fm/music/Glen+Matlock,GLEN MATLOCK
Goan Dogs,http://www.goandogs.com/,SONIC,SUNDAY,12:15 - 13:15,,https://www.last.fm/music/Goan+Dogs,GOAN DOGS
Goldfrapp,https://www.goldfrapp.com/,JOHN PEEL STAGE,SUNDAY,19:00 - 20:00,7b885d42-3c41-4f43-9944-a5855ec5155e,https://www.last.fm/music/Goldfrapp,GOLDFRAPP
Dread MC,,THE GAS TOWER,FRIDAY,04:00 - 05:00,,https://www.last.fm/music/Dread+MC,DREAD MC
Goldie,,THE GAS TOWER,FRIDAY,04:00 - 05:00,c5393047-0c44-48eb-b5a8-070759f04371,https://www.last.fm/music/Goldie,GOLDIE
My Nu Leng,,THE GAS TOWER,FRIDAY,04:00 - 05:00,9c3580ee-efa3-4643-aafa-a0f0b29fe47d,https://www.last.fm/music/My+Nu+Leng,MY NU LENG
Gorgon City,http://www.gorgoncity.com,GLADE,SATURDAY,19:00 - 20:00,ba8aaa28-2de4-4d5c-824e-1e9d49235c55,https://www.last.fm/music/Gorgon+City,GORGON CITY
GotSome,,THE BLUES,SUNDAY,23:30 - 01:00,,https://www.last.fm/music/GotSome,GOTSOME
gouranga,,THE RABBIT HOLE'S FUNKINGHAM PALACE,FRIDAY,23:00 - 00:00,,https://www.last.fm/music/gouranga,GOURANGA
Grace,,NYC DOWNLOW,THURSDAY,23:00 - 01:00,ecbacc9c-2d18-4bdb-966d-a147931df3d2,https://www.last.fm/music/Grace,GRACE
Grant Sharkey,,CN BANDSTAND,WEDNESDAY,16:00 - 17:00,,https://www.last.fm/music/Grant+Sharkey,GRANT SHARKEY
Grantly,,THE RABBIT HOLE'S FUNKINGHAM PALACE,SATURDAY,23:00 - 00:00,,https://www.last.fm/music/Grantly,GRANTLY
Full Nelson,https://www.mixcloud.com/FACTMixArchive/fact-mix-40-full-nelson-greco-roman/,THE BEAT HOTEL,FRIDAY,16:00 - 17:00,51935e83-3714-47fe-972f-bbeb68a270b8,https://www.last.fm/music/Full+Nelson,FULL NELSON
Joe Goddard,https://www.facebook.com/JoeGoddardOfficial/,THE BEAT HOTEL,FRIDAY,18:00 - 19:30,cfe625e1-a5ce-4c48-a4a4-d781c44fb64f,https://www.last.fm/music/Joe+Goddard,JOE GODDARD
JeanGa and George,https://www.facebook.com/jeangaandgeorge/,THE BEAT HOTEL,FRIDAY,17:00 - 18:00,,https://www.last.fm/music/JeanGa+and+George,JEANGA AND GEORGE
Greg Belson,,NYC DOWNLOW,THURSDAY,01:00 - 03:00,,https://www.last.fm/music/Greg+Belson,GREG BELSON
Gringo Ska,,THE SPIKE,FRIDAY,22:45 - 23:45,,https://www.last.fm/music/Gringo+Ska,GRINGO SKA
Groove Armada,http://www.groovearmada.com/,STONEBRIDGE BAR,SUNDAY,16:00 - 17:30,35723b60-732e-4bd8-957f-320b416e7b7f,https://www.last.fm/music/Groove+Armada,GROOVE ARMADA
Guilty Pleasures,http://www.guiltypleasures.co.uk/,WILLIAM'S GREEN,THURSDAY,23:45 - 02:30,,https://www.last.fm/music/Guilty+Pleasures,GUILTY PLEASURES
Doc Scott,,STONEBRIDGE BAR,SUNDAY,21:00 - 04:00,0c9a96fb-12e7-4ba1-bdc6-c2068c15abeb,https://www.last.fm/music/Doc+Scott,DOC SCOTT
Guy Williams,,THE MEAT RACK,THURSDAY,21:30 - 23:00,2079ce3f-e24c-462a-9c7d-2476f842f2ac,https://www.last.fm/music/Guy+Williams,GUY WILLIAMS
Gypsy Unit,,BEZ'S FLYING BUS,FRIDAY,22:30 - 23:30,,https://www.last.fm/music/Gypsy+Unit,GYPSY UNIT
H09909,http://www.ho99o9.com/,EARACHE EXPRESS,THURSDAY,01:00 - 01:45,,https://www.last.fm/music/H09909,H09909
Hacienda Classical,,PYRAMID STAGE,FRIDAY,10:45 - 11:30,,https://www.last.fm/music/Hacienda+Classical,HACIENDA CLASSICAL
Hackney Colliery Band,https://www.hackneycollieryband.co.uk/,GULLY,SATURDAY,14:45 - 15:45,ff00e707-bd3f-4774-8a48-46b14c281111,https://www.last.fm/music/Hackney+Colliery+Band,HACKNEY COLLIERY BAND
Hacktivist,https://www.hacktivist.uk.com/,EARACHE EXPRESS,SUNDAY,22:45 - 23:30,799b497e-306c-4c35-80f9-81a9a75a968b,https://www.last.fm/music/Hacktivist,HACKTIVIST
HAIM,http://haimtheband.com/,OTHER STAGE,SUNDAY,17:35 - 18:25,aef06569-098f-4218-a577-b413944d9493,https://www.last.fm/music/HAIM,HAIM
Halsey,http://iamhalsey.com/,OTHER STAGE,FRIDAY,17:40 - 18:35,,https://www.last.fm/music/Halsey,HALSEY
Hamilton Leithauser,http://hamiltonleithauser.com/,THE PARK STAGE,FRIDAY,15:00 - 16:00,6b82c839-ea15-4d3b-96f1-d1be924e9cb7,https://www.last.fm/music/Hamilton+Leithauser,HAMILTON LEITHAUSER
Hannah Holland & Josh Caffe,https://soundcloud.com/josh-caffe,GENOSYS,SUNDAY,18:00 - 21:00,,https://www.last.fm/music/Hannah+Holland+&+Josh+Caffe,HANNAH HOLLAND & JOSH CAFFE
Hannah Holland,,NYC DOWNLOW,FRIDAY,22:00 - 23:30,1cfdaf11-12d9-43f8-bd94-287aaebb82aa,https://www.last.fm/music/Hannah+Holland,HANNAH HOLLAND
Harri Pepper,,THE SPIKE,SUNDAY,18:30 - 19:30,,https://www.last.fm/music/Harri+Pepper,HARRI PEPPER
Harry Romero,,NYC DOWNLOW,FRIDAY,03:00 - 04:30,731b7296-20ed-4a55-a548-55e123ffcf4c,https://www.last.fm/music/Harry+Romero,HARRY ROMERO
HARRY SHOTTA SHOW,,RUMSHACK,SUNDAY,00:00 - 01:00,,https://www.last.fm/music/HARRY+SHOTTA+SHOW,HARRY SHOTTA SHOW
Harvey Sutherland & Bermuda,,WOW!,THURSDAY,21:00 - 22:00,,https://www.last.fm/music/Harvey+Sutherland+&+Bermuda,HARVEY SUTHERLAND & BERMUDA
Hattie Whitehead,http://www.hattiewhitehead.com,GREENPEACE/ENGINE ROOM,WEDNESDAY,21:00 - 21:40,,https://www.last.fm/music/Hattie+Whitehead,HATTIE WHITEHEAD
Haunt the Woods,,THE GATEWAY,FRIDAY,10:30 - 11:00,,https://www.last.fm/music/Haunt+the+Woods,HAUNT THE WOODS
Hazel Soze,http://www.1mcskibadee.co.uk/,THE BLUES,FRIDAY,15:30 - 17:00,,https://www.last.fm/music/Hazel+Soze,HAZEL SOZE
MC Skibadee,http://www.1mcskibadee.co.uk/,THE BLUES,FRIDAY,15:30 - 17:00,,https://www.last.fm/music/MC+Skibadee,MC SKIBADEE
Josh Bevan,http://www.1mcskibadee.co.uk/,THE BLUES,FRIDAY,15:30 - 17:00,,https://www.last.fm/music/Josh+Bevan,JOSH BEVAN
HeadShy,,THE GAS TOWER,THURSDAY,01:00 - 02:00,d0721f46-0e69-42df-85b8-9f81c6025c0e,https://www.last.fm/music/HeadShy,HEADSHY
Heavenly Jukebox,https://twitter.com/HeavenlyJukebox,THE BEAT HOTEL,WEDNESDAY,22:30 - 00:00,,https://www.last.fm/music/Heavenly+Jukebox,HEAVENLY JUKEBOX
Hit Man,,STONEBRIDGE BAR,SATURDAY,13:00 - 15:00,,https://www.last.fm/music/Hit+Man,HIT MAN
Heck,http://www.abandcalledheck.com/,EARACHE EXPRESS,SUNDAY,00:00 - 00:45,,https://www.last.fm/music/Heck,HECK
Heidi,,LOVEBULLETS,SUNDAY,21:00 - 22:30,e9fca35e-b5e8-4170-a6c3-263a754dd52c,https://www.last.fm/music/Heidi,HEIDI
Heist,,THE CAVE,SUNDAY,02:00 - 03:00,9e60017c-efe0-43ab-9f10-c515502a1ecb,https://www.last.fm/music/Heist,HEIST
Henrik Schwarz,http://www.henrikschwarz.com/,WOW!,FRIDAY,22:00 - 23:00,e8a5a0c1-d076-47f4-b468-2b1ad9c1b71b,https://www.last.fm/music/Henrik+Schwarz,HENRIK SCHWARZ
Henry Wu,,WEST HOLTS STAGE,FRIDAY,13:30 - 14:15,,https://www.last.fm/music/Henry+Wu,HENRY WU
Hercules,http://herculesandloveaffair.net/,GENOSYS,SUNDAY,01:00 - 02:00,d5e52d8c-c227-4387-9f86-100ab5432fc8,https://www.last.fm/music/Hercules,HERCULES
Pearson Sound,,WOW!,FRIDAY,23:00 - 03:00,56263187-608d-43dc-8782-a417b492d418,https://www.last.fm/music/Pearson+Sound,PEARSON SOUND
Pangaea,,WOW!,FRIDAY,23:00 - 03:00,d73f7df8-8cf6-49c1-828c-f5d80835917c,https://www.last.fm/music/Pangaea,PANGAEA
Hipsters Dont Dance,http://www.hipstersdontdance.com/,STONEBRIDGE BAR,FRIDAY,20:00 - 22:00,,https://www.last.fm/music/Hipsters+Dont+Dance,HIPSTERS DONT DANCE
Hobo Jones & the Junkyard Dogs,,AVALON STAGE,FRIDAY,13:00 - 13:55,,https://www.last.fm/music/Hobo+Jones+&+the+Junkyard+Dogs,HOBO JONES & THE JUNKYARD DOGS
Hobo Jones and the Junkyard Dogs,http://www.hobojones.com,AVALON CAFÉ STAGE,SATURDAY,00:00 - 01:00,,https://www.last.fm/music/Hobo+Jones+and+the+Junkyard+Dogs,HOBO JONES AND THE JUNKYARD DOGS
Hodge,,LONDON UNDERGROUND,FRIDAY,01:00 - 03:00,8630a7d5-1cd5-44a8-9942-97a4be9f5176,https://www.last.fm/music/Hodge,HODGE
hodmadoddery,,AVALON CAFÉ STAGE,SUNDAY,14:30 - 15:15,,https://www.last.fm/music/hodmadoddery,HODMADODDERY
Holy Goof,,SPACEPORT,SUNDAY,23:55 - 00:55,,https://www.last.fm/music/Holy+Goof,HOLY GOOF
Honey Moon,,AVALON CAFÉ STAGE,SATURDAY,22:30 - 23:30,,https://www.last.fm/music/Honey+Moon,HONEY MOON
Honeyfeet,http://www.honeyfeet.org/,GREENPEACE/ENGINE ROOM,THURSDAY,13:15 - 14:00,e5236389-f09f-4cac-88a3-121c61f93e1c,https://www.last.fm/music/Honeyfeet,HONEYFEET
Hong Kong Ping Pong,http://hongkongpingpong.co.uk,SPACEPORT,SUNDAY,17:00 - 18:00,,https://www.last.fm/music/Hong+Kong+Ping+Pong,HONG KONG PING PONG
Hot 8 Brass Band,http://www.hot8brassband.com/,WEST HOLTS STAGE,FRIDAY,12:00 - 13:00,a13d7621-b81c-4cf5-87ac-eb7e86dda70f,https://www.last.fm/music/Hot+8+Brass+Band,HOT 8 BRASS BAND
Hot Blood,,WOW!,THURSDAY,19:00 - 20:00,c249de18-31b1-4f34-bf7b-c6fd11c38674,https://www.last.fm/music/Hot+Blood,HOT BLOOD
Hothouse Flowers,http://hothouseflowers.com/,ACOUSTIC STAGE,SATURDAY,21:30 - 23:00,9ddb555e-4cf2-4d76-a9d5-7627988cf6ab,https://www.last.fm/music/Hothouse+Flowers,HOTHOUSE FLOWERS
Howie B,,THE CAVE,SATURDAY,00:30 - 02:30,522b0135-00dd-4307-adce-2bf7d51a253f,https://www.last.fm/music/Howie+B,HOWIE B
Keith Reilly,,THE CAVE,SATURDAY,00:30 - 02:30,,https://www.last.fm/music/Keith+Reilly,KEITH REILLY
Huey Morgan,http://hueymorgan.com/,ARCADIA,SUNDAY,19:00 - 20:00,,https://www.last.fm/music/Huey+Morgan,HUEY MORGAN
Hugh Hardie,https://www.hospitalrecords.com/artists/hugh-hardie/,THE TEMPLE,SATURDAY,22:00 - 23:30,246a88bb-dcd9-4941-82c7-d4d5c718fbfc,https://www.last.fm/music/Hugh+Hardie,HUGH HARDIE
Hugo Valentine,http://www.hugovalentineworld.com,THE RABBIT HOLE,SATURDAY,14:00 - 14:30,,https://www.last.fm/music/Hugo+Valentine,HUGO VALENTINE
Hunee & Antal,http://hunee.de/,WOW!,SATURDAY,21:30 - 23:30,,https://www.last.fm/music/Hunee+&+Antal,HUNEE & ANTAL
Hunee,https://www.facebook.com/hunchmusic/,THE BEAT HOTEL,THURSDAY,21:00 - 22:30,ce4c091d-c1b3-40d3-ab68-79140411e2d5,https://www.last.fm/music/Hunee,HUNEE
Hym For Her,https://hymforher.com/,CROISSANT NEUF,FRIDAY,17:30 - 18:30,,https://www.last.fm/music/Hym+For+Her,HYM FOR HER
MC Eksman,,THE TEMPLE,SATURDAY,02:30 - 04:00,,https://www.last.fm/music/MC+Eksman,MC EKSMAN
Hype,,THE TEMPLE,SATURDAY,02:30 - 04:00,2b488287-83fb-4c1d-9c70-2a2ce3436375,https://www.last.fm/music/Hype,HYPE
Hazard,,THE TEMPLE,SATURDAY,02:30 - 04:00,c7451ebf-1cec-4aff-a67e-82370d869d3a,https://www.last.fm/music/Hazard,HAZARD
Ian Pooley,http://www.ianpooley.com/,GENOSYS,SATURDAY,00:00 - 01:30,2c68a581-5b3a-45b8-a0b1-39c40873277a,https://www.last.fm/music/Ian+Pooley,IAN POOLEY
Icicle,,SPACEPORT,SUNDAY,00:55 - 01:55,fc2c1cb5-fd7b-42f7-99c6-cb8e2a78b68f,https://www.last.fm/music/Icicle,ICICLE
Prophecy,http://www.northbaseuk.com/,GLADE,FRIDAY,22:25 - 23:25,fe9d0cc9-e74b-4000-80cd-dadf9a26d63e,https://www.last.fm/music/Prophecy,PROPHECY
India Electric Company,http://www.indiaelectricco.com,AVALON CAFÉ STAGE,FRIDAY,12:30 - 13:15,,https://www.last.fm/music/India+Electric+Company,INDIA ELECTRIC COMPANY
indian man,,THE SPIKE,THURSDAY,15:00 - 16:30,,https://www.last.fm/music/indian+man,INDIAN MAN
xJX,,THE SPIKE,THURSDAY,15:00 - 16:30,,https://www.last.fm/music/xJX,XJX
Indigo Child,,AVALON CAFÉ STAGE,FRIDAY,19:30 - 20:30,a49a78cd-afb2-449b-add6-9c78ec957a6d,https://www.last.fm/music/Indigo+Child,INDIGO CHILD
Infinity Ink,http://www.houseofinfinity.co.uk/,LOVEBULLETS,SATURDAY,20:00 - 21:30,433adf92-9760-4d46-9d45-2a098abd4721,https://www.last.fm/music/Infinity+Ink,INFINITY INK
INHEAVEN,http://www.inheaven.co/,JOHN PEEL STAGE,SATURDAY,13:00 - 13:40,,https://www.last.fm/music/INHEAVEN,INHEAVEN
Invisible Opera Company Of Tibet,http://HTTPS://INVISIBLEOPERACOMPANYOFTIBET.BANDCAMP.COM/,TOAD HALL,FRIDAY,19:30 - 20:30,f77b29df-63d3-4969-b89e-3de3e0718a26,https://www.last.fm/music/Invisible+Opera+Company+Of+Tibet,INVISIBLE OPERA COMPANY OF TIBET
Iration Steppas,http://www.irationsteppas.co.uk/,THE BLUES,FRIDAY,22:00 - 23:30,74e173c0-5f8e-407f-82e0-ff148a2c65f6,https://www.last.fm/music/Iration+Steppas,IRATION STEPPAS
Isaac Ferry,,THE RABBIT HOLE'S FUNKINGHAM PALACE,SUNDAY,00:00 - 01:00,,https://www.last.fm/music/Isaac+Ferry,ISAAC FERRY
Isaac Gracie,,THE RABBIT HOLE,SATURDAY,22:00 - 22:45,,https://www.last.fm/music/Isaac+Gracie,ISAAC GRACIE
Jack Jones,http://www.trampolene.co.uk,GREENPEACE/ENGINE ROOM,WEDNESDAY,00:00 - 00:40,fb25dbd7-82b7-4601-b153-3bbaec522bbb,https://www.last.fm/music/Jack+Jones,JACK JONES
Jasper James,http://www.residentadvisor.net/dj/jasperjames,LOVEBULLETS,SUNDAY,00:30 - 02:30,,https://www.last.fm/music/Jasper+James,JASPER JAMES
Jagwar Ma,http://jagwarma.com/,WILLIAM'S GREEN,SUNDAY,20:30 - 21:15,5b933654-f58b-438c-8652-90567e5495a1,https://www.last.fm/music/Jagwar+Ma,JAGWAR MA
Jagz Kooner,https://www.facebook.com/JagzKoonerFanPage,JAGZ'S ACID LOUNGE,SATURDAY,02:00 - 04:00,27e611e7-8794-4bfd-8468-4c07cdc6cebe,https://www.last.fm/music/Jagz+Kooner,JAGZ KOONER
Jah Wobble's Invaders of the Heart,http://jahwobble.com/,GLADE,FRIDAY,17:30 - 18:30,cd0bb0ae-1fff-4382-87c1-40f4114a2b17,https://www.last.fm/music/Jah+Wobble%27s+Invaders+of+the+Heart,JAH WOBBLE'S INVADERS OF THE HEART
Jain,http://www.jain-music.com/en/,SONIC,SUNDAY,19:45 - 20:45,3e3c6d99-a83f-4ba9-a7df-9d25eac0565d,https://www.last.fm/music/Jain,JAIN
Jake Savona,http://www.mistasavona.com,THE CAVE,FRIDAY,00:00 - 01:00,,https://www.last.fm/music/Jake+Savona,JAKE SAVONA
MC Monk,http://www.mistasavona.com,THE CAVE,FRIDAY,00:00 - 01:00,,https://www.last.fm/music/MC+Monk,MC MONK
Jam Scones,,RUMSHACK,THURSDAY,00:00 - 01:00,,https://www.last.fm/music/Jam+Scones,JAM SCONES
James Heather,,GREENPEACE/ENGINE ROOM,SUNDAY,17:00 - 18:00,,https://www.last.fm/music/James+Heather,JAMES HEATHER
James Hillard,,NYC DOWNLOW,FRIDAY,04:30 - 06:00,,https://www.last.fm/music/James+Hillard,JAMES HILLARD
James Monro,,THE RABBIT HOLE'S FUNKINGHAM PALACE,SUNDAY,02:30 - 04:00,1ab86e12-e9c6-4d37-95ce-5b68981f1bd9,https://www.last.fm/music/James+Monro,JAMES MONRO
James Riley Band,,CN BANDSTAND,SATURDAY,12:00 - 12:45,,https://www.last.fm/music/James+Riley+Band,JAMES RILEY BAND
James Riley,https://jamesrileymusic.com/,SMALL WORLD STAGE,WEDNESDAY,18:30 - 19:30,,https://www.last.fm/music/James+Riley,JAMES RILEY
James Welsh,https://shop.phantasysound.co.uk/pages/kamera,JAGZ'S ACID LOUNGE,FRIDAY,02:00 - 04:00,35f7fc63-5684-49b1-a97d-0d3c64cc6e4e,https://www.last.fm/music/James+Welsh,JAMES WELSH
Jamie Cullum,http://www.jamiecullum.com/,PYRAMID STAGE,SUNDAY,12:45 - 13:45,e0e9d279-37d5-4493-99b8-5a21309502f6,https://www.last.fm/music/Jamie+Cullum,JAMIE CULLUM
Jamie Jones,,LOVEBULLETS,SATURDAY,01:00 - 03:00,0ee95a03-3906-4866-bef8-832308342452,https://www.last.fm/music/Jamie+Jones,JAMIE JONES
Jamie xx,http://www.jamiexx.com/,THE BEAT HOTEL,SUNDAY,01:00 - 02:30,d1515727-4a93-4c0d-88cb-d7a9fce01879,https://www.last.fm/music/Jamie+xx,JAMIE XX
JayKae,,THE BLUES,SATURDAY,16:30 - 17:00,,https://www.last.fm/music/JayKae,JAYKAE
Jaymo,http://modablack.co.uk/,THE MEAT RACK,WEDNESDAY,21:30 - 23:00,,https://www.last.fm/music/Jaymo,JAYMO
