title,url,stage,day,time,mbid,lfm_url,orig_name
Boys Club,,HEDS PARTY IN SONIC,SUNDAY,23:00 - 07:00,d1bafe18-cf8c-46c1-ac99-8a2e395dc2ef,https://www.last.fm/music/Boys+Club,BOYS CLUB
Ezy Ryder,,HEDS PARTY IN SONIC,SATURDAY,04:00 - 05:00,,https://www.last.fm/music/Ezy+Ryder,EZY RYDER
William Serfass,,HEDS PARTY IN SONIC,SATURDAY,03:00 - 04:00,,https://www.last.fm/music/William+Serfass,WILLIAM SERFASS
Charles Hazlewood,http://www.charleshazlewood.com/,WILLIAM'S GREEN,FRIDAY,19:30 - 20:15,,https://www.last.fm/music/Charles+Hazlewood,CHARLES HAZLEWOOD
Charli XCX,http://xcx.world/,OTHER STAGE,FRIDAY,12:25 - 13:15,260b6184-8828-48eb-945c-bc4cb6fc34ca,https://www.last.fm/music/Charli+XCX,CHARLI XCX
Charlie Miller & the Soul Agents,http://soulagentslive.com/,SMALL WORLD STAGE,FRIDAY,20:00 - 21:00,,https://www.last.fm/music/Charlie+Miller+&+the+Soul+Agents,CHARLIE MILLER & THE SOUL AGENTS
Charlie Miller,http://soulagentslive.com/blog/,AVALON CAFÉ STAGE,SATURDAY,21:00 - 22:00,cfa15042-f147-476f-aa21-e506a97fceab,https://www.last.fm/music/Charlie+Miller,CHARLIE MILLER
the Soul Agent,http://soulagentslive.com/blog/,AVALON CAFÉ STAGE,SATURDAY,21:00 - 22:00,,https://www.last.fm/music/the+Soul+Agent,THE SOUL AGENT
The Soul Agents,http://HTTP://SOULAGENTSLIVE.COM/,TOAD HALL,FRIDAY,16:10 - 16:55,4548a48b-851e-4885-abf7-5f2e5c1c7e7b,https://www.last.fm/music/The+Soul+Agents,THE SOUL AGENTS
Charlie Sloth,http://www.charliesloth.com/,THE BLUES,SATURDAY,21:30 - 22:30,,https://www.last.fm/music/Charlie+Sloth,CHARLIE SLOTH
Chic,http://www.nilerodgers.com/about/projects/chic,PYRAMID STAGE,SUNDAY,17:45 - 18:45,a4ed036b-5f18-439c-b1e1-96d205bab255,https://www.last.fm/music/Chic,CHIC
Chloe Leigh,,CN BANDSTAND,SUNDAY,15:30 - 16:00,,https://www.last.fm/music/Chloe+Leigh,CHLOE LEIGH
Chris Difford,,ACOUSTIC STAGE,SATURDAY,18:30 - 19:30,2873a95b-75c7-4bb8-9add-beb41d41e57c,https://www.last.fm/music/Chris+Difford,CHRIS DIFFORD
Chris Ellis,http://www.shelteringtree.co.uk/chrisellis.html,MANDALA STAGE,WEDNESDAY,21:00 - 22:00,,https://www.last.fm/music/Chris+Ellis,CHRIS ELLIS
Circa Waves,http://circawaves.com/,OTHER STAGE,FRIDAY,15:00 - 15:50,050fffd7-c7cc-4bb2-8f7a-a0ee4bc47678,https://www.last.fm/music/Circa+Waves,CIRCA WAVES
Clean Bandit,http://cleanbandit.co.uk/,JOHN PEEL STAGE,FRIDAY,21:00 - 22:00,dacc2d64-7e59-42a8-87a9-10c53919aff2,https://www.last.fm/music/Clean+Bandit,CLEAN BANDIT
Coely,http://www.coelymusic.com/,PUSSY PARLURE,FRIDAY,23:30 - 00:30,bbfcdf95-d89a-41db-b481-f474ffba706f,https://www.last.fm/music/Coely,COELY
Colectro,http://tamorarecords.com/colectro_artist.html,CROISSANT NEUF,SATURDAY,01:00 - 02:00,,https://www.last.fm/music/Colectro,COLECTRO
Confed. Fred,https://CONFEDFRED.BANDCAMP.COM,BREAD AND ROSES,FRIDAY,01:00 - 02:00,,https://www.last.fm/music/Confed.+Fred,CONFED. FRED
Confidence Man,,WILLIAM'S GREEN,FRIDAY,12:00 - 12:40,,https://www.last.fm/music/Confidence+Man,CONFIDENCE MAN
Connie Constance,http://www.itsconniesworld.com/,PUSSY PARLURE,SATURDAY,16:30 - 17:30,,https://www.last.fm/music/Connie+Constance,CONNIE CONSTANCE
Corinne Bailey Rae,http://www.corinnebaileyrae.com/,ACOUSTIC STAGE,SATURDAY,20:00 - 21:00,bc85c6f6-6b06-44c1-8754-ef32c1e6b824,https://www.last.fm/music/Corinne+Bailey+Rae,CORINNE BAILEY RAE
Courteeners,http://www.thecourteeners.com/,OTHER STAGE,SUNDAY,18:55 - 19:55,,https://www.last.fm/music/Courteeners,COURTEENERS
Cousin Kula,,TOAD HALL,FRIDAY,22:00 - 22:40,,https://www.last.fm/music/Cousin+Kula,COUSIN KULA
Soul Special,,THE TRUTH STAGE,FRIDAY,13:00 - 16:30,,https://www.last.fm/music/Soul+Special,SOUL SPECIAL
Craig David,http://www.craigdavid.com/home/,PYRAMID STAGE,SATURDAY,14:45 - 15:45,89e39f67-65cc-4f90-b145-b1b56c209f8a,https://www.last.fm/music/Craig+David,CRAIG DAVID
Crazy Cousinz,http://www.crazycousinz.com/,THE BLUES,SATURDAY,22:30 - 00:00,e7506854-195f-4b28-be8a-1a52b3fee760,https://www.last.fm/music/Crazy+Cousinz,CRAZY COUSINZ
Creature Feature,,GLEBELAND,THURSDAY,15:00 - 15:30,55221b2d-948f-49fb-91c1-02cd900a8db3,https://www.last.fm/music/Creature+Feature,CREATURE FEATURE
crinkle cuts,http://crinklecuts.com/,SMALL WORLD STAGE,FRIDAY,00:30 - 01:30,,https://www.last.fm/music/crinkle+cuts,CRINKLE CUTS
Kasra,,CLASH,SATURDAY,23:00 - 01:00,7b0b0643-1c98-4b81-a988-206a11c0ad99,https://www.last.fm/music/Kasra,KASRA
Ivy Lab,,CLASH,SATURDAY,23:00 - 01:00,05a8fca6-3178-4f95-ad82-d325bc6102fe,https://www.last.fm/music/Ivy+Lab,IVY LAB
Sam Binga,,CLASH,SATURDAY,23:00 - 01:00,,https://www.last.fm/music/Sam+Binga,SAM BINGA
Crucial,https://soundcloud.com/crucialandfresh,THE BEAT HOTEL,WEDNESDAY,00:00 - 01:30,,https://www.last.fm/music/Crucial,CRUCIAL
Cut Capers,http://www.cutcapers.com,AVALON CAFÉ STAGE,THURSDAY,22:00 - 23:00,,https://www.last.fm/music/Cut+Capers,CUT CAPERS
Daddy Nature,http://www.concretepr.co.uk/,RUMSHACK,FRIDAY,05:00 - 06:00,,https://www.last.fm/music/Daddy+Nature,DADDY NATURE
Dan Beaumont,,GENOSYS,FRIDAY,00:00 - 01:30,,https://www.last.fm/music/Dan+Beaumont,DAN BEAUMONT
Dan Shake,http://danshake.com/,THE MEAT RACK,FRIDAY,04:30 - 06:00,,https://www.last.fm/music/Dan+Shake,DAN SHAKE
Dana Immanuel & The Stolen Band,http://www.danaimmanuel.com,THE BANDSTAND,FRIDAY,17:10 - 18:00,,https://www.last.fm/music/Dana+Immanuel+&+The+Stolen+Band,DANA IMMANUEL & THE STOLEN BAND
Dana Immanuel,http://www.danaimmanuel.com,GREENPEACE/ENGINE ROOM,WEDNESDAY,19:00 - 19:40,4505ac43-fd93-43a9-a117-cb8361c03d5a,https://www.last.fm/music/Dana+Immanuel,DANA IMMANUEL
Daniel Avery,http://danielavery.co.uk/,THE BEAT HOTEL,SATURDAY,01:30 - 03:00,3e7aa4a4-5b7e-46a3-a7ff-c57044fa1b64,https://www.last.fm/music/Daniel+Avery,DANIEL AVERY
Daniel McKee,,BELLA'S FIELD,FRIDAY,12:00 - 12:45,,https://www.last.fm/music/Daniel+McKee,DANIEL MCKEE
Danny Howells,,SPACEPORT,THURSDAY,21:45 - 23:00,83c616dd-9588-4663-83c4-13a7253b6733,https://www.last.fm/music/Danny+Howells,DANNY HOWELLS
Dark Sky,,PUSSY PARLURE,FRIDAY,01:45 - 03:00,85196917-8606-4996-a54b-f3e5ae0b070a,https://www.last.fm/music/Dark+Sky,DARK SKY
Darkmatta,,THE SPIKE,THURSDAY,18:15 - 20:15,62629e9f-72a0-4d69-a0d5-561d44c54bfa,https://www.last.fm/music/Darkmatta,DARKMATTA
Darlingside,http://www.darlingside.com,AVALON STAGE,FRIDAY,18:35 - 19:35,,https://www.last.fm/music/Darlingside,DARLINGSIDE
Darren Emerson,,SPACEPORT,THURSDAY,00:15 - 01:30,90cd1311-85df-45fc-9783-c7a23cfba45a,https://www.last.fm/music/Darren+Emerson,DARREN EMERSON
Dave Beer,,SPACEPORT,THURSDAY,20:30 - 21:45,,https://www.last.fm/music/Dave+Beer,DAVE BEER
Dave Kendrick,,THE MEAT RACK,WEDNESDAY,01:00 - 03:00,,https://www.last.fm/music/Dave+Kendrick,DAVE KENDRICK
Dave Seaman,http://seladorrecordings.com/,GLADE LOUNGE,SUNDAY,00:00 - 02:30,dbc997aa-da05-4dd3-a36d-a07af8f862d7,https://www.last.fm/music/Dave+Seaman,DAVE SEAMAN
Steve Parry,http://seladorrecordings.com/,GLADE LOUNGE,SUNDAY,00:00 - 02:30,13a5482e-8b4d-4147-9fdb-20c94d8e5356,https://www.last.fm/music/Steve+Parry,STEVE PARRY
David Moran,,THE MEAT RACK,SUNDAY,23:30 - 01:00,,https://www.last.fm/music/David+Moran,DAVID MORAN
Davos,,GLADE,SUNDAY,12:30 - 13:15,60137fff-220b-4ade-b8e1-9d75e46c2d50,https://www.last.fm/music/Davos,DAVOS
Dawn Penn,http://www.dawnpenn.com/,GULLY,SUNDAY,20:45 - 22:00,2303f592-119c-4ca7-b8fd-819c5ac5667d,https://www.last.fm/music/Dawn+Penn,DAWN PENN
Dawn Raid,,SALON CAROUSEL,THURSDAY,21:00 - 22:00,,https://www.last.fm/music/Dawn+Raid,DAWN RAID
MC B.I.C.,,SALON CAROUSEL,THURSDAY,21:00 - 22:00,,https://www.last.fm/music/MC+B.I.C.,MC B.I.C.
Daymé Arocena,http://daymearocena.com/en/,GULLY,SATURDAY,18:00 - 19:15,,https://www.last.fm/music/Daym%C3%A9+Arocena,DAYMÉ AROCENA
Days Are Done,,SMALL WORLD STAGE,SATURDAY,13:15 - 14:15,,https://www.last.fm/music/Days+Are+Done,DAYS ARE DONE
De La Swing,http://www.delaswing.com/,LOVEBULLETS,FRIDAY,16:00 - 18:00,,https://www.last.fm/music/De+La+Swing,DE LA SWING
Dead Kennedys,,THE TRUTH STAGE,SATURDAY,22:30 - 23:30,37c78aeb-d196-42b5-b991-6afb4fc9bc2e,https://www.last.fm/music/Dead+Kennedys,DEAD KENNEDYS
Deaf Havana,http://www.deafhavanaofficial.com/,OTHER STAGE,SUNDAY,12:15 - 13:05,98edd2f1-d136-4c47-ab9b-c31839dd1d98,https://www.last.fm/music/Deaf+Havana,DEAF HAVANA
Minimal Grooves,http://www.decadenttimes.com/,GREENPEACE/ENGINE ROOM,WEDNESDAY,02:15 - 03:00,,https://www.last.fm/music/Minimal+Grooves,MINIMAL GROOVES
Declan Mckenna,http://www.declanmckenna.net/,JOHN PEEL STAGE,FRIDAY,16:50 - 17:40,,https://www.last.fm/music/Declan+Mckenna,DECLAN MCKENNA
Delhi 2 Dublin,http://www.delhi2dublin.com/,THE BANDSTAND,SUNDAY,18:20 - 19:10,976f48ce-afff-45d3-9963-93e5f1522cad,https://www.last.fm/music/Delhi+2+Dublin,DELHI 2 DUBLIN
Dennis,http://www.dennisband.com,LEFT FIELD,SUNDAY,18:00 - 19:00,db262e4c-cdef-45a5-9d3f-652151bf5fab,https://www.last.fm/music/Dennis,DENNIS
Steve Mackey,,STONEBRIDGE BAR,SATURDAY,17:00 - 19:00,be1f62d6-d032-4053-aab0-7ff8b7e972f8,https://www.last.fm/music/Steve+Mackey,STEVE MACKEY
Dexter Selboy,https://soundcloud.com/dexter-selboy,THE BANDSTAND,FRIDAY,14:00 - 14:50,,https://www.last.fm/music/Dexter+Selboy,DEXTER SELBOY
Dick Trevor,,GLADE LOUNGE,THURSDAY,19:15 - 20:30,,https://www.last.fm/music/Dick+Trevor,DICK TREVOR
Dickster,,GLADE LOUNGE,SATURDAY,01:00 - 03:00,6d642546-8188-4189-b25a-3a0bedab5b45,https://www.last.fm/music/Dickster,DICKSTER
Digital Mystikz,,WOW!,SUNDAY,01:00 - 02:30,2c1583ab-3bfa-41b9-b849-4d4b5d891339,https://www.last.fm/music/Digital+Mystikz,DIGITAL MYSTIKZ
Dimension,http://dimension.live,THE TEMPLE,SATURDAY,00:30 - 01:30,e9a583d6-754c-43d1-9462-0a73562bd717,https://www.last.fm/music/Dimension,DIMENSION
Diplo,,THE GAS TOWER,FRIDAY,03:00 - 04:00,a56bd8f9-8ef8-4d63-89a4-794ed1360dd2,https://www.last.fm/music/Diplo,DIPLO
Jillionare,,THE GAS TOWER,FRIDAY,03:00 - 04:00,,https://www.last.fm/music/Jillionare,JILLIONARE
Disco Freaks,http://HTTP://DISCOFREAKS.CO.UK,VILLAGE INN,SATURDAY,23:00 - 01:00,ed947703-783e-43e6-ae2c-95a4e79a6379,https://www.last.fm/music/Disco+Freaks,DISCO FREAKS
Disco Halal,http://www.discohalal.com/,THE BEAT HOTEL,WEDNESDAY,19:30 - 21:00,,https://www.last.fm/music/Disco+Halal,DISCO HALAL
Dizraeli & Downlow,http://www.dizraeli.com,RUMSHACK,SATURDAY,23:00 - 00:00,,https://www.last.fm/music/Dizraeli+&+Downlow,DIZRAELI & DOWNLOW
Dizzee Rascal,http://www.dizzeerascal.co.uk/,WEST HOLTS STAGE,FRIDAY,22:30 - 23:40,1a99cc88-aea3-4fe3-96b9-20791667f65f,https://www.last.fm/music/Dizzee+Rascal,DIZZEE RASCAL
dizzit,,GLADE LOUNGE,SUNDAY,20:20 - 21:25,,https://www.last.fm/music/dizzit,DIZZIT
DJ Badly,,SONIC,SUNDAY,12:00 - 12:15,,https://www.last.fm/music/DJ+Badly,DJ BADLY
DJ Caspa,https://soundcloud.com/tundecas41,LONDON UNDERGROUND,SATURDAY,04:00 - 06:00,,https://www.last.fm/music/DJ+Caspa,DJ CASPA
DJ Chamber,http://www.djchamber.com,SPACEPORT,SATURDAY,18:55 - 19:55,,https://www.last.fm/music/DJ+Chamber,DJ CHAMBER
Dephect,http://www.djchamber.com,SPACEPORT,SATURDAY,18:55 - 19:55,,https://www.last.fm/music/Dephect,DEPHECT
DJ Dan,,THE RABBIT HOLE,SUNDAY,17:30 - 18:00,bdd5f1dc-4da4-4892-82ce-81bf8f459d30,https://www.last.fm/music/DJ+Dan,DJ DAN
DJ Emerald,,THE RABBIT HOLE,SATURDAY,21:30 - 22:00,,https://www.last.fm/music/DJ+Emerald,DJ EMERALD
DJ Flight,http://djflight.co.uk/,LONDON UNDERGROUND,THURSDAY,21:30 - 00:00,98b6c6a8-0458-40aa-aa54-1c852d395b26,https://www.last.fm/music/DJ+Flight,DJ FLIGHT
Craggz,http://djflight.co.uk/,LONDON UNDERGROUND,THURSDAY,21:30 - 00:00,723e4187-1cfa-41df-98cc-75cd7ac8ed6d,https://www.last.fm/music/Craggz,CRAGGZ
DJ Fred,,RUMSHACK,THURSDAY,23:00 - 00:00,8152c5e2-65f2-4137-8938-74425d6cf173,https://www.last.fm/music/DJ+Fred,DJ FRED
DJ James Monro,http://www.djjamesmonro.com,GLADE LOUNGE,THURSDAY,00:00 - 03:00,,https://www.last.fm/music/DJ+James+Monro,DJ JAMES MONRO
Dj Lolita,,GULLY,FRIDAY,12:00 - 13:00,,https://www.last.fm/music/Dj+Lolita,DJ LOLITA
DJ Lucinda,,THE CAVE,THURSDAY,21:00 - 22:00,,https://www.last.fm/music/DJ+Lucinda,DJ LUCINDA
DJ Luck & MC Neat,http://www.djluckandmcneat.com/,PUSSY PARLURE,SUNDAY,20:45 - 21:45,3125c041-82c3-4861-9bbb-7a738df46829,https://www.last.fm/music/DJ+Luck+&+MC+Neat,DJ LUCK & MC NEAT
DJ Nature,http://www.dj-nature.squares.net/,WOW!,THURSDAY,00:00 - 01:00,,https://www.last.fm/music/DJ+Nature,DJ NATURE
DJ PONY MONTANA,http://www.ponymontana.net,GLADE LOUNGE,SUNDAY,18:00 - 19:10,,https://www.last.fm/music/DJ+PONY+MONTANA,DJ PONY MONTANA
DJ Randall,,SPACEPORT,SATURDAY,01:30 - 02:55,,https://www.last.fm/music/DJ+Randall,DJ RANDALL
DJ Die,,SPACEPORT,SATURDAY,01:30 - 02:55,ddf2fef8-21e4-460b-bc9b-5b64a4ee7399,https://www.last.fm/music/DJ+Die,DJ DIE
DJ Shadow,http://djshadow.com/,JOHN PEEL STAGE,SATURDAY,19:30 - 20:30,efa2c11a-1a35-4b60-bc1b-66d37de88511,https://www.last.fm/music/DJ+Shadow,DJ SHADOW
dj simon lloyd,,THE RABBIT HOLE,SATURDAY,18:45 - 19:30,,https://www.last.fm/music/dj+simon+lloyd,DJ SIMON LLOYD
DJ Tennis,https://www.facebook.com/tennisdj/,THE BEAT HOTEL,FRIDAY,00:00 - 03:00,e3f7dc2c-40d3-41ee-b120-3b4cd9fe90bd,https://www.last.fm/music/DJ+Tennis,DJ TENNIS
moscoman,https://www.facebook.com/tennisdj/,THE BEAT HOTEL,FRIDAY,00:00 - 03:00,,https://www.last.fm/music/moscoman,MOSCOMAN
DJ Von,,SONIC,SATURDAY,13:00 - 14:15,,https://www.last.fm/music/DJ+Von,DJ VON
DJ Yoda,,THE RABBIT HOLE'S FUNKINGHAM PALACE,FRIDAY,22:00 - 23:00,c266a7ab-7b9f-478f-a26d-91c5f8f04c7c,https://www.last.fm/music/DJ+Yoda,DJ YODA
Oli Bayston,http://kicknclap.co.uk/,THE ROCKET LOUNGE,SUNDAY,22:00 - 05:00,,https://www.last.fm/music/Oli+Bayston,OLI BAYSTON
Wrongtom,http://kicknclap.co.uk/,THE ROCKET LOUNGE,SUNDAY,22:00 - 05:00,0e9cfaf2-5739-4ce6-ac6e-9f000a16a213,https://www.last.fm/music/Wrongtom,WRONGTOM
Cherish Kaya,http://kicknclap.co.uk/,THE ROCKET LOUNGE,SUNDAY,22:00 - 05:00,,https://www.last.fm/music/Cherish+Kaya,CHERISH KAYA
DLR,,THE CAVE,SUNDAY,23:00 - 00:00,fdbe937d-ec92-4009-8aca-bd883a5c9d21,https://www.last.fm/music/DLR,DLR
MC Gusto,,THE CAVE,SUNDAY,23:00 - 00:00,,https://www.last.fm/music/MC+Gusto,MC GUSTO
Dominic Berry,,GREENPEACE,WEDNESDAY,14:30 - 15:00,,https://www.last.fm/music/Dominic+Berry,DOMINIC BERRY
Don Letts,,GLADE,FRIDAY,16:15 - 17:15,,https://www.last.fm/music/Don+Letts,DON LETTS
Donae'o,,GULLY,SUNDAY,19:15 - 20:15,5c2b4c4b-a0dc-4317-a4de-92fd46ab2417,https://www.last.fm/music/Donae%27o,DONAE'O
Doublscotch,,THE TEMPLE,FRIDAY,23:00 - 00:30,,https://www.last.fm/music/Doublscotch,DOUBLSCOTCH
Dr Bluegrass & the Illbilly 8,http://goodtimesmusic.co.uk/artists/dr-bluegrass-the-illbilly-8/,SMALL WORLD STAGE,THURSDAY,02:45 - 03:45,,https://www.last.fm/music/Dr+Bluegrass+&+the+Illbilly+8,DR BLUEGRASS & THE ILLBILLY 8
Dr Bluegrass and the Illbilly 8,,BIMBLE INN,THURSDAY,17:00 - 17:45,,https://www.last.fm/music/Dr+Bluegrass+and+the+Illbilly+8,DR BLUEGRASS AND THE ILLBILLY 8
Dr. Dog,http://www.drdogmusic.com/,THE PARK STAGE,SUNDAY,12:50 - 13:35,e9aed5e5-ed35-4244-872e-194862290295,https://www.last.fm/music/Dr.+Dog,DR. DOG
Dreadzone,http://www.dreadzone.com/,LEFT FIELD,SUNDAY,21:00 - 22:00,a10ca116-02af-4989-9a91-fb25585216f7,https://www.last.fm/music/Dreadzone,DREADZONE
Drew Moyo,,THE GAS TOWER,THURSDAY,18:30 - 19:00,,https://www.last.fm/music/Drew+Moyo,DREW MOYO
Dropkick Murphys,http://www.dropkickmurphys.com/,OTHER STAGE,SUNDAY,13:35 - 14:25,e8374874-4178-4869-b92e-fef6bf30dc04,https://www.last.fm/music/Dropkick+Murphys,DROPKICK MURPHYS
Dua Lipa,http://dualipa.com/,JOHN PEEL STAGE,FRIDAY,14:10 - 15:00,,https://www.last.fm/music/Dua+Lipa,DUA LIPA
Dungeon Meat,https://dungeonmeat.com/,NYC DOWNLOW,SUNDAY,00:30 - 01:50,9c3cdb02-35e9-42b8-81c2-afb6e77add3a,https://www.last.fm/music/Dungeon+Meat,DUNGEON MEAT
Dutch Uncles,http://dutchuncles.co.uk/,WILLIAM'S GREEN,FRIDAY,17:00 - 17:40,fcb6b8af-028a-415c-a4d6-01ddb47dbaff,https://www.last.fm/music/Dutch+Uncles,DUTCH UNCLES
E. Coli,,SALON CAROUSEL,FRIDAY,04:00 - 05:00,8ee231f7-8b43-4bcd-bc0d-4e853fbe9914,https://www.last.fm/music/E.+Coli,E. COLI
Earl Jeffers,https://soundcloud.com/chesus-aka-earl-jeffers,THE BEAT HOTEL,WEDNESDAY,16:30 - 18:00,e8d59f14-c363-476a-ba80-b396392c253a,https://www.last.fm/music/Earl+Jeffers,EARL JEFFERS
Mc Ribbz,,THE GAS TOWER,FRIDAY,05:00 - 06:00,,https://www.last.fm/music/Mc+Ribbz,MC RIBBZ
Eats Everything,,THE GAS TOWER,FRIDAY,05:00 - 06:00,dd64ccdc-8087-47ab-8774-a40a4c37a3d9,https://www.last.fm/music/Eats+Everything,EATS EVERYTHING
Ellis Dee,,THE GAS TOWER,FRIDAY,05:00 - 06:00,98379555-c673-494c-8b85-d4ab2523aacd,https://www.last.fm/music/Ellis+Dee,ELLIS DEE
Echo Town,http://www.echotown.co.uk,CROISSANT NEUF,SATURDAY,13:00 - 14:00,,https://www.last.fm/music/Echo+Town,ECHO TOWN
Ed Cartwright,,THE RABBIT HOLE'S FUNKINGHAM PALACE,SATURDAY,22:00 - 23:00,,https://www.last.fm/music/Ed+Cartwright,ED CARTWRIGHT
Ed Sheeran,http://www.edsheeran.com,PYRAMID STAGE,SUNDAY,21:45 - 23:15,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,https://www.last.fm/music/Ed+Sheeran,ED SHEERAN
Eddy Temple Morris,http://eddytm.com/,GREENPEACE/ENGINE ROOM,SATURDAY,01:30 - 03:00,2876d305-da65-4ba0-a3f8-c63f9af2d353,https://www.last.fm/music/Eddy+Temple+Morris,EDDY TEMPLE MORRIS
Eddy Temple-Morris,https://www.facebook.com/eddytemplemorris,JAGZ'S ACID LOUNGE,SATURDAY,04:00 - 06:00,,https://www.last.fm/music/Eddy+Temple-Morris,EDDY TEMPLE-MORRIS
El Dusty,http://eldusty.tumblr.com/,CLASH,SUNDAY,12:00 - 01:30,,https://www.last.fm/music/El+Dusty,EL DUSTY
Electric Swing Circus,,CROISSANT NEUF,FRIDAY,01:00 - 02:00,,https://www.last.fm/music/Electric+Swing+Circus,ELECTRIC SWING CIRCUS
Elle & the Pocket Belles,,CROISSANT NEUF,THURSDAY,21:00 - 21:30,,https://www.last.fm/music/Elle+&+the+Pocket+Belles,ELLE & THE POCKET BELLES
Elle and the Pocket Belles,http://www.pocketbelles.com,AVALON CAFÉ STAGE,THURSDAY,16:00 - 16:45,,https://www.last.fm/music/Elle+and+the+Pocket+Belles,ELLE AND THE POCKET BELLES
Em Williams,,GREENPEACE/ENGINE ROOM,THURSDAY,00:30 - 01:30,,https://www.last.fm/music/Em+Williams,EM WILLIAMS
Emily Barker,http://www.emilybarker.com/,ACOUSTIC STAGE,FRIDAY,14:30 - 15:10,261f009d-f62e-4bbc-bc47-5de2bf447bbc,https://www.last.fm/music/Emily+Barker,EMILY BARKER
Equal Echo,,GREENPEACE/ENGINE ROOM,FRIDAY,13:10 - 13:50,,https://www.last.fm/music/Equal+Echo,EQUAL ECHO
Extreme Noise Terror,https://extremenoiseterror.bandcamp.com/,EARACHE EXPRESS,THURSDAY,23:15 - 00:00,709af0d0-dcb6-4858-b76d-05a13fc9a0a6,https://www.last.fm/music/Extreme+Noise+Terror,EXTREME NOISE TERROR
Fabio & Grooverider,http://www.fabioandgroove.com/,ARCADIA,SUNDAY,00:30 - 01:30,4ded8b42-a2b4-4a82-9c06-8938899ddc8a,https://www.last.fm/music/Fabio+&+Grooverider,FABIO & GROOVERIDER
Fabio,http://www.fabioandgroove.com/,ARCADIA,SUNDAY,00:30 - 01:30,fbfc8e4e-a049-4873-a605-0336f2d45883,https://www.last.fm/music/Fabio,FABIO
Grooverider,http://www.fabioandgroove.com/,ARCADIA,SUNDAY,00:30 - 01:30,1b3295ef-f77f-40ba-a5c4-567db00cacdf,https://www.last.fm/music/Grooverider,GROOVERIDER
Factory Floor,,GLADE,SATURDAY,16:25 - 17:25,1ad28cfc-cf6f-4f0c-a902-5066a0d02fff,https://www.last.fm/music/Factory+Floor,FACTORY FLOOR
Faith Mussa,,GREENPEACE/ENGINE ROOM,FRIDAY,15:20 - 16:00,,https://www.last.fm/music/Faith+Mussa,FAITH MUSSA
Fakear,,THE BLUES,SUNDAY,22:00 - 23:30,7c707d22-1c9c-4e72-bc8d-640baa5e2ba5,https://www.last.fm/music/Fakear,FAKEAR
Fannar,,THE MEAT RACK,WEDNESDAY,20:00 - 21:30,,https://www.last.fm/music/Fannar,FANNAR
Fantastic Man,https://fantasticman.bandcamp.com/,THE BEAT HOTEL,THURSDAY,17:00 - 18:30,3872b793-9abe-4278-b1d1-5c8f8aded2e3,https://www.last.fm/music/Fantastic+Man,FANTASTIC MAN
Fatboy Slim,http://www.fatboyslim.net/,SONIC,SATURDAY,23:00 - 00:30,ba81eb4a-0c89-489f-9982-0154b8083a28,https://www.last.fm/music/Fatboy+Slim,FATBOY SLIM
Father John Misty,https://www.fatherjohnmisty.com/,JOHN PEEL STAGE,SATURDAY,21:00 - 22:00,172053e5-a7fb-4548-a64d-c53858b5e775,https://www.last.fm/music/Father+John+Misty,FATHER JOHN MISTY
Fatman Sound,,LONDON UNDERGROUND,SUNDAY,23:30 - 03:30,,https://www.last.fm/music/Fatman+Sound,FATMAN SOUND
Mr Solid Gold,http://www.feelmybicep.com/,STONEBRIDGE BAR,SATURDAY,22:00 - 05:00,,https://www.last.fm/music/Mr+Solid+Gold,MR SOLID GOLD
Job Jobse,http://www.feelmybicep.com/,STONEBRIDGE BAR,SATURDAY,22:00 - 05:00,,https://www.last.fm/music/Job+Jobse,JOB JOBSE
Hammer,http://www.feelmybicep.com/,STONEBRIDGE BAR,SATURDAY,22:00 - 05:00,d32b6342-e4b6-456a-a83a-7ab2743f7bcc,https://www.last.fm/music/Hammer,HAMMER
Max Pask,http://www.feelmybicep.com/,STONEBRIDGE BAR,SATURDAY,22:00 - 05:00,,https://www.last.fm/music/Max+Pask,MAX PASK
Park Ranger,http://www.feelmybicep.com/,STONEBRIDGE BAR,SATURDAY,22:00 - 05:00,d733c89e-2777-4bc7-a287-6237d2e553b3,https://www.last.fm/music/Park+Ranger,PARK RANGER
Feel The Real,,PUSSY PARLURE,FRIDAY,00:30 - 01:30,,https://www.last.fm/music/Feel+The+Real,FEEL THE REAL
Fekky,,THE BLUES,SATURDAY,15:00 - 15:30,051e531e-a5a1-4c78-abab-eb867318f69d,https://www.last.fm/music/Fekky,FEKKY
Felix Dickinson,,GENOSYS,SUNDAY,03:30 - 05:00,,https://www.last.fm/music/Felix+Dickinson,FELIX DICKINSON
FERAL is KINKY,http://www.feraliskinky.com,SPACEPORT,THURSDAY,18:00 - 19:15,d6c3d6e4-86e8-482c-9084-ff05baadc983,https://www.last.fm/music/FERAL+is+KINKY,FERAL IS KINKY
FFF,,SALON CAROUSEL,FRIDAY,02:00 - 03:00,758becd5-577e-4164-acaa-79d0ba5f07db,https://www.last.fm/music/FFF,FFF
Fierce,,SENSATION SEEKERS STAGE,FRIDAY,23:10 - 23:55,cf06127c-db8d-467e-94f1-d8c2efc5f0c3,https://www.last.fm/music/Fierce,FIERCE
Figs In Wigs,https://WWW.FIGSINWIGS.COM,BREAD AND ROSES,THURSDAY,21:00 - 21:30,,https://www.last.fm/music/Figs+In+Wigs,FIGS IN WIGS
