title,url,stage,day,time,description
SKINNY PELEMBE,https://www.instagram.com/skinnypelembe/?hl=en,WEST HOLTS STAGE,SUNDAY,11:00 - 12:00,"Genre-mashing, forward-facing music from the South African born producer and singer coming off the back of his second album ‘Hardly The Same Snake’."
SKREAM B2B INTERPLANETARY CRIMINAL,https://www.instagram.com/skreamizm/    // https://www.instagram.com/interplanetary_criminal93,ARCADIA,SATURDAY,01:00 - 02:00,
SKREAM,http://oliver jones (@skreamizm) • instagram photos and videos,NOWHERE,THURSDAY,18:00 - 18:30,
SKREAM,https://www.instagram.com/skreamizm/,NOWHERE,SATURDAY,04:45 - 06:00,
SLACKLINE SCHOOL,http://www.theslacklineschool.co.uk/,CIRCUS FIELD,WEDNESDAY,11:30 - 15:30,
SLACKLINE SCHOOL,http://www.theslacklineschool.co.uk/,CIRCUS FIELD,THURSDAY,11:30 - 15:30,
SLACKLINE SCHOOL,http://www.theslacklineschool.co.uk/,CIRCUS FIELD,FRIDAY,11:00 - 18:00,
SLACKLINE SCHOOL,http://www.theslacklineschool.co.uk/,CIRCUS FIELD,SATURDAY,11:00 - 18:00,
SLACKLINE SCHOOL,http://www.theslacklineschool.co.uk/,CIRCUS FIELD,SUNDAY,11:30 - 15:30,
SLAMBOREE,https://www.slamboree.co.uk/,SENSATION SEEKERS STAGE,THURSDAY,22:48 - 23:48,
SLAMBOREE,https://www.slamboree.co.uk/,SENSATION SEEKERS STAGE,SATURDAY,02:00 - 03:00,
SLEAZE,https://www.facebook.com/wearesleaze/?locale=en_gb,STRUMMERVILLE,THURSDAY,23:00 - 23:45,
SLEAZE,,BIMBLE INN,FRIDAY,21:30 - 23:00,
SLICK AND BOBBIE TAKEOVER,,STRUMMERVILLE,SUNDAY,23:00 - 23:30,
SLICK AND BOBBIE TAKEOVER,,STRUMMERVILLE,SUNDAY,21:00 - 21:30,
SLICK AND BOBBIE TAKEOVER,,STRUMMERVILLE,SUNDAY,20:00 - 20:30,
SLICK AND BOBBIE TAKEOVER,,STRUMMERVILLE,SUNDAY,19:00 - 19:45,
SLICK ANDBOBBIE TAKEOVER,,STRUMMERVILLE,SUNDAY,22:00 - 22:30,
SLOWDIVE,https://www.instagram.com/slowdiveofficial/?hl=en,WOODSIES,SUNDAY,17:00 - 18:00,"Nearly ten years after they reformed and 30 years since the original line up’s last show, the shoegazing legends return with a new album and live show."
SMASH HITS,,NOWHERE,THURSDAY,14:00 - 15:00,
SMIRKINS,https://youtu.be/b2ohxmddo6a,MANDALA STAGE,THURSDAY,16:00 - 17:00,
SMOOCH,,CIRCUS BIG TOP,SUNDAY,18:22 - 19:07,
SMOOVE & TURRELL LIVE,https://smooveandturrell.com/,TRUTH STAGE,FRIDAY,17:30 - 18:30,
SMOOVE & TURRELL LIVE,https://smooveandturrell.com/,TRUTH STAGE,FRIDAY,14:00 - 17:30,
SNAZZBACK MEETS FLOWDAN AND GROVE,https://www.facebook.com/snazzback/,TRUTH STAGE,THURSDAY,22:30 - 23:15,
SNAZZBACK,https://snazzback.bandcamp.com/album/ruins-everything,THE BANDSTAND,FRIDAY,19:30 - 20:30,
SNIFF 'N' THE TEARS,https://www.sniffnthetears.com,ACOUSTIC STAGE,FRIDAY,13:00 - 13:40,"Stripped back acoustic incarnation of the ‘Driver’s Seat’ hit makers, filled with poetic lyrics contrasting day to day life and love with darker observations on the state of the world."
SOICHI TERADA (LIVE),,THE WOW,SUNDAY,18:00 - 19:30,Electronic musician from Japan who’s been nurturing his own “charming” house sounds for some time.
SOIL SESSIONS: JOURNEY BENEATH THE RAVE TREE - MUSICIANS AND DJS,,THE RHIZOSPHERE,THURSDAY,22:00 - 02:00,
SOIL SESSIONS: JOURNEY BENEATH THE RAVE TREE - MUSICIANS AND DJS,,THE RHIZOSPHERE,FRIDAY,22:00 - 02:00,
SOIL SESSIONS: JOURNEY BENEATH THE RAVE TREE - MUSICIANS AND DJS,,THE RHIZOSPHERE,SATURDAY,22:00 - 02:00,
SOL CINEMA,http://www.thesolcinema.org,BELLA'S FIELD,THURSDAY,13:30 - 16:30,
SOL CINEMA,http://www.thesolcinema.org,BELLA'S FIELD,FRIDAY,12:00 - 18:00,
SOL CINEMA,http://www.thesolcinema.org,BELLA'S FIELD,SATURDAY,12:00 - 18:00,
SOLAR + MOZHGAN,,THE WOW,THURSDAY,21:00 - 22:30,"Two US imports; Solar, a staple of the Bay Area’s underground scene with Mozhgan’s passion for contemporary, dark, and mysterious sounds."
SOLSTICE,https://www.solsticeprog.uk,TOAD HALL,SATURDAY,23:00 - 23:50,
SONG WORKSHOPS,https://www.facebook.com/listentoleti/,HUMBLEWELL ACTIVE PLATFORM,SUNDAY,11:45 - 12:45,
SONGWRITING WORKSHOP WITH LETI,https://www.facebook.com/listentoleti/,HUMBLEWELL ACTIVE PLATFORM,THURSDAY,12:15 - 13:15,
SONGWRITING WORKSHOP WITH LETI,https://www.facebook.com/listentoleti/,HUMBLEWELL ACTIVE PLATFORM,FRIDAY,12:15 - 13:15,
SONGWRITING WORKSHOP WITH LETI,https://www.facebook.com/listentoleti/,HUMBLEWELL ACTIVE PLATFORM,SATURDAY,11:00 - 12:00,
SONIA STEIN,https://www.instagram.com/soniasteinmusic/?hl=en,STRUMMERVILLE,SATURDAY,14:00 - 14:30,
SONIDO TUPINAMBA,,HMS SWEET CHARITY,THURSDAY,00:30 - 02:00,
SONIDO TUPINAMBA,,HMS SWEET CHARITY,SATURDAY,04:00 - 06:00,
SONWAH,,BLIND TIGER,SUNDAY,18:00 - 19:00,
SOPHIE COWEN,http://d0 i have the power to tackle the fossil fuel industry? the answer is in your pocket,SPEAKERS FORUM,THURSDAY,11:00 - 12:00,
SOPHIE ELLIS-BEXTOR,https://sophieellisbextor.net/,PYRAMID STAGE,SUNDAY,12:15 - 13:00,"The queen of kitchen disco and, of course Murder On The Dancefloor’, gets the party started on the back of her just released new album ‘Hana’."
SOREL REGAN FROM CIRK HES - NEXTGEN,https://www.circusworksdevoran.org/,OUTSIDE CIRCUS STAGE,FRIDAY,20:03 - 20:09,
SPACE HAWKS TRIBUTE TO NIK TURNER AND MICK SLATTERY- FEATURING MEMBERS AND FRIENDS OF SPACE RITUAL,https://www.facebook.com/mandalastage/videos/587130079899958/,MANDALA STAGE,SATURDAY,00:00 - 01:00,
SPACE HAWKS TRIBUTE TO NIK TURNER AND MICK SLATTERY- FEATURING MEMBERS AND FRIENDS OF SPACE RITUAL,https://www.facebook.com/mandalastage/videos/587130079899958/,MANDALA STAGE,SATURDAY,23:00 - 00:00,
SPACE MISTRESS,https://www.instagram.com/spacemistresss/,THE SISTXRHOOD,SATURDAY,00:00 - 01:00,
SPARKS,https://allsparks.com/,THE PARK STAGE,FRIDAY,21:15 - 22:15,Legendary electronic duo with a catalogue of quirky pop hits and fans from Macca and Franz Ferdinand to New Order.
SPARROW,,CORNISH ARMS,THURSDAY,12:00 - 14:00,
SPARROW,,CORNISH ARMS,SATURDAY,10:00 - 12:00,
SPEAKERS CORNER QUARTET,https://www.instagram.com/speakerscornerquartet/?hl=en-gb,WEST HOLTS STAGE,SUNDAY,15:30 - 16:30,"A very special performance from this South London supergroup with guests including Kae Tempest, Shabaka Hutchings, Tirzah and many more."
SPECIAL GUEST: DANIEL GONCALVES,http://danielgoncalves.eu/,RIMSKI'S YARD,SUNDAY,17:30 - TBA,
SPENCER JONES,https://www.spendals.co.uk/,CABARET,FRIDAY,14:35 - 14:55,
SPENCER JONES,https://www.spendals.co.uk/,CABARET,SATURDAY,13:50 - 14:10,
SPFDJ,https://www.instagram.com/spfd.j/,THE TEMPLE,FRIDAY,03:30 - 04:45,
SPIDER-MAN: ACROSS THE SPIDER-VERSE CERT TBC,https://www.imdb.com/title/tt9362722/,PILTON PALAIS CINEMA,SATURDAY,12:30 - 14:30,
SPLASH TEST DUMMIES,https://www.dummiescorp.com/,THE ASTROLABE THEATRE,FRIDAY,11:00 - 12:00,
SPLASH TEST DUMMIES,https://www.dummiescorp.com/,THE ASTROLABE THEATRE,SATURDAY,11:00 - 12:00,
SPLASH TEST DUMMIES,https://www.dummiescorp.com/,THE ASTROLABE THEATRE,SUNDAY,11:00 - 12:00,
SPLINTERS,,THE BANDSTAND,FRIDAY,14:00 - 14:40,
SPOT MY G,https://www.instagram.com/spot.my.g/,THE SISTXRHOOD,SATURDAY,02:30 - 04:00,
SPYRO,https://instagram.com/yesspyro?igshid=ymmymta2m2y=,THE SALON CAROUSEL,SATURDAY,00:00 - 01:00,
STACKY,https://www.instagram.com/stacky/,VILLAGE INN,THURSDAY,16:00 - 18:00,
STACKY,https://www.instagram.com/stacky/,TOLPUDDLE,FRIDAY,21:30 - 23:30,
STANLAEY,https://www.stanlaey.com,THE BANDSTAND,FRIDAY,11:45 - 12:15,
STANTON WARRIORS,https://soundcloud.com/stantonwarriors,RABBIT HOLE'S FUNKINGHAM PALACE,SATURDAY,01:00 - 02:30,
STANTON WARRIORS,https://www.facebook.com/stantonwarriors/,BIMBLE INN,SATURDAY,03:45 - 05:30,
STAR FEMININE BAND,https://www.instagram.com/starfeminineband/?hl=en,WEST HOLTS STAGE,FRIDAY,11:30 - 12:30,"A militant but joyful sound from these young girls from Benin, celebrating freedom, optimism and the emancipation of African women."
STAR ONE,http://star.one (@staroneuk) • instagram photos and videos,NOWHERE,SATURDAY,22:00 - 23:00,
STAY HUNGRY,https://stay-hungry.co.uk/,THE HIVE,SATURDAY,17:00 - 17:45,50 YEARS OF HIP HOP CELEBRATION
STEFFLON DON,https://officialstefflondon.com/,PYRAMID STAGE,FRIDAY,14:45 - 15:45,"MOBO-winning British rapper who has worked with Nile Rogers, Sean Paul and Skepta while amassing millions of hits for her own dancehall-tinged R&B."
STEPHEN FROST IMPRO ALLSTARS,,THE ASTROLABE THEATRE,FRIDAY,15:20 - 16:20,
STEPHEN FROST IMPRO ALLSTARS,,THE ASTROLABE THEATRE,SATURDAY,15:20 - 16:20,
STEPHEN K AMOS,https://www.stephenkamos.com/,CABARET,SUNDAY,18:50 - 19:20,
STEVE DAVIS & KAVUS TORABI,https://www.facebook.com/kavustorab,GLADE DOME,FRIDAY,01:25 - 02:55,
STEVE EARLE,http://steveearle.com,ACOUSTIC STAGE,FRIDAY,20:00 - 21:00,"Legendary purveyor of gritty Americana, a Grammy award winner and Nashville Songwriters Hall of Fame inductee, no less."
STEVE KNIGHTLEY,https://showofhands.co.uk,TOAD HALL,SATURDAY,21:00 - 21:45,
STEVE KNIGHTLEY,,AVALON'S CAFÉ STAGE,THURSDAY,19:00 - 19:45,
STEVE RAWLINGS,https://steverawlingsjuggler.com/,CIRCUS BIG TOP,FRIDAY,21:41 - 22:01,
STEVE RAWLINGS,https://steverawlingsjuggler.com/,CIRCUS BIG TOP,SATURDAY,21:42 - 22:02,
STEVE RAWLINGS,https://steverawlingsjuggler.com/,CIRCUS BIG TOP,SUNDAY,15:39 - 15:59,
STEVEN JULIEN,https://www.instagram.com/stevenjulien/?hl=en,SAN REMO,FRIDAY,17:30 - 19:00,
STEVIE P,,SMALL WORLD STAGE,FRIDAY,12:00 - 12:45,
STONE,https://www.stone.band/,BBC MUSIC INTRODUCING,FRIDAY,19:00 - 19:30,Often bruising Scouse punk with a side of bottled-up chaos inspired by a whole host of alt rock legends and the times we live in.
STORM MOLLISON,,STONEBRIDGE BAR,THURSDAY,18:00 - 19:00,
STORY TELLING WITH EMMA CHARLTON,https://www.earthflowertherapies.com/story-telling,HUMBLEWELL RETREAT YURT,SUNDAY,12:15 - 13:15,
STRANDZ,,THE LONELY HEARTS CLUB,FRIDAY,19:45 - 20:15,South London rapper re-imagining 90s hip hop.
STRUMMERVILLE DJS,,STRUMMERVILLE,FRIDAY,13:00 - 14:45,
STRUMMERVILLE SESSIONS,,STRUMMERVILLE,SUNDAY,12:00 - 16:00,
STRUMMERVILLE SESSIONS,,STRUMMERVILLE,SUNDAY,12:00 - 13:55,
STUART GOLDSMITH (COMPERE),https://www.stuartgoldsmith.com/,THE ASTROLABE THEATRE,THURSDAY,19:00 - 00:05,
STUART GOLDSMITH,https://www.stuartgoldsmith.com/,CABARET,SUNDAY,17:05 - 17:35,
SUB ATOMIC SOULS,https://www.facebook.com/subatomicsoulspage/?locale=en_gb,THE ROCKET LOUNGE,SUNDAY,00:00 - 01:00,
SUB FOCUS B2B DIMENSION FT. ID,https://www.instagram.com/subfocus/ https://www.instagram.com/dimension/,THE TEMPLE,SUNDAY,00:00 - 01:00,
SUB FOCUS DJ SET & ID,,THE LEVELS,SATURDAY,20:00 - 21:30,"Revisiting his 90s roots with some Chemicals-inspired electronica, hardcore and jungle as heard on his new album ‘Evolve’."
SUBB-AN,https://www.instagram.com/subb_an/,GREENPEACE,SATURDAY,22:45 - 00:00,
SUCHI,,THE LEVELS,SUNDAY,12:00 - 13:30,"Unique mix of Norwegian Sami Joik fused with broken beats, soft tabla and ethereal vocals."
SUDAN ARCHIVES,https://sudanarchives.com/,WEST HOLTS STAGE,SATURDAY,14:30 - 15:30,The release of ‘Natural Brown Prom Queen’ has catapulted the LA based artist into the mainstream. Her bass-quaking live sets are something really special.
SUGARBEAR AND NINEBOB,"https://www.instagram.com/habanawax_records/?hl=en
 https://www.facebook.com/thenycdownlow/photos/a.3024906544259089/3635530256530045/?type=3",THE MEAT RACK,FRIDAY,04:30 - 06:00,
"SULTA SELECTS W/ DENIS SULTA, DAN SHAKE B2B ELKKA + AHADADREAM",,STONEBRIDGE BAR,SATURDAY,16:00 - 22:00,
SUN KINGS,https://soundcloud.com/user-909871868,THE BANDSTAND,THURSDAY,22:40 - 23:30,
SUNDAY HOST: DRAG SYNDROME & FRIENDS,,TRUTH STAGE,SUNDAY,21:30 - 05:00,
SUNS OF ACID,,FLYING BUS,SUNDAY,00:00 - 01:30,
SUPER SOCA SHOW,https://ujimaradio.com/show/super-soca-show/,THE BUG,THURSDAY,18:00 - 20:30,
SURF JAZ,https://www.youtube.com/watch?v=anogior0hpw,MANDALA STAGE,FRIDAY,19:00 - 20:00,
SURUSINGHE,,STONEBRIDGE BAR,SATURDAY,04:00 - 05:00,
SURUSINGHE,http://suze gurusinghe (@surusinghe) | instagram,NOWHERE,FRIDAY,18:00 - 19:00,
SWEET CHARITY DJS,,HMS SWEET CHARITY,SUNDAY,04:00 - 05:00,
SWEET CHARITY’S COSMIC GARDEN DJ’S,,HMS SWEET CHARITY,THURSDAY,12:00 - 20:30,
SWEET CHARITY’S COSMIC GARDEN DJ’S,,HMS SWEET CHARITY,FRIDAY,12:00 - 20:00,
SWEET CHARITY’S COSMIC GARDEN DJ’S,,HMS SWEET CHARITY,SATURDAY,12:00 - 20:00,
SWEET CHARITY’S COSMIC GARDEN DJ’S,,HMS SWEET CHARITY,SUNDAY,12:00 - 20:00,
SWINGBOATS,,GLEBELAND,THURSDAY,12:00 - 18:00,
SWINGBOATS,,GLEBELAND,FRIDAY,11:00 - 19:00,
SWINGBOATS,,GLEBELAND,SATURDAY,11:00 - 19:00,
SWINGBOATS,,GLEBELAND,SUNDAY,11:00 - 19:00,
SYD AND NIK,,AVALON'S CAFÉ STAGE,FRIDAY,15:05 - 15:35,
SYREETA (UK GARAGE SET),,STONEBRIDGE BAR,THURSDAY,20:30 - 22:00,
SYREETA,https://www.instagram.com/syreetamusic/,GLADE,FRIDAY,18:45 - 20:00,Drawing on chunky basslines and melodic grooves from a palette of house and techno.
SYREETA,https://www.instagram.com/syreetamusic,GREENPEACE,SUNDAY,23:30 - 01:00,
SYSTEM OLYMPIA,https://www.instagram.com/systemolympia/,SAN REMO,SATURDAY,15:30 - 17:00,
SYZ,https://www.instagram.com/olisyz/,BABYLON UPRISING,SATURDAY,01:00 - 02:00,
T. JACQUES,https://ra.co/dj/tjacques,THE MEAT RACK,SUNDAY,03:30 - 05:00,
T>I B2B D-MINDS (RUN IN THE JUNGLE SHOWCASE),https://www.instagram.com/the_infuriator/ https://www.instagram.com/dminds__/,THE TEMPLE,SUNDAY,02:00 - 03:00,
TAAHLIAH,,THE LEVELS,SUNDAY,20:00 - 21:30,DJ and producer renowned for laying warped vocals onto hard dance tracks and morphing mainstream pop tunes into experimental anthems.
TAIKO MEANTIME,https://facebook.com/taikomeantime,THE ASTROLABE THEATRE,FRIDAY,19:50 - 20:35,
TAIKO MEANTIME,https://facebook.com/taikomeantime,THE ASTROLABE THEATRE,SATURDAY,19:50 - 20:35,
TAIKO MEANTIME,https://facebook.com/taikomeantime,THE ASTROLABE THEATRE,SUNDAY,19:00 - 19:45,
TAKE THE JUMP TO A WORLD OF LESS STUFF AND MORE JOY,https://takethejump.org,TOAD HALL,SUNDAY,16:00 - 16:40,
TAKE THE JUMP,https://takethejump.org,LABORATORY STAGE,SATURDAY,13:30 - 14:00,
TALIESIN,https://fanlink.to/taliesin,THE RABBIT HOLE,FRIDAY,13:45 - 14:15,
TANK HOWLS,,BLIND TIGER,SUNDAY,13:00 - 14:00,
TANUKICHI,https://soundcloud.com/tanukichi,THE SALON CAROUSEL,SATURDAY,02:00 - 03:00,
TARA LILY,https://www.taralilymood.com/,BBC MUSIC INTRODUCING,SUNDAY,19:00 - 19:30,"Infectious blend of cool jazz, R&B and Indian classical music vying for space in the perfectly crafted songs of Motown UK’s first British signing."
TARZSA,https://www.instagram.com/tarzsa_williams/,PLATFORM 23,SUNDAY,23:00 - 00:00,
TASH LC,https://ra.co/dj/tash-lc,IICON,FRIDAY,04:30 - 06:00,
TASHA,http://tasha (@tasha_neighbourhood) • instagram photos and videos,NOWHERE,THURSDAY,17:30 - 18:00,
TAUTUMEITAS,https://www.tautumeitas.lv/home,TOAD HALL,SATURDAY,00:15 - 01:30,
TBA,,THE PARK STAGE,SATURDAY,19:45 - 20:45,
TBA,,GREENPEACE,SATURDAY,00:00 - 01:30,
TBA,,GREENPEACE,SUNDAY,15:30 - 17:00,
TBA,,BBC MUSIC INTRODUCING,FRIDAY,17:00 - 17:30,
TBA,,BBC MUSIC INTRODUCING,SATURDAY,17:45 - 18:30,
TBA,,BBC MUSIC INTRODUCING,SUNDAY,17:00 - 17:30,
TBA,,THE BANDSTAND,THURSDAY,15:20 - 16:00,
TBA,,THE LEVELS,FRIDAY,00:00 - 01:30,
TBA,,MAVERICKS,FRIDAY,00:00 - 03:00,
TBA,,MAVERICKS,SATURDAY,00:00 - 03:00,
TBA,,MAVERICKS,SUNDAY,00:00 - 02:00,
TBA,,THE RABBIT HOLE,SATURDAY,01:00 - 02:00,
TBA,,WOODSIES,FRIDAY,19:30 - 20:30,
TBA,,THE TEMPLE,FRIDAY,22:00 - 23:00,
TBA,,THE TEMPLE,SATURDAY,03:00 - 04:30,
TBA,,THE TEMPLE,SATURDAY,00:00 - 01:30,
TBA,,WOODSIES,SATURDAY,18:00 - 19:00,
TBA,,THE RUM SHACK,SUNDAY,00:00 - 01:00,
TBA,,NOWHERE,SUNDAY,01:00 - 02:00,
TBA,,NOWHERE,SUNDAY,00:00 - 01:00,
TBA,http://tbc,TRUTH STAGE,SATURDAY,01:30 - 02:15,
"TEACHINGS IN DUB TAKEOVER: DUBKASM, KING ORIGINAL SOUND (FEAT FOOTSIE, SIR SPYRO & JAH MODEL), ISHMAEL ENSEMBLE & RIDER SHAFIQUE (DJ SET), QUEEN BEE (BRISTOL HIFI)",,THE FIRMLY ROOTED SOUNDSYSTEM,FRIDAY,12:00 - 18:00,"A regular mash up of UK Jazz / electronic outfit, Ishmael Ensemble’s Pete Cunningham, the King Original Sound, the biggest sound system for the past 20 years, Dubkasm who are a major part of the international roots and dub movement, Rider Shafique (DJ set) and Queen Bee."
TEAM CANTEEN PRESENTS: 'OUR RIGHT TO EAT WELL',,THE INFORMATION,SUNDAY,13:15 - 14:00,
TEAM LOVE X BLACK BRITISH BOOK FESTIVAL PRESENTS: 'GOING AGAINST THE GRAIN',,THE INFORMATION,SUNDAY,14:30 - 15:15,"Hosted by Nathalie Olah, Da Metal Messiah, Franklyn Addo + Special Guests"
TELMARY (PA),https://www.instagram.com/_telmary_/,THE RUM SHACK,FRIDAY,23:45 - 00:30,
TELMARY,https://telmary.com,GLASTO LATINO,SATURDAY,00:00 - 01:30,"The Queen of Cuban hip hop, performing with her band HabanaSana. Described as"
TENTED TALK - CHRIS BARLTROP,https://www.centreforcircusculture.org/,CIRCUS BIG TOP,SATURDAY,10:30 - 11:15,
TENTED TALK - JANI FOLDI - CLOUDSWING,,CIRCUS BIG TOP,SATURDAY,11:20 - 12:05,
TENTED TALK - STREET THEATRE/BUSKING,,CIRCUS BIG TOP,FRIDAY,10:30 - 11:15,
TENTED TALK - TRAD CIRCUS,,CIRCUS BIG TOP,FRIDAY,11:20 - 12:05,
TEXAS,https://www.texas.uk.com/,PYRAMID STAGE,FRIDAY,16:15 - 17:15,Rekindling their 90s alt-rock success with further twists as heard on their most recent album ‘Hi’ featuring collaborations with Ghostface Killah of Wu-Tang Clan among others.
"THAT RAY'S TRANS CABARET. PERFORMERS: PURINA ALPHA, RUBIE, OEDIPUSSY REX, JO TYABJI, GORDIE SPORE AND STAR ANISE","https://www.instagram.com/itsthat_ray/ , https://www.instagram.com/purina.alpha/ , https://www.instagram.com/rubie____/ , https://www.instagram.com/oedipussi.rex/ ,",THE SISTXRHOOD,FRIDAY,00:00 - 02:00,
THE ANNUNAKI FANCLUB,,THE BANDSTAND,SUNDAY,19:15 - 20:00,
THE AUTUMN SAINTS,https://www.theautumnsaints.com/,THE HIVE,FRIDAY,15:00 - 16:00,
THE AUTUMN SAINTS,,AVALON'S CAFÉ STAGE,SATURDAY,16:35 - 17:05,
THE AUTUMN SAINTS,,AVALON'S CAFÉ STAGE,SUNDAY,10:30 - 11:30,
THE BAGHDADDIES,https://www.baghdaddies.com/,THE BANDSTAND,SATURDAY,00:00 - 01:00,
THE BAGHDADDIES,,AVALON'S CAFÉ STAGE,FRIDAY,00:20 - 01:20,
THE BEATBOX COLLECTIVE & FRIENDS,https://www.thebeatboxcollective.com/,GREENPEACE,SUNDAY,17:00 - 17:40,
THE BEATBOX COLLECTIVE,https://www.thebeatboxcollective.com/,THE BANDSTAND,SATURDAY,18:15 - 19:00,
THE BEATBOX COLLECTIVE,https://www.thebeatboxcollective.com/,THE BUG,FRIDAY,17:00 - 18:00,
THE BEATLES DUB CLUB,https://www.instagram.com/beatlesdubclub/?hl=en,TRUTH STAGE,THURSDAY,19:30 - 20:00,
THE BEATLES DUB CLUB,https://www.instagram.com/beatlesdubclub/?hl=en,TRUTH STAGE,THURSDAY,18:15 - 18:45,
THE BIG MOON,https://www.thebigmoon.co.uk/,WOODSIES,SUNDAY,14:00 - 15:00,"Euphoric indie pop, filled with hooks, harmonies and singalong choruses from this exuberant four piece who are already three albums to the good."
THE BIRTHDAY PARTY,https://www.facebook.com/glastonburybirthdays,JUGGLING TENT,FRIDAY,18:30 - 19:30,
THE BIRTHDAY PARTY,https://www.facebook.com/glastonburybirthdays,JUGGLING TENT,SATURDAY,18:30 - 19:30,
THE BIRTHDAY PARTY,https://www.facebook.com/glastonburybirthdays,JUGGLING TENT,SUNDAY,18:30 - 19:30,
THE BLACK EAGLES,,CIRCUS BIG TOP,FRIDAY,19:14 - 19:39,
THE BLACK EAGLES,,CIRCUS BIG TOP,SATURDAY,19:15 - 19:40,
THE BLACK EAGLES,,CIRCUS BIG TOP,SUNDAY,16:26 - 16:51,
THE BLACK EAGLES,,THE ASTROLABE THEATRE,FRIDAY,12:55 - 13:20,
THE BLACK EAGLES,,THE ASTROLABE THEATRE,SATURDAY,12:55 - 13:20,
THE BLACK EAGLES,,THE ASTROLABE THEATRE,SUNDAY,12:55 - 13:20,
THE BLESSED MADONNA,https://tbm.theblessedmadonna.co.uk/,GENOSYS SOUND SYSTEM,FRIDAY,00:00 - 02:00,
THE BODYGUARD (1992) SING A LONG 15,https://www.imdb.com/title/tt0103855/,PILTON PALAIS CINEMA,SATURDAY,00:30 - 02:39,
THE BOOTLEG BEATLES,https://www.facebook.com/bootlegbeatles,ACOUSTIC STAGE,SUNDAY,18:30 - 19:30,The Fab Four experience replicated pitch perfect from suits to quips on a magical mystery tour like nothing else.
THE BRISTOL REGGAE ORCHESTRA AND WINDRUSH CHOIR,https://www.bristolreggaeorchestra.com/,PYRAMID STAGE,SUNDAY,11:00 - 11:45,"Established in 2010 a culturally, ethnically and socially diverse group of musicians, composers and arrangers from Bristol."
THE BURNING GLASS,https://theburningglass.co.uk/,THE LIZARD STAGE,WEDNESDAY,22:00 - 23:00,
THE BURNING GLASS,https://www.facebook.com/theburningglassmusic,MANDALA STAGE,SUNDAY,15:00 - 16:00,
THE BUSY TWIST,,CROISSANT NEUF,FRIDAY,23:30 - 00:30,
THE BUSY TWIST,https://www.facebook.com/thebusytwist/,TRUTH STAGE,SATURDAY,04:00 - 04:45,
THE BUSY TWIST: VILLAGE CUTS TAKEOVER,https://www.instagram.com/thebusytwist/,BABYLON UPRISING,THURSDAY,18:00 - 19:00,
THE CALL OF THE QUETZALCOATL PROPHECY,,FIRESIDE STORIES,SUNDAY,14:30 - 16:00,
THE CARRY NATION,https://ra.co/dj/thecarrynation,NYC DOWNLOW,THURSDAY,01:30 - 02:55,
THE CHEMICAL BROTHERS (DJ SET),https://www.instagram.com/thechemicalbrothers/,ARCADIA,FRIDAY,22:30 - 00:30,
THE CHESHIRE CAT,,RABBIT HOLE'S FUNKINGHAM PALACE,SUNDAY,01:30 - 02:30,
THE CHICKS,https://thechicks.com/,PYRAMID STAGE,SUNDAY,13:30 - 14:30,"Always vocal and courageous in their comments, an American country trio who’ve blossomed in recent years, re-introducing a far sharper edge to their traditional genre."
"THE CHILL OUT TENT FEAT. CHRIS COCO, SADEEDO, JULIA TUPINAMBA, JONNY HENFRY & FORMENTERA LADY",https://chillouttent.com/,THE MEETING PLACE BAR,SATURDAY,21:00 - 03:00,
THE CHRIS JAGGER TRIO,,AVALON'S CAFÉ STAGE,THURSDAY,17:00 - 17:45,
THE CHURNUPS,,PYRAMID STAGE,FRIDAY,18:15 - 19:30,
THE COMET IS COMING,https://www.thecometiscoming.co.uk/,THE PARK STAGE,FRIDAY,18:15 - 19:15,"Psychedelic, cosmic jazz rave from this psych-tinged trio who emerged on the UK jazz scene of a few years back but have traversed genres ever since."
THE CRATE STACK CHALLENGE,,OUTSIDE CIRCUS STAGE,FRIDAY,10:30 - 11:30,
THE CRATE STACK CHALLENGE,,OUTSIDE CIRCUS STAGE,SATURDAY,10:30 - 11:30,
THE CRAZY GOLF COMPANY,https://www.thecrazygolfcompany.com,BELLA'S FIELD,THURSDAY,11:00 - 20:00,
THE CRAZY GOLF COMPANY,https://www.thecrazygolfcompany.com,BELLA'S FIELD,FRIDAY,11:00 - 20:00,
THE CRAZY GOLF COMPANY,https://www.thecrazygolfcompany.com,BELLA'S FIELD,SATURDAY,11:00 - 20:00,
THE CREASE,,HMS SWEET CHARITY,SATURDAY,01:30 - 02:30,
THE DAMNED,https://www.officialdamned.com,AVALON STAGE,FRIDAY,23:05 - 00:20,"The greatest surviving British punk band; the most spiritually chaotic of all their peers, still smashing it up in all their ramshackle fury."
THE DEAD REDS,,SMALL WORLD STAGE,FRIDAY,21:00 - 22:00,
THE DELTA DU BRUIT,,AVALON'S CAFÉ STAGE,SUNDAY,19:20 - 19:50,
THE DELTA DU BRUIT,,AVALON'S CAFÉ STAGE,SUNDAY,17:50 - 18:20,
THE DELTA SOUND,https://www.thedeltasound.com/,THE HIVE,FRIDAY,17:30 - 18:15,
THE DISAPOINTMENTS,https://www.thedisappointments.co.uk/,CIRCUS BIG TOP,THURSDAY,16:00 - 16:45,
THE DISAPOINTMENTS,https://www.thedisappointments.co.uk/,THE GATEWAY,SATURDAY,14:20 - 15:05,
